gene	mandelker	cosmic	high_priority	bp_HG002_v4.2.1	fraction_HG002_v4.2.1	bp_hifiasm_dip.bed	fraction_hifiasm_dip.bed	chrom	start	end	start_coordinates_plus_segdups_plus_flanking	end_coordinates_plus_segdups_plus_flanking	bp_exon_covered_v4.2.1	fraction_exon_covered_v4.2.1	bp_MRG_benchmark_bed	fraction_MRG_benchmark_bed	bp_exon_covered_MRG_benchmark	fraction_exon_covered_MRG_benchmark	bp_in_AllRepeats_gt_10kb	fraction_in_AllRepeats_gt_10kb	bp_in_reference_gaps_stratification	fraction_in_reference_gaps_stratification	bp_in_Tier1andTier2_SV_0.6_slop150_stratification	fraction_in_Tier1andTier2_SV_0.6_slop150_stratification	bp_in_illumina_ccs_ont_cnv_stratification	fraction_in_illumina_ccs_ont_cnv_stratification	bp_in_ccs_ont_elliptical_outlier_cnv_stratification	fraction_in_ccs_ont_elliptical_outlier_cnv_stratification	bp_in_assembly_cnv_stratification	fraction_in_assembly_cnv_stratification	bp_in_vdj_stratification	fraction_in_vdj_stratification	bp_in_inversions_stratification	fraction_in_inversions_stratification	bp_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	fraction_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	bp_in_segmental_duplications_stratification	fraction_in_segmental_duplications_stratification	bp_in_low_mappability_and_segmental_duplications_stratification	fraction_in_low_mappability_and_segmental_duplications_stratification	num_MRG_SV_v0.1_in_gene	num_MRG_SV_v0.1_benchmark_variants_in_exons	num_MRG_small_variant_v0.2_variants_in_gene	num_v4.2.1_small_variants_in_gene	num_v4.2.1_variants_in_exons	num_MRG_small_variant_v0.2_variants_in_exons	bp_MRG_small_variant_v0.03	fraction_MRG_small_variant_v0.03	num_MRG_small_variant_v0.03_variants_in_gene	num_MRG_SV_v0.02_SVs_in_gene	bp_exon_covered_MRG_small_variant_v0.03_benchmark	fraction_exon_covered_MRG_small_variant_v0.03_benchmark	num_MRG_small_variant_v0.03_variants_in_exons	num_MRG_SV_v0.02_variants_in_exons	bp_in_HG002_GIABv4.1_CNVsandSVs_stratification	fraction_in_HG002_GIABv4.1_CNVsandSVs_stratification	bp_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	fraction_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	num_breaks_in_hifiasm_dip.bed_plus_segdups_plus_flanking
COLEC11	yes	no	no	46098	0.9254397	89812	1	chr2	3594832	3644644	3574832	3664644	2343	0.921352733	0	0	0	0	0	0	0	0	2218	0.044527423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1704	0.034208624	0	0	0	111	1	0	0	0	0	0	0	0	0	0	2218	0.044527423	11928	0.2394604	0
ADAM17	yes	no	no	65787	0.9639686	108246	1	chr2	9488486	9556732	9468486	9576732	4182	0.956541629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	763	0.011180142	0	0	0	120	14	0	0	0	0	0	0	0	0	0	0	0	9136	0.1338686	0
GRHL1	yes	no	no	49194	0.9725209	90584	1	chr2	9951693	10002277	9931693	10022277	3488	0.981981982	0	0	0	0	0	0	0	0	908	0.01795034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0.002708366	0	0	0	117	5	0	0	0	0	0	0	0	0	0	908	0.01795034	3856	0.0762296	0
KLF11	yes	no	no	10533	0.8787019	51987	1	chr2	10042849	10054836	10022849	10074836	4295	1	10984	0.91632602	4295	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0.009593727	0	0	27	21	9	9	10858	0.905814633	23	0	4295	1	9	0	0	0	2842	0.2370902	0
CYS1	yes	no	no	24050	0.9952822	64164	1	chr2	10056780	10080944	10036780	10100944	2735	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4.97E-04	0	0	0	58	5	0	0	0	0	0	0	0	0	0	0	0	5621	0.2326188	0
ODC1	yes	no	no	8257	0.9877976	48359	1	chr2	10439968	10448327	10419968	10468327	2770	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	894	0.1069506	0
LPIN1	yes	no	yes	147691	0.9858291	189814	1	chr2	11677595	11827409	11657595	11847409	5840	0.982503365	0	0	0	0	0	0	0	0	393	0.002623253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2840	0.01895684	0	0	0	202	1	0	0	0	0	0	0	0	0	0	393	0.002623253	15224	0.1016193	0
TRIB2	yes	no	no	25737	0.9958212	65845	1	chr2	12716889	12742734	12696889	12762734	4280	0.97538742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	3	0	0	0	0	0	0	0	0	0	0	0	1628	0.0629909	0
NBAS	yes	no	no	390130	0.9891233	434420	1	chr2	15166914	15561334	15146914	15581334	7226	1	0	0	0	0	0	0	0	0	1124	0.002849754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10141	0.025711171	0	0	0	523	5	0	0	0	0	0	0	0	0	0	1124	0.002849754	49982	0.1267228	0
MYCN	yes	yes	no	6457	1	46457	1	chr2	15940550	15947007	15920550	15967007	2613	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0.003407155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2327	0.3603841	0
NT5C1B	yes	no	no	26425	0.9897004	66700	1	chr2	18562872	18589572	18542872	18609572	2848	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4.87E-04	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	0	3541	0.1326217	0
WDR35	yes	no	no	77902	0.9753478	119871	1	chr2	19910260	19990131	19890260	20010131	6932	1	0	0	0	0	0	0	0	0	726	0.009089657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3267	0.040903457	0	0	0	110	4	0	0	0	0	0	0	0	0	0	726	0.009089657	14881	0.1863129	0
MATN3	yes	no	no	20304	0.9848661	60616	1	chr2	19992052	20012668	19972052	20032668	2543	0.997646136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	4	0	0	0	0	0	0	0	0	0	0	0	2205	0.1069558	0
HS1BP3	yes	no	no	89890	0.9912662	130682	1	chr2	20560448	20651130	20540448	20671130	2376	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0.003738338	0	0	0	210	10	0	0	0	0	0	0	0	0	0	0	0	7828	0.0863236	0
GDF7	yes	no	no	11686	0.965865	52099	1	chr2	20667144	20679243	20647144	20699243	8852	0.955423637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	24	0	0	0	0	0	0	0	0	0	0	0	2703	0.2234069	0
APOB	yes	no	yes	42644	1	82644	1	chr2	21001429	21044073	20981429	21064073	14092	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0.002087046	0	0	0	38	10	0	0	0	0	0	0	0	0	0	0	0	2868	0.0672545	0
WDCP	no	yes	no	19513	0.964653	60228	1	chr2	24029347	24049575	24009347	24069575	3844	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0.01300178	0	0	0	21	2	0	0	0	0	0	0	0	0	0	0	0	3624	0.1791576	0
ITSN2	yes	no	no	150887	0.9558885	197850	1	chr2	24202864	24360714	24182864	24380714	6880	0.999128667	0	0	0	0	0	0	0	0	2267	0.014361736	0	0	0	0	0	0	0	0	0	0	0	0	5241	0.033202407	6507	0.04122268	0	0	0	237	8	0	0	0	0	0	0	0	0	0	2267	0.014361736	28289	0.1792144	0
NCOA1	yes	yes	no	272565	0.9776784	318788	1	chr2	24491914	24770702	24471914	24790702	7448	0.992272848	0	0	0	0	0	0	0	0	978	0.003508042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3725	0.013361407	0	0	0	198	3	0	0	0	0	0	0	0	0	0	978	0.003508042	40614	0.1456806	0
ADCY3	yes	no	no	98301	0.9764677	140670	1	chr2	24819169	24919839	24799169	24939839	4998	0.993243243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730	0.007251416	0	0	0	233	6	0	0	0	0	0	0	0	0	0	0	0	12698	0.1261349	0
POMC	yes	no	no	8050	1	48050	1	chr2	25160853	25168903	25140853	25188903	1534	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0.006583851	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	2112	0.2623602	0
DNMT3A	yes	yes	no	111203	0.969216	154735	1	chr2	25227855	25342590	25207855	25362590	10388	0.969934641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0.002170218	0	0	0	84	4	0	0	0	0	0	0	0	0	0	0	0	20925	0.1823768	0
ASXL2	no	yes	no	141078	0.9747398	184734	1	chr2	25733753	25878487	25713753	25898487	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3849	0.026593613	5161	0.035658518	0	NA	0	64	NA	NA	0	0	0	0	NA	NA	NA	NA	0	0	23477	0.1622079	0
HADHA	yes	no	yes	53587	0.9916724	94037	1	chr2	26190635	26244672	26170635	26264672	2923	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0.003904732	0	0	0	100	3	0	0	0	0	0	0	0	0	0	0	0	4224	0.0781687	0
HADHB	yes	no	yes	45861	0.9696797	87295	1	chr2	26243170	26290465	26223170	26310465	2214	1	0	0	0	0	0	0	0	0	315	0.006660324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0.006892906	0	0	0	62	4	0	0	0	0	0	0	0	0	0	315	0.006660324	6104	0.1290623	0
OTOF	yes	no	yes	99134	0.9761799	141553	1	chr2	26457203	26558756	26437203	26578756	7365	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0.003682806	0	0	0	184	6	0	0	0	0	0	0	0	0	0	0	0	16720	0.1646431	0
KCNK3	yes	no	no	40316	0.9898355	80730	1	chr2	26692690	26733420	26672690	26753420	6189	1	0	0	0	0	0	0	0	0	300	0.007365578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0.001546771	0	0	0	45	15	0	0	0	0	0	0	0	0	0	300	0.007365578	5238	0.128603	0
KHK	yes	no	no	13612	0.9712451	54015	1	chr2	27086747	27100762	27066747	27120762	2548	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4.99E-04	0	0	0	16	4	0	0	0	0	0	0	0	0	0	0	0	1769	0.1262219	0
UCN	yes	no	no	1045	1	41045	1	chr2	27307400	27308445	27287400	27328445	793	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	856	0.8191388	0
MPV17	yes	no	no	16019	0.9895602	56188	1	chr2	27309492	27325680	27289492	27345680	1036	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0.001976773	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	514	0.0317519	0
EIF2B4	yes	no	no	5897	0.9659296	46105	1	chr2	27364352	27370457	27344352	27390457	1996	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0.024406224	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1069	0.1751024	0
ZNF513	yes	no	no	3555	1	43555	1	chr2	27377235	27380790	27357235	27400790	2336	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1616	0.454571	0
PPM1G	yes	no	no	27404	0.9650655	68396	1	chr2	27381195	27409591	27361195	27429591	2200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0.013875194	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3544	0.1248063	0
IFT172	yes	no	no	44882	0.9883291	85412	1	chr2	27444377	27489789	27424377	27509789	5347	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1621	0.035695411	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4992	0.1099269	0
GCKR	yes	no	no	25935	0.9661017	66845	1	chr2	27496839	27523684	27476839	27543684	2170	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0.006518905	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3009	0.1120879	0
PPP1CB	no	no	yes	50249	0.9795127	91300	1	chr2	28751640	28802940	28731640	28822940	4768	0.955511022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0.007446394	0	0	0	83	3	0	0	0	0	0	0	0	0	0	0	0	6258	0.1219883	0
ALK	yes	yes	yes	714310	0.9801019	760682	0.9894252	chr2	29192774	29921586	29172774	29941586	6583	1	0	0	0	0	0	0	0	0	3505	0.004809196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8889	0.012196561	0	0	0	1741	10	0	0	0	0	0	0	0	0	0	3505	0.004809196	64093	0.0879417	1
GALNT14	yes	no	no	241834	0.9881464	284735	1	chr2	30910467	31155202	30890467	31175202	2962	1	0	0	0	0	0	0	0	0	794	0.003244325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1168	0.004772509	0	0	0	439	3	0	0	0	0	0	0	0	0	0	794	0.003244325	15727	0.0642613	0
XDH	yes	no	no	78352	0.9742729	120421	1	chr2	31334321	31414742	31314321	31434742	5679	1	0	0	0	0	0	0	0	0	798	0.009922781	0	0	0	0	0	0	0	0	0	0	0	0	3474	0.043197672	3765	0.04681613	0	0	0	54	4	0	0	0	0	0	0	0	0	0	798	0.009922781	10056	0.125042	0
SRD5A2	yes	no	no	54169	0.9266311	98458	1	chr2	31522480	31580938	31502480	31600938	4196	0.929552503	0	0	0	0	0	0	4180	0.071504328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	983	0.016815491	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	10330	0.1767081	0
SPAST	yes	no	no	88120	0.9365501	134090	1	chr2	32063547	32157637	32043547	32177637	5157	0.980418251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4815	0.051174407	0	0	0	150	4	0	0	0	0	0	0	0	0	0	0	0	21228	0.2256138	0
BIRC6	no	yes	no	254431	0.9715891	301871	1	chr2	32357028	32618899	32337028	32638899	15589	0.997440655	0	0	0	0	0	0	0	0	738	0.002818181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3881	0.014820274	0	0	0	187	3	0	0	0	0	0	0	0	0	0	738	0.002818181	44828	0.1711835	0
LTBP1	yes	no	no	444676	0.9825878	492556	1	chr2	32946953	33399509	32926953	33419509	6664	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16171	0.035732594	0	0	0	805	6	0	0	0	0	0	0	0	0	0	0	0	58517	0.1293033	0
STRN	yes	yes	no	122582	0.9514429	168838	1	chr2	36837698	36966536	36817698	36986536	13631	0.962913252	0	0	0	0	0	0	0	0	379	0.002941679	0	0	0	0	0	0	0	0	0	0	0	0	24240	0.18814325	24428	0.189602446	0	0	0	168	20	0	0	0	0	0	0	0	0	0	379	0.002941679	42388	0.3290023	0
NDUFAF7	yes	no	no	21650	0.9943964	61772	1	chr2	37231631	37253403	37211631	37273403	2174	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0.003674444	0	0	0	32	2	0	0	0	0	0	0	0	0	0	0	0	2064	0.0948007	0
CYP1B1	yes	no	no	42395	0.9875609	82929	1	chr2	38066973	38109902	38046973	38129902	5219	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3881	0.090405087	0	0	0	46	5	0	0	0	0	0	0	0	0	0	0	0	9505	0.2214121	0
SOS1	yes	no	yes	138747	0.9716449	182796	1	chr2	38981549	39124345	38961549	39144345	8295	1	0	0	0	0	0	0	0	0	602	0.004215804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770	0.005392308	0	0	0	188	8	0	0	0	0	0	0	0	0	0	602	0.004215804	23794	0.1666293	0
EML4	no	yes	no	160409	0.9829284	203195	1	chr2	42169353	42332548	42149353	42352548	5519	0.999275756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1388	0.008505163	0	0	0	263	3	0	0	0	0	0	0	0	0	0	0	0	18143	0.1111737	0
ZFP36L2	yes	no	no	4204	1	44204	1	chr2	43222402	43226606	43202402	43246606	3691	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2634	0.6265461	0
ABCG5	yes	no	yes	25631	0.9711287	66393	1	chr2	43812472	43838865	43792472	43858865	2747	1	6886	0.260902512	559	0.203494722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7.58E-05	0	0	1	4	1	1	6886	0.260902512	1	0	559	0.203494722	1	0	0	0	2419	0.0916531	0
ABCG8	yes	no	yes	37936	0.7431728	91046	1	chr2	43831942	43882988	43811942	43902988	6823	0.952002232	50786	0.994906555	7132	0.995116506	10865	0.212847236	0	0	363	0.007111233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1363	0.026701407	0	0	106	70	10	13	50786	0.994906555	106	0	7132	0.995116506	13	0	363	0.007111233	20260	0.3968969	0
LRPPRC	yes	no	yes	106315	0.9685692	149765	1	chr2	43886224	43995989	43866224	44015989	6462	0.984310739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0.003698811	0	0	0	187	2	0	0	0	0	0	0	0	0	0	0	0	12382	0.1128046	0
PPM1B	yes	no	no	74082	0.9694694	116415	1	chr2	44167969	44244384	44147969	44264384	5352	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	0.011738533	0	0	0	67	3	0	0	0	0	0	0	0	0	0	0	0	13802	0.180619	0
SLC3A1	yes	no	yes	44229	0.9607481	86036	1	chr2	44275458	44321494	44255458	44341494	2959	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0.006842471	0	0	0	77	5	0	0	0	0	0	0	0	0	0	0	0	4915	0.1067643	0
PREPL	yes	no	no	44752	0.9818126	85581	1	chr2	44316281	44361862	44296281	44381862	7394	0.982852585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0.003225028	0	0	0	72	10	0	0	0	0	0	0	0	0	0	0	0	6173	0.1354292	0
CAMKMT	yes	no	no	400160	0.974467	450645	1	chr2	44361947	44772592	44341947	44792592	1501	1	0	0	0	0	0	0	0	0	2771	0.006747921	0	0	0	0	0	0	0	0	0	0	0	0	1025	0.002496073	10142	0.024697732	0	0	0	603	0	0	0	0	0	0	0	0	0	0	2771	0.006747921	56429	0.1374155	0
SIX3	yes	no	no	4229	0.9679561	44369	1	chr2	44941702	44946071	44921702	44966071	2571	0.948358539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	2244	0.5136186	0
SIX2	yes	yes	no	4270	1	44270	1	chr2	45005182	45009452	44985182	45029452	2204	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1538	0.3601874	0
EPAS1	yes	yes	no	92242	0.9915296	133030	1	chr2	46293667	46386697	46273667	46406697	5139	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0.001676878	0	0	0	141	2	0	0	0	0	0	0	0	0	0	0	0	6878	0.0739331	0
MCFD2	yes	no	no	39265	0.9819933	79985	1	chr2	46901870	46941855	46881870	46961855	4688	0.986531987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1130	0.028260598	1264	0.031611854	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0	6866	0.1717144	0
CALM2	yes	no	no	15670	0.9306331	56838	1	chr2	47160083	47176921	47140083	47196921	1295	1	0	0	0	0	0	0	0	0	409	0.024290296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0.013184464	0	0	0	21	0	0	0	0	0	0	0	0	0	0	409	0.024290296	2852	0.1693788	0
EPCAM	yes	no	yes	39344	0.9269844	82443	1	chr2	47345158	47387601	47325158	47407601	1538	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0.00954221	0	0	0	35	2	0	0	0	0	0	0	0	0	0	0	0	8929	0.2103763	0
MSH2	yes	yes	yes	251889	0.9685096	300079	1	chr2	47403067	47663146	47383067	47683146	3130	0.981806775	0	0	0	0	0	0	0	0	962	0.003698876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4600	0.017686934	0	0	0	406	0	0	0	0	0	0	0	0	0	0	962	0.003698876	31462	0.1209709	0
MSH6	yes	yes	yes	108161	0.9443654	154533	1	chr2	47695530	47810063	47675530	47830063	4433	0.992166517	0	0	0	0	0	0	0	0	1082	0.009447059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2095	0.018291671	0	0	0	89	1	0	0	0	0	0	0	0	0	0	1082	0.009447059	13582	0.1185859	0
FBXO11	yes	yes	no	114008	0.9729139	157182	1	chr2	47789316	47906498	47769316	47926498	4827	0.999378882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1001	0.008542268	1654	0.014114796	0	0	0	70	2	0	0	0	0	0	0	0	0	0	0	0	15207	0.1297725	0
LHCGR	yes	no	no	68210	0.9891815	108956	1	chr2	48686774	48755730	48666774	48775730	3065	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7336	0.106386681	0	0	0	125	3	0	0	0	0	0	0	0	0	0	0	0	11061	0.1604066	0
FSHR	yes	no	no	190144	0.9884285	232370	1	chr2	48962157	49154527	48942157	49174527	2752	1	0	0	0	0	0	0	0	0	474	0.002464002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8763	0.045552841	0	0	0	435	2	0	0	0	0	0	0	0	0	0	474	0.002464002	22901	0.1190466	0
NRXN1	yes	no	yes	1261465	0.9651075	1347072	1	chr2	49918503	51225575	49898503	51245575	13975	0.992049407	0	0	0	0	0	0	0	0	1894	0.00144904	0	0	31000	0.023717133	0	0	0	0	0	0	0	0	0	0	7924	0.006062405	0	0	0	1635	7	0	0	0	0	0	0	0	0	0	32894	0.025166173	200665	0.1535225	0
SPTBN1	yes	no	no	211005	0.9808301	255129	1	chr2	54456317	54671446	54436317	54691446	12834	0.988980504	0	0	0	0	0	0	0	0	717	0.003332884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2601	0.01209042	0	0	0	88	1	0	0	0	0	0	0	0	0	0	717	0.003332884	18843	0.0875893	0
RPS27A	yes	no	no	3950	1	43950	1	chr2	55231903	55235853	55211903	55255853	1370	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0.031392405	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	196	0.0496203	0
PNPT1	yes	no	yes	55892	0.9346176	99802	1	chr2	55634061	55693863	55614061	55713863	3707	0.819951338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2315	0.03871108	4804	0.080331761	0	0	0	133	5	0	0	0	0	0	0	0	0	0	0	0	14014	0.23434	0
EFEMP1	yes	no	no	57760	0.9929175	98172	1	chr2	55865967	55924139	55845967	55944139	3053	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1092	0.018771918	1243	0.021367668	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6037	0.1037785	0
FANCL	yes	no	yes	81062	0.9870082	122129	1	chr2	58159243	58241372	58139243	58261372	1684	1	0	0	0	0	0	0	0	0	397	0.004833859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4936	0.060100573	0	0	0	38	1	0	0	0	0	0	0	0	0	0	397	0.004833859	15850	0.1929891	0
BCL11A	yes	yes	no	100601	0.9678105	143947	1	chr2	60450520	60554467	60430520	60574467	7394	0.970595957	0	0	0	0	0	0	0	0	2492	0.023973756	0	0	1000	0.009620287	0	0	0	0	0	0	0	0	0	0	538	0.005175715	0	0	0	97	3	0	0	0	0	0	0	0	0	0	2492	0.023973756	12487	0.1201285	0
REL	no	yes	no	49229	0.9827913	90091	1	chr2	60881521	60931612	60861521	60951612	11191	0.995109372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2259	0.045097922	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	9597	0.1915913	0
PEX13	yes	no	yes	34183	0.983259	74765	1	chr2	61017225	61051990	60997225	61071990	4468	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1439	0.041392205	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	4777	0.1374083	0
XPO1	no	yes	no	58227	0.9580433	100777	1	chr2	61477849	61538626	61457849	61558626	5091	0.949282118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0.004491831	0	0	0	75	3	0	0	0	0	0	0	0	0	0	0	0	8643	0.1422084	0
FAM161A	yes	no	yes	27866	0.9512203	69295	1	chr2	61824848	61854143	61804848	61874143	3853	1	0	0	0	0	0	0	0	0	849	0.028981055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0.013278717	0	0	0	58	9	0	0	0	0	0	0	0	0	0	849	0.028981055	4880	0.1665813	0
COMMD1	yes	no	no	250392	0.9685482	298523	1	chr2	61888724	62147247	61868724	62167247	908	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5796	0.022419669	8595	0.033246558	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	36101	0.1396433	0
B3GNT2	yes	no	no	28611	0.9998253	68616	1	chr2	62196115	62224731	62176115	62244731	2851	0.9982493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2370	0.0828208	0
EHBP1	yes	no	no	366348	0.9831256	412636	1	chr2	62673851	63046487	62653851	63066487	5475	0.996179039	0	0	0	0	0	0	0	0	1013	0.002718471	0	0	0	0	0	0	0	0	0	0	0	0	1167	0.003131743	10435	0.028003199	0	0	0	216	1	0	0	0	0	0	0	0	0	0	1013	0.002718471	62482	0.1676757	0
