Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000228586	159542415	159610287	2	AC005042.5
ENSG00000224463	203096419	203096572	2	AC079354.6
ENSG00000231675	159559799	159559972	2	AC005042.3
ENSG00000243792	159710267	159711088	2	OR7E89P
ENSG00000251491	159718823	159719797	2	OR7E28P
ENSG00000212534	203141154	203141241	2	SNORD70
ENSG00000143970	25956622	26101385	2	ASXL2
ENSG00000212309	203142831	203142915	2	SNORD70
ENSG00000188668	159731154	159732182	2	OR7E90P
ENSG00000271852	203156055	203156144	2	SNORD11B
ENSG00000238317	203157772	203157859	2	SNORD11
ENSG00000222300	159792310	159792497	2	RNU2-21P
ENSG00000264275	203198162	203198451	2	RN7SL753P
ENSG00000243667	68350068	68384692	2	WDR92
ENSG00000213189	159860287	159861065	2	BTF3L4P2
ENSG00000226261	203200747	203201450	2	AC064836.3
ENSG00000143878	20646835	20649200	2	RHOB
ENSG00000202029	159883548	159883654	2	RNU6-580P
ENSG00000226878	159912606	159913371	2	GSTM3P2
ENSG00000036257	225334867	225450110	2	CUL3
ENSG00000272966	203201462	203201923	2	RP11-686O6.1
ENSG00000223642	160242878	160261147	2	AC008277.1
ENSG00000242696	203221844	203222140	2	RN7SL40P
ENSG00000273456	203239655	203240327	2	RP11-686O6.2
ENSG00000270915	203369735	203370066	2	RP11-27M5.1
ENSG00000236047	203385124	203385712	2	AC073410.1
ENSG00000272895	118756321	118757056	2	RP11-98C1.2
ENSG00000243510	118773958	118774243	2	RN7SL111P
ENSG00000270893	160300628	160301424	2	RP11-311B14.1
ENSG00000225369	160318928	160319767	2	AC009506.2
ENSG00000226856	118889704	118943962	2	AC093901.1
ENSG00000207117	160392755	160392857	2	Y_RNA
ENSG00000224152	160471807	160473593	2	AC009506.1
ENSG00000118960	20760208	20850849	2	HS1BP3
ENSG00000226266	160527219	160568946	2	AC009961.3
ENSG00000223619	203478937	203479427	2	AC009960.1
ENSG00000233888	203479576	203480252	2	AC009960.2
ENSG00000258910	119591276	119592686	2	RP11-19E11.1
ENSG00000266005	101172512	101172782	2	RN7SL611P
ENSG00000238328	101193931	101194019	2	snoU13
ENSG00000230783	160545728	160546802	2	AC009961.2
ENSG00000235433	203480492	203481163	2	AC009960.4
ENSG00000227259	101207612	101207786	2	HMGN2P22
ENSG00000265839	101217328	101217618	2	RN7SL360P
ENSG00000227055	160668745	160670520	2	AC009961.5
ENSG00000234988	101223490	101225820	2	AC068538.4
ENSG00000252465	161253340	161253479	2	RMRPP3
ENSG00000263948	161264321	161264393	2	MIR4785
ENSG00000259094	119706882	119710559	2	RP11-77A13.1
ENSG00000244372	161734058	161734359	2	RN7SL423P
ENSG00000232337	161905117	161907057	2	AC009313.2
ENSG00000237542	203481423	203481935	2	AC009960.5
ENSG00000264833	119927398	119927691	2	RN7SL468P
ENSG00000224467	161952742	162016735	2	AC009313.1
ENSG00000226034	101276661	101277140	2	NANOGNBP1
ENSG00000229867	120001998	120006647	2	STEAP3-AS1
ENSG00000233134	203482007	203482350	2	AC009960.7
ENSG00000235724	162079296	162111179	2	AC009299.2
ENSG00000234169	101286354	101292500	2	AC092168.3
ENSG00000115204	27532360	27548547	2	MPV17
ENSG00000231013	120234024	120244922	2	AC013275.2
ENSG00000228488	101338683	101339344	2	AC092168.4
ENSG00000232034	101439123	101463682	2	AC092168.2
ENSG00000241221	203482418	203482710	2	AC009960.6
ENSG00000227403	162101250	162105561	2	AC009299.3
ENSG00000230140	101589110	101593623	2	AC016738.3
ENSG00000265553	120328476	120328576	2	AC013275.1
ENSG00000227454	203482706	203483604	2	MTND4P30
ENSG00000225813	162138413	162139129	2	AC009299.4
ENSG00000223947	101610138	101618706	2	AC016738.4
ENSG00000229326	120456199	120457733	2	AC069154.4
ENSG00000232320	162197325	162197837	2	AC009299.5
ENSG00000271532	101684840	101685118	2	RP11-426K3.1
ENSG00000233311	203483908	203484619	2	AC009960.3
ENSG00000221590	162206728	162206871	2	AC009299.1
ENSG00000271924	162266065	162266181	2	5S_rRNA
ENSG00000163328	175296966	175351822	2	GPR155
ENSG00000224076	162279170	162280088	2	AC009487.4
ENSG00000251621	162280526	162285285	2	AC009487.5
ENSG00000265860	101710031	101710285	2	RN7SL548P
ENSG00000272902	101768122	101771872	2	RP11-299H21.1
ENSG00000226121	162357396	162364216	2	AHCTF1P1
ENSG00000212283	101889398	101889511	2	SNORD89
ENSG00000240761	203638443	203639083	2	AC098831.4
ENSG00000238570	162415054	162415156	2	snoU13
ENSG00000264857	101925912	101925996	2	MIR5696
ENSG00000226946	162425012	162426695	2	AC062022.1
ENSG00000237217	64677230	64677658	2	AC008074.5
ENSG00000235716	162436582	162437860	2	KRT18P46
ENSG00000226058	101992049	101992517	2	AC092570.1
ENSG00000233579	203705054	203706504	2	KRT8P15
ENSG00000223863	64713487	64728038	2	AC008074.4
ENSG00000253046	162775292	162775376	2	AC092841.1
ENSG00000232479	203789332	203790627	2	AC010900.2
ENSG00000234732	162787709	162787976	2	RPEP5
ENSG00000260101	64749321	64751227	2	RP11-568N6.1
ENSG00000230918	162929766	162931679	2	AC008063.2
ENSG00000270664	203859917	203860126	2	RP11-544H14.1
ENSG00000223826	102095852	102103284	2	AC092570.2
ENSG00000252414	64806026	64806131	2	RNU6-100P
ENSG00000232994	203904831	203905622	2	RPL7P14
ENSG00000231445	162933867	162934161	2	TIMM8AP1
ENSG00000227028	40013593	40482349	2	SLC8A1-AS1
ENSG00000224674	162944769	162946582	2	EIF3EP2
ENSG00000202059	203917008	203917141	2	SNORA1
ENSG00000233694	64834109	64843616	2	AC007365.1
ENSG00000228513	203926037	203927126	2	AC023271.1
ENSG00000233397	162949939	162951364	2	AC008063.3
ENSG00000237549	102125992	102126684	2	AC092570.3
ENSG00000236841	163016272	163029426	2	AC007750.5
ENSG00000225124	203939408	203939865	2	AC023271.2
ENSG00000204196	204055503	204056000	2	AC011737.2
ENSG00000232556	102137296	102138438	2	AC092570.4
ENSG00000212312	163353446	163353561	2	RNA5SP109
ENSG00000237750	163625446	163654482	2	AC007740.1
ENSG00000226925	102789081	102798568	2	AC007271.3
ENSG00000264041	204124327	204124618	2	RN7SL670P
ENSG00000238285	204180113	204180594	2	MRPL50P2
ENSG00000256458	204193182	204193949	2	RP11-363J17.1
ENSG00000205716	102866317	102866715	2	AC007248.6
ENSG00000230282	164008761	164009817	2	RPL7P61
ENSG00000233459	204499300	204500739	2	AC125238.2
ENSG00000233031	204536898	204537146	2	AC125238.3
ENSG00000224791	204629018	204630316	2	KRT18P39
ENSG00000200902	164145505	164145606	2	RNU6-627P
ENSG00000237844	164606083	165208733	2	AC092684.1
ENSG00000211573	204629430	204629521	2	AC125238.1
ENSG00000213925	204637354	204638225	2	NPM1P33
ENSG00000206970	204646760	204646866	2	RNU6-474P
ENSG00000226847	165070049	165070924	2	PRPS1P1
ENSG00000235951	204930429	204932086	2	AC009965.1
ENSG00000229641	165178443	165178733	2	CYP2C56P
ENSG00000226756	64871746	64873832	2	AC007365.3
ENSG00000153208	112656056	112787138	2	MERTK
ENSG00000264074	165280035	165280116	2	AC110086.1
ENSG00000234714	204955180	204974572	2	AC009965.2
ENSG00000227791	64892741	64893198	2	AC007365.4
ENSG00000224331	165543797	165544106	2	AC019181.3
ENSG00000236785	103027703	103028568	2	AC007248.7
ENSG00000264764	103048749	103048826	2	MIR4772
ENSG00000237271	205092860	205099708	2	AC009498.1
ENSG00000144119	119913819	119916465	2	C1QL2
ENSG00000236525	103050417	103051800	2	AC007278.2
ENSG00000236681	205171565	205172087	2	DSTNP5
ENSG00000253082	65003238	65003321	2	AC007365.2
ENSG00000234389	103055173	103056935	2	AC007278.3
ENSG00000239891	65044512	65044808	2	RN7SL341P
ENSG00000236757	103489798	103512180	2	AC007251.2
ENSG00000199964	65061190	65061291	2	Y_RNA
ENSG00000225304	205243818	205244515	2	AC106901.1
ENSG00000224095	103583866	103600887	2	AC108051.1
ENSG00000234572	65073264	65090760	2	AC007880.1
ENSG00000236634	205334799	205338560	2	AC016903.1
ENSG00000237843	205340079	205372395	2	AC016903.2
ENSG00000206869	165544153	165544287	2	SNORA70F
ENSG00000223890	206118028	206118227	2	AC008171.1
ENSG00000233255	165697259	165705844	2	AC019181.2
ENSG00000227680	103603781	103605023	2	AC108051.2
ENSG00000225216	206621193	206628730	2	AC007362.3
ENSG00000199508	165714942	165715056	2	RNA5SP110
ENSG00000223318	165752187	165752287	2	RNA5SP111
ENSG00000238368	120674894	120675000	2	snoU13
ENSG00000236283	165848494	165947803	2	AC013463.2
ENSG00000233741	120750775	120751187	2	AC016691.2
ENSG00000180672	206642540	206644433	2	AC007362.1
ENSG00000264047	166005705	166005983	2	RN7SL455P
ENSG00000224850	103628237	103636356	2	AC108051.3
ENSG00000233204	166141763	166142558	2	MAPRE1P3
ENSG00000224789	120932461	120974120	2	AC012363.4
ENSG00000201875	206765354	206765682	2	RN7SKP178
ENSG00000213739	206813815	206814869	2	AC007679.1
ENSG00000229209	103726217	103792718	2	AC073987.1
ENSG00000235653	40156250	40157138	2	AC007253.1
ENSG00000235192	166651361	166666520	2	AC009495.2
ENSG00000237638	65128974	65132271	2	AC007386.2
ENSG00000202046	120949821	120949933	2	Y_RNA
ENSG00000236878	120968630	120969291	2	AC012363.7
ENSG00000229195	166651367	166702601	2	AC009495.4
ENSG00000244534	65133999	65134272	2	RN7SL211P
ENSG00000227623	103892362	103892596	2	AC073987.2
ENSG00000233128	40973627	40994592	2	AC007317.1
ENSG00000221234	166670725	166670864	2	AC009495.1
ENSG00000238696	65135721	65135820	2	snoU13
ENSG00000225610	206854309	206865582	2	AC007679.3
ENSG00000227394	65187187	65187768	2	AC007386.3
ENSG00000232411	166689558	166695608	2	AC009495.3
ENSG00000252485	206872604	206872698	2	Vault
ENSG00000227788	120969303	120970438	2	AC012363.8
ENSG00000207386	206890317	206890421	2	Y_RNA
ENSG00000184731	38814	46870	2	FAM110C
ENSG00000252892	65221880	65221994	2	RNU6-548P
ENSG00000237041	206905156	206905569	2	AC007679.4
ENSG00000224490	166790367	166806401	2	TTC21B-AS1
ENSG00000232613	65257861	65264631	2	AC007386.4
ENSG00000115107	119981384	120023228	2	STEAP3
ENSG00000237442	41370920	41384695	2	HNRNPA1P57
ENSG00000233286	120970511	120970851	2	MTND3P10
ENSG00000236596	104110699	104112300	2	AC092568.1
ENSG00000227946	206949329	206951288	2	AC007383.3
ENSG00000231955	206980271	206987047	2	AC007383.4
ENSG00000221849	104144078	104145719	2	AC018880.1
ENSG00000221372	41823526	41823632	2	AC010739.1
ENSG00000237580	206980834	206981224	2	GCSHP3
ENSG00000272025	65385796	65385994	2	SNORA74
ENSG00000252281	41961517	41961596	2	snoZ247
ENSG00000172974	65432137	65433396	2	AC007318.5
ENSG00000236107	166813909	167158294	2	AC010127.3
ENSG00000236090	42046887	42047894	2	LDHAP3
ENSG00000207047	207026602	207026681	2	SNORD51
ENSG00000207406	207026952	207027083	2	SNORA41
ENSG00000222496	207086039	207086358	2	RN7SKP200
ENSG00000231723	104240088	104240288	2	AC018880.2
ENSG00000159186	207100960	207101595	2	AC007383.6
ENSG00000232693	65600834	65607819	2	AC012370.2
ENSG00000236533	42077343	42077741	2	AC009413.2
ENSG00000238813	166980004	166980107	2	Y_RNA
ENSG00000224070	207124352	207124642	2	HMGN1P6
ENSG00000222376	167037162	167037476	2	RN7SKP152
ENSG00000238662	167215240	167215343	2	snoU13
ENSG00000252716	207124790	207124938	2	RN7SKP260
ENSG00000225182	167746012	167746394	2	AC092601.1
ENSG00000180105	207274811	207275633	2	AC017081.2
ENSG00000234491	207284016	207284962	2	HNRNPA1P51
ENSG00000207218	42084411	42084512	2	Y_RNA
ENSG00000228577	207471221	207474536	2	AC010731.2
ENSG00000254552	167980414	167997465	2	XIRP2-AS1
ENSG00000231653	207504797	207506006	2	AC010731.3
ENSG00000223245	42098411	42098528	2	RNU4-63P
ENSG00000228222	168149681	168414843	2	AC074363.1
ENSG00000235118	207507142	207514173	2	AC010731.4
ENSG00000214691	42104214	42121179	2	AC104654.1
ENSG00000238357	168487990	168488051	2	RNU7-148P
ENSG00000143869	20866424	20873418	2	GDF7
ENSG00000232597	104473428	104496667	2	AC013727.1
ENSG00000214211	168570173	168572575	2	CTAGE14P
ENSG00000204929	65663845	66311773	2	AC074391.1
ENSG00000236141	104482204	104486146	2	AC013727.2
ENSG00000213083	207551241	207552086	2	AC010731.6
ENSG00000256637	104490768	104694236	2	RP11-76I14.1
ENSG00000243104	120970920	120971207	2	AC012363.10
ENSG00000207319	207565789	207565909	2	Y_RNA
ENSG00000234065	120971207	120972565	2	MTND4P26
ENSG00000263468	207647958	207648032	2	MIR3130-1
ENSG00000235335	168671284	168797654	2	AC016723.4
ENSG00000223549	120972757	120974855	2	MTND5P28
ENSG00000260171	207685914	207687018	2	RP11-95H11.1
ENSG00000234362	42158739	42160863	2	AC104654.2
ENSG00000229321	207731519	207733013	2	AC008269.2
ENSG00000238259	169088431	169088730	2	AC067940.1
ENSG00000162999	183943287	183964733	2	DUSP19
ENSG00000235840	121076583	121083874	2	AC012363.13
ENSG00000239230	169297416	169297715	2	RN7SL95P
ENSG00000253008	207974711	207974797	2	MIR2355
ENSG00000241074	169307834	169308136	2	RN7SL813P
ENSG00000237614	121300485	121301902	2	AC073257.2
ENSG00000265694	169439453	169439528	2	MIR4774
ENSG00000237892	207985608	207986768	2	KLF7-IT1
ENSG00000199348	169462900	169463006	2	RNU6-766P
ENSG00000232140	121311319	121315685	2	AC073257.1
ENSG00000224342	208038358	208087514	2	AC007879.1
ENSG00000201006	121408849	121408950	2	Y_RNA
ENSG00000229774	121444211	121468093	2	AC018866.1
ENSG00000227617	169628463	169643471	2	CERS6-AS1
ENSG00000234902	208051441	208100790	2	AC007879.2
ENSG00000228968	104741726	104763687	2	AC096554.1
ENSG00000233955	105011460	105012738	2	AHCYP3
ENSG00000225916	208091673	208093032	2	AC007879.4
ENSG00000240440	208100023	208102599	2	AC007879.3
ENSG00000235321	169957253	169957720	2	AC007556.3
ENSG00000229647	208104374	208110611	2	AC007879.7
ENSG00000235995	169971705	169972190	2	UBE2V1P6
ENSG00000223725	208104588	208394519	2	AC007879.5
ENSG00000227157	105027659	105032070	2	AC068535.2
ENSG00000225064	208125169	208135414	2	AC007879.6
ENSG00000225765	105028685	105030466	2	AC068535.3
ENSG00000221628	208133999	208134148	2	MIR1302-4
ENSG00000223433	208519505	208519675	2	AC079767.3
ENSG00000229827	170433881	170434256	2	AC093899.3
ENSG00000224137	208527099	208531748	2	AC079767.4
ENSG00000035115	217730	266398	2	SH3YL1
ENSG00000199251	208545257	208545363	2	RNU6-664P
ENSG00000213082	208546314	208546757	2	PPP1R14BP2
ENSG00000226072	170514642	170517867	2	AC016772.4
ENSG00000271709	121623953	121624978	2	RP11-297J22.1
ENSG00000221321	121792649	121792794	2	AC016764.1
ENSG00000201584	121798186	121798286	2	Y_RNA
ENSG00000234455	121839013	121846302	2	AC067960.1
ENSG00000200764	208552684	208552783	2	Y_RNA
ENSG00000118961	20883788	21022882	2	C2orf43
ENSG00000272851	208618596	208619159	2	RP11-801F7.1
ENSG00000236145	121935903	121940156	2	AC079988.3
ENSG00000235597	105049725	105137290	2	LINC01102
ENSG00000264900	208619531	208619605	2	MIR4775
ENSG00000232723	122067571	122067988	2	AC013399.3
ENSG00000234781	105104916	105126967	2	LINC01103
ENSG00000265451	122287998	122290281	2	RP11-204L24.2
ENSG00000206961	170584382	170584513	2	SNORA51
ENSG00000264229	122288457	122288583	2	RNU4ATAC
ENSG00000199727	105149231	105149442	2	U3
ENSG00000231550	170623695	170625309	2	PTCHD3P2
ENSG00000221654	105185275	105185378	2	AC013402.1
ENSG00000231626	105197279	105198348	2	AC013402.4
ENSG00000222467	122360649	122360740	2	Y_RNA
ENSG00000214369	170646603	170647395	2	AC009967.3
ENSG00000236109	105199610	105201812	2	AC013402.3
ENSG00000013441	201717732	201729422	2	CLK1
ENSG00000236859	122407226	122485784	2	NIFK-AS1
ENSG00000163811	29117509	29171088	2	WDR43
ENSG00000163002	183982241	184026408	2	NUP35
ENSG00000252981	170672789	170672888	2	U3
ENSG00000230690	105275795	105281295	2	AC013402.5
ENSG00000227176	170933734	170934804	2	AC092641.2
ENSG00000225669	105294681	105295131	2	AC068535.5
ENSG00000186132	120059801	120124404	2	C2orf76
ENSG00000228528	105320216	105321967	2	AC068057.1
ENSG00000252807	170976506	170976608	2	RNU6-1006P
ENSG00000207249	105349692	105349820	2	SNORA72
ENSG00000234177	105363096	105374177	2	LINC01114
ENSG00000231898	171190438	171207628	2	AC012594.1
ENSG00000226398	42242765	42252442	2	AC013480.2
ENSG00000224875	42370378	42397441	2	AC083949.1
ENSG00000221300	42667517	42667576	2	SNORD75
ENSG00000264793	87421909	87421982	2	MIR4771-1
ENSG00000084731	26149471	26205618	2	KIF3C
ENSG00000214821	171458172	171458738	2	HMGB1P4
ENSG00000232526	42690279	42691137	2	AC025750.6
ENSG00000233671	87448236	87449611	2	AC083899.1
ENSG00000213981	171475138	171551884	2	AC007277.3
ENSG00000244567	208686014	208687493	2	AC096772.6
ENSG00000230993	122416051	122416549	2	RPL12P15
ENSG00000225111	208733306	208734639	2	AC083900.1
ENSG00000236913	42696957	42697406	2	AC025750.5
ENSG00000234350	171579719	171627276	2	AC007405.4
ENSG00000212246	208884362	208884465	2	RNU6-360P
ENSG00000271097	87528781	87529374	2	RP11-223J6.1
ENSG00000185078	208896107	208896677	2	AC093698.1
ENSG00000128692	171608221	171609562	2	EIF2S2P4
ENSG00000251941	208918885	208918982	2	RNA5SP116
ENSG00000225049	87586177	87586367	2	AC068279.2
ENSG00000224839	208921972	208922469	2	AC093698.2
ENSG00000215263	42759906	42760582	2	AC025750.7
ENSG00000213375	87596356	87596632	2	AC068279.1
ENSG00000238582	208938785	208938886	2	snoU13
ENSG00000224881	87607003	87607890	2	AC068279.3
ENSG00000239467	171627623	171634658	2	AC007405.6
ENSG00000229150	208972957	208977235	2	CRYGEP
ENSG00000075340	70834750	70995357	2	ADD2
ENSG00000238341	122463543	122463633	2	snoU13
ENSG00000213239	122466088	122466691	2	NPM1P32
ENSG00000224529	209000118	209002421	2	AC093698.4
ENSG00000222509	171639677	171639781	2	Y_RNA
ENSG00000235934	171672803	171674547	2	AC007405.8
ENSG00000222041	87754887	87906324	2	LINC00152
ENSG00000169756	109150857	109303702	2	LIMS1
ENSG00000266020	171772719	171772804	2	AC010092.1
ENSG00000233869	209072859	209073708	2	AC016697.1
ENSG00000238567	172002840	172002937	2	snoU13
ENSG00000228111	209079448	209087349	2	TPT1P2
ENSG00000224553	172231441	172231788	2	AC008065.1
ENSG00000263524	209098168	209098229	2	AC016697.3
ENSG00000228507	172347932	172348441	2	DAP3P2
ENSG00000231908	209119971	209120905	2	IDH1-AS1
ENSG00000194270	42865101	42865188	2	Y_RNA
ENSG00000234061	172349415	172349605	2	AC007969.4
ENSG00000226523	42907228	42907419	2	AC074375.1
ENSG00000200550	42939880	42939987	2	RNU6-137P
ENSG00000233762	172373749	172374232	2	AC007969.5
ENSG00000228380	209134067	209134681	2	AC016697.2
ENSG00000213081	209225356	209226094	2	AC012362.3
ENSG00000226491	43024365	43025852	2	FTOP1
ENSG00000265454	209234286	209234347	2	AC012362.1
ENSG00000233934	172443603	172443769	2	RPL21P38
ENSG00000227430	209330963	209331351	2	AC019185.2
ENSG00000231896	209334575	209405138	2	AC019185.4
ENSG00000232409	209381633	209381955	2	AC019185.3
ENSG00000228389	172629992	172632354	2	AC068039.4
ENSG00000202164	209785271	209785388	2	RNA5SP117
ENSG00000252779	172713076	172713180	2	RNU6-182P
ENSG00000235864	209937321	209938872	2	HSPA8P6
ENSG00000236651	172967734	172974710	2	AC104801.1
ENSG00000232202	43053462	43054757	2	AC098824.6
ENSG00000232799	210009965	210012411	2	CRYGFP
ENSG00000234255	65669189	65683705	2	AC012370.3
ENSG00000224739	43228495	43233200	2	AC016735.1
ENSG00000238572	173020757	173020848	2	snoU13
ENSG00000240286	210043528	210046742	2	MEAF6P1
ENSG00000232555	173180015	173188465	2	AC104088.1
ENSG00000229670	210043690	210045847	2	PKP4P1
ENSG00000226963	173292502	173293331	2	AC078883.4
ENSG00000222317	210586637	210586745	2	RNA5SP118
ENSG00000237194	210673528	210674304	2	SNAI1P1
ENSG00000231826	43254992	43266686	2	AC016735.2
ENSG00000232788	173328990	173330750	2	AC078883.3
ENSG00000272807	210893141	210893880	2	RP11-260M2.1
ENSG00000270798	122501055	122503497	2	RP11-416H1.1
ENSG00000225205	173345568	173421324	2	AC093818.1
ENSG00000224655	122548020	122554278	2	AC018737.3
ENSG00000229127	210895457	210929080	2	AC007038.7
ENSG00000231063	210952950	210953788	2	AC006994.1
ENSG00000199866	173422879	173422980	2	Y_RNA
ENSG00000230104	173538940	173539626	2	AC018712.2
ENSG00000228016	173541869	173600934	2	RAPGEF4-AS1
ENSG00000233978	43268332	43270921	2	AC016735.3
ENSG00000239041	173556027	173556130	2	snoU13
ENSG00000207087	43318526	43318632	2	RNU6-242P
ENSG00000232292	173758491	173759111	2	ALDH7A1P2
ENSG00000230587	43324884	43329829	2	AC093609.1
ENSG00000265709	173926460	173926540	2	AC019046.1
ENSG00000237856	123822897	123825298	2	AC062020.2
ENSG00000238133	174031174	174146764	2	MLK7-AS1
ENSG00000234936	43456712	43460533	2	AC010883.5
ENSG00000252804	43635446	43635551	2	RNU6-958P
ENSG00000231735	174162357	174163240	2	RP11-1O7.1
ENSG00000207411	43848017	43848123	2	Y_RNA
ENSG00000236391	174202947	174220936	2	AC092573.2
ENSG00000223658	43902292	43903461	2	AC011242.6
ENSG00000213148	174296077	174296540	2	AC073465.1
ENSG00000236832	174342724	174343128	2	AC073465.2
ENSG00000226131	174350593	174351090	2	AC073465.3
ENSG00000237016	174439838	174441069	2	AC013410.1
ENSG00000138395	202655184	202760273	2	CDK15
ENSG00000237617	174570676	174570876	2	AC013410.2
ENSG00000270460	174675804	174676120	2	RP11-796E10.1
ENSG00000234415	174736381	174737193	2	RPL5P7
ENSG00000224638	174745593	174764156	2	AC106900.6
ENSG00000232740	123823727	123831057	2	AC062020.1
ENSG00000271151	174833079	174834146	2	RP11-394I13.2
ENSG00000125637	113914902	113966973	2	PSD4
ENSG00000273258	174876584	174877703	2	RP11-394I13.3
ENSG00000226708	124200842	124202021	2	AC073409.1
ENSG00000260868	174890008	174891891	2	RP11-394I13.1
ENSG00000235414	174907736	174908608	2	AC016737.1
ENSG00000221689	124439683	124439791	2	AC092646.3
ENSG00000270799	175036619	175037453	2	RP11-451F14.1
ENSG00000243770	175104870	175105146	2	RN7SL65P
ENSG00000235640	124452878	124454972	2	AC092646.1
ENSG00000201088	175129606	175129709	2	Y_RNA
ENSG00000227180	175164052	175165684	2	AC013467.1
ENSG00000237804	175174743	175175702	2	HNRNPA1P39
ENSG00000231453	175190755	175195371	2	AC018470.4
ENSG00000226853	175352117	175353114	2	AC010894.3
ENSG00000227738	124519747	124520647	2	AC092646.2
ENSG00000179997	175366680	175367043	2	AC010894.4
ENSG00000236449	175411869	175639555	2	AC018890.6
ENSG00000135905	225629807	225907162	2	DOCK10
ENSG00000206965	175422694	175422800	2	RNU6-5P
ENSG00000263530	211036020	211036115	2	AC006994.3
ENSG00000237798	175439955	175452454	2	AC010894.5
ENSG00000231294	211036242	211095107	2	AC006994.2
ENSG00000199203	211130687	211130798	2	Y_RNA
ENSG00000223118	124626833	124627147	2	RN7SKP102
ENSG00000235655	175584505	175585526	2	H3F3AP4
ENSG00000228400	124774435	124782750	2	AC079154.1
ENSG00000234281	211189483	211333970	2	AC007970.1
ENSG00000238046	125438299	125438493	2	MTND5P22
ENSG00000237104	175647774	175652656	2	AC018890.4
ENSG00000201425	175842531	175842625	2	Y_RNA
ENSG00000212167	175886942	175887047	2	RNU6-763P
ENSG00000199827	175894497	175894605	2	RNU6-1290P
ENSG00000227187	175898506	175898920	2	RP11-6C10.1
ENSG00000271074	211969658	211970456	2	RP11-212J19.1
ENSG00000231017	212163666	212163914	2	AC013404.1
ENSG00000266510	175899245	175899318	2	AC007435.1
ENSG00000215973	176032361	176032437	2	MIR933
ENSG00000229750	176032632	176033250	2	AC096649.2
ENSG00000200121	176041227	176041318	2	Y_RNA
ENSG00000233131	176048943	176049335	2	AC096649.1
ENSG00000199585	212400378	212400494	2	RNA5SP119
ENSG00000232631	212641931	212642581	2	MTND2P23
ENSG00000229066	176121978	176319368	2	AC096649.3
ENSG00000221347	176195101	176195200	2	AC096649.4
ENSG00000223976	176707615	176708030	2	EXTL2P1
ENSG00000235047	176762064	176768960	2	AC016751.3
ENSG00000236007	212642998	212644488	2	AC105921.5
ENSG00000229779	176769099	176770230	2	AC016751.2
ENSG00000216193	176973371	176973458	2	AC009336.1
ENSG00000237380	176986339	177001826	2	HOXD-AS2
ENSG00000155368	120124497	120130126	2	DBI
ENSG00000221782	213290987	213291084	2	MIR548F2
ENSG00000273118	213446081	213886269	2	AC079610.1
ENSG00000237979	65728127	65729272	2	AC007389.1
ENSG00000207744	177015031	177015140	2	MIR10B
ENSG00000221388	213628294	213628399	2	AC093865.1
ENSG00000272729	177028892	177030444	2	RP11-387A1.5
ENSG00000234308	213660055	213683986	2	AC093381.2
ENSG00000223739	65738905	65739210	2	AC007389.2
ENSG00000270815	125536031	125536217	2	RP11-56O18.1
ENSG00000243029	65772537	65772830	2	RN7SL635P
ENSG00000252674	125690492	125690597	2	RNA5SP102
ENSG00000251900	65782566	65782668	2	VTRNA2-2P
ENSG00000231254	213696885	213697669	2	PCED1CP
ENSG00000235725	65816700	65867311	2	AC007389.3
ENSG00000224189	177037923	177053686	2	HOXD-AS1
ENSG00000206726	125746796	125746902	2	RNU6-259P
ENSG00000214533	65893829	65894871	2	KRT18P33
ENSG00000201853	125886409	125886490	2	snosnR60_Z15
ENSG00000235491	126468546	126523419	2	AC097499.1
ENSG00000265899	65894390	65894480	2	AC007389.4
ENSG00000272177	65958810	65960175	2	RP11-340F16.1
ENSG00000221524	66268384	66268524	2	AC074391.2
ENSG00000227293	66462509	66463345	2	AC118345.1
ENSG00000115806	171784974	171823639	2	GORASP2
ENSG00000268412	26251074	26251481	2	AC013449.1
ENSG00000224410	126580685	126580892	2	AC097499.2
ENSG00000222591	66466632	66466786	2	AC118345.2
ENSG00000225815	66554481	66556116	2	AC092669.6
ENSG00000226813	126867676	126875562	2	AC114813.1
ENSG00000241254	66554481	66555973	2	AC092669.2
ENSG00000264525	66585381	66585460	2	MIR4778
ENSG00000232164	66610438	66619582	2	AC092669.3
ENSG00000235774	127066087	127101569	2	AC023347.1
ENSG00000226819	66653867	66660602	2	MEIS1-AS3
ENSG00000230749	66666220	66667444	2	MEIS1-AS2
ENSG00000244522	66666575	66668968	2	AC092669.1
ENSG00000084733	26256976	26360323	2	RAB10
ENSG00000226363	177042445	177043736	2	AC009336.24
ENSG00000232046	66801162	66957289	2	AC007392.3
ENSG00000218175	177065636	177065980	2	AC016739.2
ENSG00000230384	177106839	177107721	2	AC016739.1
ENSG00000237260	177203365	177203805	2	AC073069.2
ENSG00000155066	95940201	95957056	2	PROM2
ENSG00000265186	177246960	177247060	2	AC068706.2
ENSG00000221304	177248155	177248304	2	AC068706.1
ENSG00000229434	177370973	177372430	2	AC017048.1
ENSG00000236231	177389607	177396411	2	AC017048.2
ENSG00000237179	66924257	66930359	2	AC007392.4
ENSG00000272551	177476165	177476977	2	RP11-324L17.1
ENSG00000163364	177494317	177502659	2	LINC01116
ENSG00000170264	62051989	62081278	2	FAM161A
ENSG00000224071	67047816	67049702	2	AC009474.1
ENSG00000236655	127069043	127069504	2	AC023347.2
