chromosome	start_minus_20kb	end_plus_20kb	gene_name	bp_covered_v4.1	percent_covered_v4.1	bp_covered_r253	percent_covered_r253
chr19	6752708	6877366	VAV1	119345	0.95737939	124658	1
chr19	7092255	7314414	INSR	190161	0.855968023	222159	1
chr19	7502624	7554009	MCOLN1	49407	0.961506276	51385	1
chr19	7514004	7581764	PNPLA6	64763	0.955770366	67760	1
chr19	7616881	7667873	STXBP2	48451	0.950168654	50992	1
chr19	7649049	7690455	RETN	40466	0.977297976	41406	1
chr19	7719993	7767564	CD209	42698	0.897563642	47571	1
chr19	7883843	7934478	MAP2K7	48519	0.958210724	50635	1
chr19	7906718	7963667	TIMM44	55274	0.970587719	56949	1
chr19	8282127	8328358	CD320	18501	0.400186022	46231	1
chr19	8343289	8394370	ANGPTL4	48133	0.942287739	51081	1
chr19	8500778	8597577	MYO1F	89470	0.924286408	96799	1
chr19	8560240	8630735	ADAMTS10	65101	0.923483935	70495	1
chr19	8828844	9001342	MUC16	150883	0.874694199	144276	0.836392306
chr19	9815257	9869682	PIN1	53212	0.977712448	54425	1
chr19	9833718	9956552	OLFM2	115475	0.940089877	122834	1
chr19	9993249	10042279	RDH8	48039	0.979787885	49030	1
chr19	10072338	10122796	ANGPTL6	48616	0.963494391	50458	1
chr19	10113345	10251286	DNMT1	131577	0.953864333	137941	1
chr19	10251093	10306615	ICAM1	52354	0.942941537	55522	1
chr19	10266955	10308522	ICAM4	39493	0.95010465	41567	1
chr19	10330529	10400572	TYK2	50643	0.723027283	70043	1
chr19	10466125	10523558	KEAP1	50963	0.887346996	57433	1
chr19	10582457	10664557	SLC44A2	77938	0.949305725	82100	1
chr19	10698079	10853488	DNM2	142220	0.915133615	155409	1
chr19	10940825	11099426	SMARCA4	148518	0.936425369	158601	1
chr19	11069362	11153816	LDLR	78681	0.931643261	84454	1
chr19	11179295	11282524	DOCK6	97027	0.939919984	103229	1
chr19	11357207	11404342	EPOR	44856	0.951649517	47135	1
chr19	11415288	11470968	PRKCSH	49576	0.890373563	55680	1
chr19	11485929	11549172	ECSIT	61468	0.971933653	63243	1
chr19	11554660	11599008	ACP5	41498	0.935735546	44348	1
chr19	12626511	12686742	MAN2B1	49257	0.817801464	60231	1
chr19	12771486	12813315	JUNB	39564	0.945850965	41829	1
chr19	12786556	12835201	RNASEH2A	44054	0.905622366	48645	1
chr19	12805478	12855428	RTBDN	45929	0.919499499	49950	1
chr19	12855209	12901466	DNASE2	44132	0.954061007	46257	1
chr19	12864422	12907199	KLF1	41064	0.959955116	42777	1
chr19	12871160	12934207	GCDH	60263	0.955842467	63047	1
chr19	12878786	12939293	SYCE2	57621	0.952303039	60507	1
chr19	12918578	12964489	CALR	42948	0.93546209	45911	1
chr19	12975608	13118796	NFIX	137291	0.958816381	143188	1
chr19	13079033	13123161	LYL1	41836	0.948060189	44128	1
chr19	13084902	13137567	TRMT1	50116	0.951599734	52665	1
chr19	13186442	13653025	CACNA1A	438000	0.938739731	466583	1
chr19	13816440	13856517	MIR27A	38204	0.953264965	40077	1
chr19	13886201	13950879	CC2D1A	61179	0.945901234	64678	1
chr19	14071688	14138084	PRKACA	62019	0.934077354	66396	1
chr19	14494769	14549770	DNAJB1	50626	0.920455992	55001	1
chr19	14497085	14585980	TECR	82084	0.923381518	88895	1
chr19	15139038	15220995	NOTCH3	72199	0.880937565	81957	1
chr19	15215519	15352545	BRD4	126655	0.924313634	137026	1
chr19	15488525	15572317	CYP4F22	78748	0.939803323	83792	1
chr19	15620897	15682825	CYP4F3	49839	0.804789433	61928	1
chr19	15653018	15717174	CYP4F12	55132	0.859342852	64156	1
chr19	15858023	15918077	CYP4F2	55276	0.920438272	60054	1
chr19	16047021	16123002	TPM4	70351	0.925902528	75981	1
chr19	16459057	16516192	CALR3	54456	0.953111053	57135	1
chr19	17055781	17234537	MYO9B	139378	0.779710891	178756	1
chr19	17435425	17480954	NXNL1	40775	0.895583035	45529	1
chr19	17774828	17833576	B3GNT3	54483	0.927401784	58748	1
chr19	17796512	17841574	INSL3	42409	0.94112556	45062	1
chr19	17804780	17868071	JAK3	60245	0.951873094	63291	1
chr19	17851945	17915174	SLC5A5	60876	0.962786063	63229	1
chr19	18038995	18118944	IL12RB1	73277	0.916546799	79949	1
chr19	18133163	18190532	PIK3R2	54183	0.944464781	57369	1
chr19	18422663	18542116	ELL	112817	0.94444677	119453	1
chr19	18511751	18564077	FKBP8	45114	0.862171769	52326	1
chr19	18552220	18627741	CRLF1	71460	0.946226877	75521	1
chr19	18663678	18802333	CRTC1	132807	0.957823375	138655	1
chr19	18762773	18811305	COMP	47533	0.979415643	48532	1
chr19	18848545	18916158	GDF1	64802	0.958425155	67613	1
chr19	19172229	19221869	RFXANK	46342	0.933561644	49640	1
chr19	19495736	19549054	NDUFA13	51290	0.961964065	53318	1
chr19	21476682	21576270	ZNF429	81725	0.820631	85364	0.857171547
chr19	29185320	29233151	UQCRFS1	46606	0.974388995	47831	1
chr19	29678886	29735789	C19orf12	53277	0.936277525	56903	1
chr19	29791991	29844312	CCNE1	49325	0.942738098	52321	1
chr19	32655848	32698300	RGS9BP	40361	0.95074437	42452	1
chr19	32810509	32889767	SLC7A9	78029	0.984493679	79258	1
chr19	32855925	32991991	CEP89	130466	0.958843502	136066	1
chr19	32958592	33084888	RHPN2	116921	0.925769621	126296	1
chr19	33188664	33245850	SLC7A10	55716	0.974294408	57186	1
chr19	33279934	33322534	CEBPA	40634	0.953849765	42600	1
chr19	33366950	33541791	PEPD	169277	0.968176801	174841	1
chr19	33601953	33793509	CHST8	185718	0.969523273	191556	1
chr19	34152504	34249515	LSM14A	94068	0.969663234	97011	1
chr19	34339480	34422413	GPI	76091	0.917499668	82933	1
chr19	35010470	35060449	SCN1B	48640	0.973208748	49979	1
chr19	35104513	35162451	LGI4	54368	0.938382409	43347	0.748161828
chr19	35260716	35305143	HAMP	43007	0.968037455	44427	1
chr19	35331552	35373862	FFAR1	40621	0.960080359	6372	0.150602694
chr19	35628323	35678782	COX6B1	47944	0.950157554	50459	1
chr19	35725600	35767519	PSENEN	40002	0.954268947	41919	1
chr19	35734566	35778079	HSPB6	41292	0.948957783	43513	1
chr19	35805964	35889287	NPHS1	77369	0.928543139	83323	1
chr19	35884401	35928295	TYROBP	39988	0.911012895	43894	1
chr19	35975199	36016315	SDHAF1	39858	0.969403638	41116	1
chr19	36034881	36125108	WDR62	87615	0.971050794	90227	1
chr19	36987857	37150368	ZNF420	154960	0.953535453	162511	1
chr19	38224035	38312615	SPINT2	83416	0.941702416	88580	1
chr19	38413699	38607564	RYR1	183728	0.947711036	193865	1
chr19	38627649	38751589	ACTN4	117227	0.945836695	121681	0.981773439
chr19	38895266	38950896	SARS2	52068	0.9359698	55630	1
chr19	39223553	39265129	IFNL3	40076	0.963921493	41576	1
chr19	39386847	39429412	ZFP36	40912	0.961165277	42565	1
chr19	39478895	39528481	DLL3	45973	0.927136692	49586	1
chr19	39582501	39627474	LGALS13	44397	0.987192315	44973	1
chr19	40210317	40305536	AKT2	90899	0.954630903	95219	1
chr19	40373768	40433366	PRX	56019	0.939947649	59598	1
chr19	40572883	40649818	LTBP4	72977	0.948553974	76935	1
chr19	40697112	40760860	ITPKC	61482	0.964453787	63748	1
chr19	40823541	40870447	CYP2A6	42771	0.911844967	46906	1
chr19	40870826	40932357	CYP2G1P	57196	0.929547708	61531	1
chr19	40971282	41038398	CYP2B6	63986	0.953364324	67116	1
chr19	41004268	41047720	CYP2A7P1	40714	0.936987941	43452	1
chr19	41068451	41116195	CYP2A13	44578	0.933688003	47744	1
chr19	41094432	41148381	CYP2F1	47937	0.888561419	53949	1
chr19	41199223	41281766	AXL	79572	0.964006639	82543	1
chr19	41281587	41373922	TGFB1	87111	0.943423404	92335	1
chr19	41334417	41384165	B9D2	46381	0.932318887	49748	1
chr19	41377808	41445002	BCKDHA	64985	0.967125041	67194	1
chr19	41405359	41448730	B3GNT8	41725	0.962048373	43371	1
chr19	41840255	41892925	RPS19	49966	0.948661477	52670	1
chr19	41857120	41901372	CD79A	40847	0.923054325	44252	1
chr19	41946582	42017497	ATP1A3	66370	0.935909187	70915	1
chr19	41978321	42089498	GRIK5	107281	0.964956781	111177	1
chr19	42200312	42248201	ZNF526	46782	0.976884044	47889	1
chr19	42248537	42315797	CIC	64038	0.952096343	67260	1
chr19	42277033	42323546	PAFAH1B3	44444	0.955517812	46513	1
chr19	42305609	42398769	MEGF8	90595	0.972466724	93160	1
chr19	43333686	43383172	CD177	47620	0.962292366	49486	1
chr19	43486719	43547230	ETHE1	56766	0.938110426	60511	1
chr19	43523040	43600473	XRCC1	73429	0.94829078	77433	1
chr19	44679151	44730718	CEACAM16	47103	0.913433009	51567	1
chr19	44727705	44780044	BCL3	48878	0.933873402	52339	1
chr19	44757869	44820652	CBLC	60438	0.962649125	62783	1
chr19	44789059	44841421	BCAM	48666	0.929414461	52362	1
chr19	44885791	44929393	APOE	42402	0.972478327	43602	1
chr19	44894247	44939349	APOC1	42550	0.943417143	45102	1
chr19	44922237	44965496	APOC4	39605	0.915532028	43259	1
chr19	44925971	44969566	APOC2	39567	0.907604083	43595	1
chr19	44934585	45013341	CLPTM1	69466	0.882040733	78756	1
chr19	45158745	45236933	BLOC1S3	68081	0.87073464	78188	1
chr19	45286413	45342875	CKM	52484	0.929545535	56462	1
chr19	45329837	45390918	ERCC2	58080	0.950868519	61081	1
chr19	45359638	45426349	PPP1R13L	61990	0.929232061	66711	1
chr19	45387333	45498828	ERCC1	104392	0.936293107	111495	1
chr19	45465294	45517055	RTN2	48224	0.931666699	51761	1
chr19	45507427	45622212	OPA3	108158	0.942265976	114785	1
chr19	45648221	45703722	GIPR	49704	0.895551432	55501	1
chr19	45744785	45789252	SIX5	39237	0.88238469	44467	1
chr19	45749717	45802552	DMPK	48092	0.910229961	52835	1
chr19	45843989	45893797	FOXA3	48380	0.971329907	49808	1
chr19	46390329	46433564	CCDC8	40690	0.941135654	43235	1
chr19	46581074	46630782	CALM3	47555	0.956687052	49708	1
chr19	46600468	46645089	PTGIR	41610	0.932520562	44621	1
chr19	46726046	46796988	FKRP	67466	0.951002227	70942	1
chr19	46754883	46808594	SLC1A5	50875	0.947198898	53711	1
chr19	47312175	47367329	C5AR2	52783	0.957011278	0	0
chr19	47693422	47763134	EHD2	67093	0.962431145	69712	1
chr19	47799779	47863330	CRX	58985	0.928152193	47181	0.742411606
chr19	47850467	47906315	SULT2A1	42696	0.764503653	33019	0.591229767
chr19	48095445	48190603	LIG1	92489	0.971951912	95158	1
chr19	48276457	48341894	CCDC114	62617	0.956905115	65437	1
chr19	48532075	48619425	SULT2B1	78787	0.90196909	87350	1
chr19	48675971	48725951	FUT2	46037	0.921108443	49980	1
chr19	48728011	48775390	FUT1	42615	0.899449123	47379	1
chr19	48775062	48831029	BCAT2	52222	0.933085568	55967	1
chr19	48934815	48981798	BAX	43377	0.923248835	46983	1
chr19	48945309	48986879	FTL	38976	0.93759923	41570	1
chr19	48948130	49013310	GYS1	62153	0.953559374	65180	1
chr19	48995980	49037090	LHB	39552	0.962101678	41110	1
chr19	49041066	49085054	NTF4	41420	0.941620442	43988	1
chr19	49137741	49231836	TRPM4	69305	0.736542856	94095	1
chr19	49486816	49546428	FCGRT	54963	0.922012347	59612	1
chr19	49645142	49693916	BCL2L12	47958	0.983269775	48774	1
chr19	49786866	49837376	FUZ	48876	0.96764997	50510	1
chr19	49798279	49860383	MED25	60693	0.977280046	62104	1
chr19	49839882	49898351	PNKP	31230	0.534129197	58469	1
chr19	49886825	49949763	NUP62	57521	0.91393117	62938	1
chr19	49949673	49995814	SIGLEC16	42290	0.916538437	46141	1
chr19	50168186	50330542	MYH14	153041	0.942626081	162356	1
chr19	50291937	50353515	KCNC3	58156	0.944428205	61578	1
chr19	50309653	50403388	NR1H2	87655	0.935136288	93735	1
chr19	50364204	50438018	POLD1	69293	0.938751456	73814	1
chr19	50799146	50843787	KLK1	40279	0.902287135	44641	1
chr19	50841568	50900567	KLK2	56681	0.960711198	58999	1
chr19	50886352	50930738	KLK4	36725	0.827400532	44386	1
chr19	51009092	51055230	KLK12	44507	0.96464953	46138	1
chr19	51325169	51386418	ETFB	41023	0.6697742	61249	1
chr19	51359909	51407960	LIM2	46129	0.960000832	48051	1
chr19	51471227	51521800	SIGLEC12	49080	0.970478318	50573	1
chr19	51622553	51666801	SIGLEC14	42572	0.962122582	44248	1
chr19	51672786	51712864	MIRLET7E	36855	0.919581815	40078	1
chr19	51673254	51713339	MIR125A	37330	0.931271049	40085	1
chr19	51725172	51824110	FPR1	96720	0.97758192	98938	1
chr19	52170048	52249518	PPP2R1A	77486	0.975034604	79470	1
chr19	52277169	52345922	ZNF480	67844	0.986778759	68753	1
chr19	53499527	53600269	ZNF331	96996	0.962815906	100742	1
chr19	53773603	53844394	NLRP12	62980	0.889661115	70791	1
chr19	53859190	53927652	PRKCG	56889	0.830957319	68462	1
chr19	55112698	55169206	TNNT1	36433	0.644740568	56508	1
chr19	55131767	55177773	TNNI3	26587	0.577902882	46006	1
chr19	55138661	55186722	DNAAF3	32975	0.686107239	48061	1
chr19	55520656	55565543	SBK3	36373	0.810323702	44887	1
chr19	56754547	56860729	ZIM2	104327	0.982529996	106182	1
chr19	56790077	56860728	PEG3	69495	0.983637882	70651	1
chr19	56820866	56868556	MIMT1	46330	0.971482491	47690	1
chr19	57171500	57242846	ZNF264	67835	0.950789112	71346	1
chr19	57210802	57255548	AURKC	43870	0.980422831	44746	1
chr19	57467711	57516097	ZNF419	25591	0.528892655	48386	1
chr19	58459512	58532413	SLC27A5	65522	0.898780538	72901	1
chr2	244140	298283	ACP1	52078	0.961860259	54143	1
chr2	930849	1387613	SNTG2	377774	0.827066056	456764	1
chr2	1354066	1563711	TPO	154443	0.736688211	209645	1
chr2	1611887	1764852	PXDN	134613	0.880024842	152965	1
chr2	1769113	2351664	MYT1L	555901	0.954252932	582551	1
chr2	3555260	3600920	RPS7	41828	0.916075339	45660	1
chr2	3574832	3664644	COLEC11	81868	0.911548568	89812	1
chr2	9468486	9576732	ADAM17	104307	0.963610665	108246	1
chr2	9931693	10022277	GRHL1	79348	0.875960435	90584	1
chr2	10022849	10074836	KLF11	50051	0.962759921	51987	1
chr2	10036780	10100944	CYS1	61501	0.958496976	64164	1
chr2	10419968	10468327	ODC1	46884	0.969498956	48359	1
chr2	11657595	11847409	LPIN1	186890	0.984595446	189814	1
chr2	12696889	12762734	TRIB2	65489	0.994593363	65845	1
chr2	15146914	15581334	NBAS	429794	0.989351319	434420	1
chr2	15920550	15967007	MYCN	45931	0.988677702	46457	1
chr2	18542872	18609572	NT5C1B	66323	0.994347826	66700	1
chr2	19890260	20010131	WDR35	117494	0.98017035	119871	1
chr2	19972052	20032668	MATN3	58807	0.970156394	60616	1
chr2	20540448	20671130	HS1BP3	129121	0.988054973	130682	1
chr2	20647144	20699243	GDF7	51104	0.980901745	52099	1
chr2	20981429	21064073	APOB	81547	0.986726199	82644	1
chr2	24009347	24069575	WDCP	58619	0.973284851	60228	1
chr2	24182864	24380714	ITSN2	189147	0.95601213	197850	1
chr2	24471914	24790702	NCOA1	310669	0.974531664	318788	1
chr2	24799169	24939839	ADCY3	136398	0.969631051	140670	1
chr2	25140853	25188903	POMC	45900	0.955254943	48050	1
chr2	25207855	25362590	DNMT3A	148455	0.959414483	154735	1
chr2	25713753	25898487	ASXL2	179616	0.9722953	184734	1
chr2	26170635	26264672	HADHA	92380	0.982379276	94037	1
chr2	26223170	26310465	HADHB	84755	0.970903259	87295	1
chr2	26437203	26578698	OTOF	138437	0.978387929	141495	1
chr2	26672690	26753420	KCNK3	79984	0.990759321	80730	1
chr2	27066747	27120762	KHK	51484	0.953142646	54015	1
chr2	27287400	27328445	UCN	39476	0.961773663	41045	1
chr2	27289492	27345680	MPV17	53696	0.955648893	56188	1
chr2	27344352	27390486	EIF2B4	44385	0.962088698	46134	1
chr2	27357235	27400790	ZNF513	42187	0.968591436	43555	1
chr2	27361195	27429591	PPM1G	65570	0.958681794	68396	1
chr2	27424377	27509789	IFT172	84285	0.986805133	85412	1
chr2	27476839	27543684	GCKR	63095	0.943900067	66845	1
chr2	29172774	29941586	ALK	753799	0.980472469	760682	0.989425243
chr2	30890467	31175202	GALNT14	281680	0.989270725	284735	1
chr2	31314321	31434742	XDH	117453	0.975353136	120421	1
chr2	31502480	31600938	SRD5A2	71057	0.721698592	98458	1
chr2	32043547	32177637	SPAST	126465	0.943135208	134090	1
chr2	32337028	32638899	BIRC6	291816	0.96669107	301871	1
chr2	32926953	33419509	LTBP1	477986	0.970419607	492556	1
chr2	36817698	36986536	STRN	160340	0.949667729	168838	1
chr2	37211631	37273403	NDUFAF7	56038	0.907174772	61772	1
chr2	38046973	38129902	CYP1B1	81992	0.988701178	82929	1
chr2	38961396	39144345	SOS1	178432	0.975310059	182949	1
chr2	42149353	42352548	EML4	197962	0.974246414	203195	1
chr2	43202402	43246606	ZFP36L2	43080	0.974572437	44204	1
chr2	43792472	43858865	ABCG5	61082	0.920006627	66393	1
chr2	43811942	43902988	ABCG8	76581	0.841124267	91046	1
chr2	43866224	44015989	LRPPRC	143902	0.960852001	149765	1
chr2	44147969	44264384	PPM1B	103211	0.88657819	116415	1
chr2	44255458	44341494	SLC3A1	71336	0.82914129	86036	1
chr2	44296281	44381862	PREPL	83987	0.98137437	85581	1
chr2	44341947	44792592	CAMKMT	439824	0.975987751	450645	1
chr2	44921702	44966071	SIX3	43624	0.983208997	44369	1
chr2	44985182	45029452	SIX2	44270	1	44270	1
chr2	46273667	46406697	EPAS1	131647	0.989603849	133030	1
chr2	46881870	46961855	MCFD2	78586	0.98250922	79985	1
chr2	47140083	47196921	CALM2	54088	0.951616876	56838	1
chr2	47325158	47407601	EPCAM	78487	0.952015332	82443	1
chr2	47382969	47683146	MSH2	290592	0.968068839	300177	1
chr2	47675530	47830101	MSH6	147364	0.953374178	154571	1
chr2	47769316	47925793	FBXO11	152474	0.974417966	156477	1
chr2	48666774	48775730	LHCGR	106750	0.979753295	108956	1
chr2	48942157	49174537	FSHR	229852	0.989121267	232380	1
chr2	49898503	51245575	NRXN1	1301465	0.966143606	1347072	1
chr2	54436317	54691446	SPTBN1	250331	0.981193827	255129	1
chr2	55211903	55255853	RPS27A	43018	0.978794084	43950	1
chr2	55614061	55713863	PNPT1	94126	0.943127392	99802	1
chr2	55845967	55944139	EFEMP1	97424	0.99238072	98172	1
chr2	58139243	58261372	FANCL	120515	0.986784466	122129	1
chr2	60430520	60574467	BCL11A	139505	0.96914142	143947	1
chr2	60861521	60951610	REL	88937	0.987212645	90089	1
chr2	60997225	61071990	PEX13	73760	0.986557881	74765	1
chr2	61457849	61558626	XPO1	94534	0.938051341	100777	1
chr2	61804848	61874143	FAM161A	66026	0.952824879	69295	1
chr2	61868724	62167247	COMMD1	288846	0.967583737	298523	1
chr2	62176115	62244731	B3GNT2	67440	0.98286114	68616	1
chr2	62653851	63066487	EHBP1	405685	0.983154645	412636	1
chr2	63099559	63847843	WDPCP	729039	0.974281155	748284	1
chr2	63872146	64039428	VPS54	164343	0.982430865	167282	1
chr2	65290851	65452637	SPRED2	154135	0.952709134	161786	1
chr2	66413452	66593869	MEIS1	177397	0.983261001	180417	1
chr2	68158857	68276237	PPP3R1	113549	0.967362413	117380	1
chr2	68623589	68678247	PROKR1	54434	0.995901789	54658	1
chr2	68993178	69269327	ANTXR1	272709	0.987542957	276149	1
chr2	69299769	69407254	GFPT1	101744	0.946587896	107485	1
chr2	69375750	69457628	NFU1	74917	0.914983268	81878	1
chr2	69940089	69982265	ASPRV1	41208	0.977048558	42176	1
chr2	70067477	70109203	PCBP1	40073	0.960384413	41726	1
chr2	70129880	70268615	C2orf42	128426	0.925692868	138735	1
chr2	70189444	70268660	TIA1	72486	0.915042416	79216	1
chr2	70587618	70788225	ADD2	199070	0.992338253	200607	1
chr2	70757310	70810643	FIGLA	52515	0.984662404	53333	1
chr2	70915900	70985431	ATP6V1B1	67396	0.969294272	69531	1
chr2	71089684	71150239	MCEE	59491	0.982429197	60555	1
chr2	71433722	71706768	DYSF	263188	0.963896193	273046	1
chr2	72109238	72168038	CYP26B1	57914	0.984931973	58800	1
chr2	72867382	72912158	SPR	44065	0.984120958	44776	1
chr2	72896260	72956071	EMX1	59384	0.992860845	59811	1
chr2	73365758	73645166	ALMS1	273756	0.979771517	279408	1
chr2	73906826	73978961	DGUOK	69947	0.969667984	72135	1
chr2	74115400	74167912	BOLA3	51223	0.97545323	52512	1
chr2	74341154	74412087	DCTN1	70192	0.989553522	70933	1
chr2	74441057	74485410	MOGS	41765	0.941649945	44353	1
chr2	74493463	74537148	TLX2	43685	1	43685	1
chr2	74509377	74553348	HTRA2	43818	0.996520434	43971	1
chr2	74529026	74577554	DOK1	48067	0.99050033	48528	1
chr2	79165231	80668861	CTNNA2	1483299	0.986478721	1503630	1
chr2	80268351	80324752	LRRTM1	55791	0.989184589	56401	1
chr2	84403528	84480045	SUCLG1	75736	0.989793118	76517	1
chr2	85113392	85330387	TCF7L1	208694	0.961745662	216995	1
chr2	85524720	85581547	GGCX	55345	0.973920847	56827	1
chr2	85637314	85688741	SFTPB	50276	0.977618761	51427	1
chr2	85817120	85925199	ST3GAL5	106472	0.985131247	108079	1
chr2	86123932	86215770	IMMT	88389	0.96244474	91838	1
chr2	86193993	86358083	REEP1	160836	0.980169419	164090	1
chr2	86764610	86828396	CD8A	63005	0.987755934	63786	1
chr2	88102982	88148062	FABP1	43651	0.968300799	45080	1
chr2	88426787	88472693	FOXI3	43939	0.957151571	45906	1
chr2	88536741	88647464	EIF2AK3	108487	0.97980546	110723	1
chr2	88671673	88770929	RPIA	55946	0.563653583	99256	1
chr2	88837161	88877683	IGKC	0	0	0	0
chr2	88927301	88967957	IGKV1-5	0	0	0	0
chr2	96092876	96136571	ADRA2B	42688	0.976953885	43308	0.991143151
chr2	96228516	96285994	TMEM127	54597	0.949876474	57478	1
chr2	96254338	96341271	SNRNP200	83184	0.956874835	86933	1
chr2	96740902	96831874	CNNM4	86247	0.948060942	90972	1
chr2	96839718	96890757	SEMA4C	49595	0.97170791	51039	1
chr2	97693560	97759862	ZAP70	65255	0.984208621	66302	1
chr2	98326155	98418601	CNGA3	90781	0.981989486	92446	1
chr2	98579314	98628515	COA5	48477	0.985284852	49201	1
chr2	98599106	98751132	MGAT4A	149216	0.98151632	152026	1
chr2	99525419	100212428	AFF3	675677	0.983505311	671743	0.977779039
chr2	100800139	101016829	NPAS2	213109	0.983474087	216690	1
chr2	101377359	101495112	RFX8	113445	0.963414945	117753	1
chr2	102044544	102199874	IL1R1	153548	0.988527651	155330	1
chr2	102291502	102372037	IL1RL1	76841	0.954131744	80535	1
chr2	105337712	105458513	FHL2	119332	0.987839505	120801	1
chr2	106371290	106488376	RGPD3	104255	0.890413884	117086	1
chr2	106781600	106907108	ST6GAL2	124024	0.988176053	125508	1
chr2	107966523	108033994	SLC5A7	66656	0.987920736	67471	1
chr2	108268639	108329915	SULT1C2	60447	0.986471049	61276	1
chr2	108357911	108408989	SULT1C4	50609	0.990817965	51078	1
chr2	108699482	108805809	RANBP2	96968	0.911979083	106327	1
chr2	108874471	109009372	EDAR	132510	0.982275891	134901	1
chr2	110102311	110225066	NPHP1	120687	0.983153436	0	0
chr2	110617528	110698063	BUB1	77899	0.967268889	43448	0.539492146
chr2	111099378	111188445	BCL2L11	87487	0.982260545	89067	1
chr2	111591639	111904690	ANAPC1	293057	0.936131812	313051	1
chr2	111878607	112049561	MERTK	165097	0.965739322	170954	1
chr2	112809751	112856816	IL1B	45920	0.975671943	47065	1
chr2	113038638	113085382	IL36RN	46058	0.98532432	46744	1
chr2	113087214	113154016	IL1RN	63728	0.953983414	66802	1
chr2	113195997	113298921	PAX8	99813	0.969773814	102924	1
chr2	119203831	119285652	STEAP3	80233	0.98059178	81821	1
chr2	120715623	121012653	GLI2	291640	0.981853685	297030	1
chr2	121510881	121551007	RNU4ATAC	39052	0.973234312	40126	1
chr2	126636133	126716667	GYPC	79533	0.987570467	80534	1
chr2	127028027	127127288	BIN1	94618	0.953224328	99261	1
chr2	127237290	127314176	ERCC3	75766	0.985432979	76886	1
chr2	127398427	127449246	PROC	50069	0.98524174	50819	1
chr2	127515802	127657729	MYO7B	139184	0.980673163	141927	1
chr2	128071200	128215677	UGGT1	136134	0.942253784	144477	1
chr2	128216716	128338868	HS6ST1	117435	0.961384177	122152	1
chr2	130501197	130548604	CFC1B	2223	0.046891809	0	0
chr2	130572168	130619575	CFC1	23885	0.503828549	0	0
chr2	135032265	135196394	RAB3GAP1	156495	0.953487805	164129	1
chr2	135767850	135857184	LCT	86516	0.968455459	89334	1
chr2	135819626	135896443	MCM6	73997	0.963289376	76817	1
chr2	136094349	136138165	CXCR4	43325	0.988794048	43816	1
chr2	137944020	138036364	HNMT	89446	0.968617344	92344	1
chr2	140211423	142151701	LRP1B	1890257	0.974219674	1940278	1
chr2	144344364	144541057	ZEB2	192253	0.977426751	196693	1
chr2	147824517	147950826	ACVR2A	124579	0.98630343	126309	1
chr2	147910397	148041604	ORC4	130022	0.99096847	131207	1
chr2	148001011	148536971	MBD5	528586	0.986241511	535960	1
chr2	148624440	148807569	EPC2	179236	0.978741761	183129	1
chr2	149549637	149607778	MMADHC	57624	0.991107824	58141	1
chr2	151465336	151754487	NEB	271981	0.940619261	289151	1
chr2	151812768	152119475	CACNB4	297940	0.971415716	306707	1
chr2	153851922	154473979	GALNT13	608091	0.977548681	622057	1
chr2	156304437	156362348	NR4A2	57070	0.985477716	57911	1
chr2	156415290	156633735	GPD2	200934	0.919837945	218445	1
chr2	157237705	157338491	GALNT5	99888	0.991090032	100786	1
chr2	157506767	157648864	ACVR1C	138396	0.973954411	142097	1
chr2	157716444	157895862	ACVR1	176057	0.981267208	179418	1
chr2	160079667	160220313	ITGB6	131773	0.936912532	140646	1
chr2	161404332	162005282	SLC4A10	573300	0.953989517	600950	1
chr2	162247074	162338684	IFIH1	91057	0.993963541	91610	1
chr2	165067522	165224067	SCN3A	155099	0.990763039	156545	1
chr2	165174993	165412310	SCN2A	233753	0.984982113	237317	1
chr2	165727588	165814659	GALNT3	85846	0.985931022	87071	1
chr2	165837475	165973816	TTC21B	133155	0.976632121	136341	1
chr2	165964641	166169214	SCN1A	200496	0.980070684	204573	1
chr2	166175185	166396001	SCN9A	214373	0.970821861	220816	1
chr2	166383573	166631482	SCN7A	244143	0.984808942	247909	1
chr2	167848948	167894041	B3GALT1	44163	0.979375956	45093	1
chr2	167934020	168267595	STK39	328558	0.984959904	333575	1
chr2	168435862	168795137	CERS6	351929	0.979553267	359275	1
chr2	168895498	169051324	ABCB11	151666	0.973303557	155826	1
chr2	169107109	169382534	LRP2	270004	0.980317691	275425	1
chr2	169459480	169526655	BBS5	59852	0.89098623	67175	1
chr2	169807458	170104131	UBR3	287856	0.97028041	296673	1
chr2	170793213	170881151	GAD1	84383	0.959573791	87938	1
chr2	171414217	171505052	DCAF17	90361	0.994781747	90835	1
chr2	171502247	171578129	CYBRD1	73280	0.965709918	75882	1
chr2	171763405	172019859	SLC25A12	245286	0.956452229	256454	1
chr2	172064740	172109677	DLX1	44391	0.987849656	44937	1
chr2	172079438	172122900	DLX2	42083	0.968271133	43462	1
chr2	172407354	172526459	ITGA6	116570	0.978716259	119105	1
chr2	172535373	172628669	PDK1	88168	0.945035157	93296	1
chr2	174539572	174702916	WIPF1	161932	0.991355667	163344	1
chr2	174727592	174807935	CHRNA1	78958	0.98276141	80343	1
chr2	174779313	175025381	CHN1	241073	0.979700733	246068	1
chr2	175052250	175188382	ATF2	133662	0.981855846	136132	1
chr2	176057472	176103913	EVX2	46043	0.991429986	46441	1
