gene	mandelker	cosmic	high_priority	bp_HG002_v4.2.1	fraction_HG002_v4.2.1	bp_dip.bed	fraction_dip.bed	chrom	start	end	start_coordinates_plus_segdups_plus_flanking	end_coordinates_plus_segdups_plus_flanking	bp_exon_covered_v4.2.1	fraction_exon_covered_v4.2.1	bp_MRG_benchmark_bed	fraction_MRG_benchmark_bed	bp_exon_covered_MRG_benchmark	fraction_exon_covered_MRG_benchmark	bp_overlap_w_AllRepeats_gt_10kb	fraction_gene_overlap_w_AllRepeats_gt_10kb	bp_overlap_w_refn	fraction_gene_overlap_w_refn	bp_overlap_w_GIAB_expanded_by_150_Tier1andTier2_SV_0.6	fraction_overlap_w_GIAB_expanded_by_150_Tier1andTier2_SV_0.6	bp_overlap_w_intersect_Illumina_CCS_ONT_CNV_v4.2.1	fraction_overlap_w_intersect_Illumina_CCS_ONT_CNV_v4.2.1	bp_overlap_w_union_CCS_and_ONT_outlier_CNV_v4.2.1	fraction_overlap_w_union_CCS_and_ONT_outlier_CNV_v4.2.1	bp_overlap_w_Assembly_CNV	fraction_overlap_w_Assembly_CNV	bp_overlap_w_vdj	fraction_overlap_w_vdj	bp_overlap_inversions	fraction_overlap_inversions	bp_overlap_w_segdups_w_count_gt_5_and_percent_identity_gte_990	fraction_overlap_w_segdups_w_count_gt_5_and_percent_identity_gte_990	bp_segdups	fraction_segdups	bp_lowmapandsegdups	fraction_lowmapandsegdups	num_MRG_SVs_gt_49bp_in_SV_benchmark_bed_in_gene	num_MRG_SVs_gt_49bp_in_SV_benchmark_bed_in_gene_in_exons	num_MRG_variants_in_benchmark_in_gene	num_MRG_variants_in_benchmark_in_gene_in_exons	num_v4.2.1_variants_in_benchmark_in_gene	num_v4.2.1_variants_in_benchmark_in_gene_in_exons
NIPSNAP1	yes	no	no	91087	0.958386818	135042	1	chr22	29554808	29581327	29534808	29601327	2003	1	0	0	0	0	0	0	0	0	381	0.014367058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726	0.027376598	0	0	0	0	60	2
NF2	yes	yes	yes	6306	1	46306	1	chr22	29603556	29698598	29583556	29718598	6804	0.985230235	0	0	0	0	0	0	0	0	387	0.004071884	0	0	0	0	0	0	0	0	0	0	0	0	1091	0.011479136	2886	0.030365523	0	0	0	0	119	12
LIF	yes	no	no	19922	0.994608088	60030	1	chr22	30240453	30246759	30220453	30266759	3868	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4
GAL3ST1	yes	no	no	19001	0.937487665	60268	1	chr22	30554635	30574665	30534635	30594665	2447	0.997960848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0.007788318	0	0	0	0	22	2
TCN2	yes	no	no	19833	0.965485347	60542	1	chr22	30607003	30627271	30587003	30647271	2183	1	0	0	0	0	0	0	0	0	896	0.044207618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0.002960332	0	0	0	0	44	3
PATZ1	no	yes	no	144650	0.938274328	194166	1	chr22	31325804	31346346	31305804	31366346	4896	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6.82E-04	0	0	0	0	13	1
DEPDC5	no	no	yes	68104	0.976149524	118623	1	chr22	31753867	31908033	31733867	31928033	6923	0.956479691	0	0	0	0	0	0	0	0	1155	0.007491924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1411	0.009152472	0	0	0	0	124	7
SLC5A1	yes	no	no	23812	0.985881671	64153	1	chr22	32043261	32113029	32023261	32141884	4959	0.993588459	0	0	0	0	0	0	0	0	441	0.006320949	0	0	0	0	0	0	0	0	0	0	0	0	1648	0.023621144	2116	0.030329091	0	0	0	0	18	1
FBXO7	yes	no	no	60021	0.978465	101342	1	chr22	32474676	32498829	32454676	32518829	2212	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3.31E-04	0	0	0	0	50	2
TIMP3	yes	no	no	21251	1	61251	1	chr22	32801701	32863043	32781701	32883043	4598	1	0	0	0	0	0	0	0	0	632	0.010302892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0.003847282	0	0	0	0	79	8
ISX	no	yes	no	12979	0.937382638	53846	1	chr22	35066136	35087387	35046136	35107387	3380	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	7
HMOX1	yes	no	no	25075	0.991224256	65297	1	chr22	35380361	35394207	35360361	35414207	1549	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0.030189224	0	0	0	0	32	0
MCM5	yes	no	no	25548	0.988431926	65847	1	chr22	35400134	35425431	35380134	35445431	3441	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0.006641104	0	0	0	0	35	0
APOL3	yes	no	no	14197	0.981879798	54459	1	chr22	36140330	36166177	36120330	36186177	3857	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0.008356869	0	0	0	0	51	5
APOL1	yes	no	no	103661	0.971636657	146687	1	chr22	36253071	36267530	36233071	36287530	3048	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1091	0.075454734	0	0	0	0	16	2
MYH9	yes	yes	yes	135483	0.970251438	179637	1	chr22	36281280	36387967	36261280	36407967	7410	1	0	0	0	0	0	0	0	0	558	0.005230253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2301	0.021567764	0	0	0	0	168	5
CACNG2	yes	no	no	15576	0.914674966	57029	1	chr22	36563921	36703558	36543921	36723558	2209	0.928151261	0	0	0	0	0	0	0	0	1479	0.010591749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	0.003179673	0	0	0	0	154	1
NCF4	yes	no	no	26679	0.995076648	66811	1	chr22	36860988	36878017	36840988	36898017	1634	1	0	0	0	0	0	0	0	0	306	0.017969346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4.11E-04	0	0	0	0	25	1
CSF2RB	yes	no	no	9222	0.989060489	49324	1	chr22	36913628	36940439	36893628	36960439	4839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0.002498974	0	0	0	0	80	3
TST	yes	no	no	10187	1	50187	1	chr22	37010859	37020183	36990859	37040183	1816	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.001287001	0	0	0	0	30	1
MPST	yes	no	no	41299	0.932741604	84277	1	chr22	37019635	37029822	36999635	37049822	2351	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0.001276136	0	0	0	0	10	1
TMPRSS6	yes	no	no	17719	0.923923245	59178	1	chr22	37065436	37109713	37045436	37129713	3517	0.998863959	0	0	0	0	0	0	0	0	1065	0.02405312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0.001016329	0	0	0	0	17	3
RAC2	yes	no	no	11162	0.902490298	52368	1	chr22	37225270	37244448	37205270	37264448	1333	0.909897611	0	0	0	0	0	0	0	0	1459	0.076076755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0.020231515	0	0	0	0	29	3
LGALS2	yes	no	no	72249	0.908701011	119508	1	chr22	37570248	37582616	37550248	37602616	592	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0.018919793	0	0	0	0	37	0
TRIOBP	yes	no	yes	16528	0.987571702	56736	1	chr22	37697048	37776556	37677048	37796556	8637	0.772747607	0	0	0	0	0	0	0	0	2281	0.028688937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1580	0.019872214	0	0	0	0	147	15
SOX10	yes	no	yes	19288	0.994739556	59390	1	chr22	37970686	37987422	37950686	38007422	2970	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0.004003346	0	0	0	0	6	2
PICK1	yes	no	no	99974	0.967961814	142469	0.994318935	chr22	38056311	38075701	38036311	38095701	2249	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0.003661681	0	0	0	0	18	0
PLA2G6	yes	no	no	50487	0.984996878	91256	1	chr22	38111495	38214778	38091495	38234778	3607	1	0	0	0	0	0	0	0	0	774	0.007493973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1713	0.016585498	0	0	0	0	206	0
DMC1	yes	no	no	16684	0.968985945	57218	1	chr22	38518948	38570204	38498948	38590204	2375	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	0.018631965	0	0	0	0	27	0
CBY1	yes	no	no	9818	0.938892608	55047	1	chr22	38656636	38673854	38636636	38693854	1271	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0.004936694	0	0	0	0	56	2
APOBEC3B	no	yes	no	6138	0.896975011	54833	1	chr22	38982347	38992804	38957757	39012804	1582	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10457	1	10457	1	0	0	0	0	1	1
APOBEC3H	yes	no	no	21125	0.976968968	61623	1	chr22	39097224	39104067	39069234	39124067	1029	0.905013193	6432	0.939938623	1089	0.957783641	0	0	0	0	482	0.070436943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	39	9	31	6
PDGFB	yes	yes	no	35130	0.985413745	75650	1	chr22	39223359	39244982	39203359	39264982	3610	0.956291391	0	0	0	0	0	0	0	0	303	0.014012857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0.010590575	0	0	0	0	46	0
SYNGR1	yes	no	no	34055	0.967966574	75182	1	chr22	39349925	39385575	39329925	39405575	5362	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	0.021262272	0	0	0	0	11	0
MGAT3	yes	no	no	42338	0.963037099	83963	1	chr22	39457012	39492194	39437012	39512194	5153	0.955675074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0.001620147	0	0	0	0	35	2
ADSL	yes	no	no	213930	0.944761922	266438	1	chr22	40346500	40390463	40326500	40410463	4501	0.977840539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	0.010099402	0	0	0	0	28	0
MRTFA	no	yes	no	4064	1	44064	1	chr22	40410281	40636719	40390281	40656719	4643	0.9512395	0	0	0	0	0	0	0	0	5365	0.02369302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6250	0.027601374	0	0	0	0	63	1
MCHR1	yes	no	no	73867	0.975296417	115738	1	chr22	40678750	40682814	40658750	40702814	2849	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
XPNPEP3	yes	no	no	84120	0.961536263	127485	1	chr22	40857077	40932815	40837077	40952815	8059	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	0.013058174	0	0	0	0	20	3
EP300	yes	yes	no	57962	0.96809861	99872	1	chr22	41092592	41180077	41072592	41200077	8635	0.987082762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1091	0.012470709	0	0	0	0	94	1
ACO2	yes	no	no	39095	0.910689744	82929	1	chr22	41469117	41528989	41449117	41548989	2716	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0.008735302	0	0	0	0	19	1
XRCC6	yes	no	no	72639	0.978592984	63124	0.55261407	chr22	41621119	41664048	41601119	41684048	2932	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1905	0.044375597	0	0	0	0	29	1
SREBF2	yes	no	no	4642	0.968091762	4052	0.088558627	chr22	41833079	41907307	41813079	41927307	5218	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1906	0.025677642	3075	0.041426416	0	0	0	0	20	0
TNFRSF13C	yes	no	no	4101	0.765397536	45358	1	chr22	41922023	41926818	41901063	41946818	3788	0.961177366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4.17E-04	0	0	0	0	2	2
NDUFA6	yes	no	no	4235	0.966453674	48742	1	chr22	42085526	42090884	42065526	42110884	1180	1	4125	0.76987682	1180	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	0.083426652	0	0	8	2	8	2
CYP2D6	yes	no	yes	27826	0.881909229	71552	1	chr22	42126499	42130881	42106499	42155241	1633	0.999388005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4382	1	4382	1	0	0	0	0	23	7
CYB5R3	yes	no	yes	25414	0.87102855	69177	1	chr22	42617840	42649392	42597840	42669392	3035	0.891074574	29056	0.920892495	3035	0.891074574	0	0	0	0	1851	0.058665061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757	0.02399214	1	0	62	1	56	1
A4GALT	yes	no	no	43251	0.866701401	89903	1	chr22	42692121	42721298	42672121	42741298	2534	1	27625	0.946807417	2534	1	0	0	0	0	1880	0.064434315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	0.015183192	1	0	86	3	72	3
TTLL1	yes	no	no	10739	0.918255665	51695	1	chr22	43039516	43089419	43019516	43109419	1725	1	46745	0.936717231	1725	1	0	0	0	0	1194	0.023926417	0	0	0	0	0	0	0	0	0	0	0	0	708	0.014187524	1556	0.03118049	2	0	94	5	78	5
TSPO	yes	no	no	34339	0.903562783	78004	1	chr22	43151547	43163242	43131547	43183242	1121	1	0	0	0	0	0	0	0	0	906	0.077469004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0.021205643	0	0	0	0	21	3
SULT4A1	yes	no	no	10491	0.9602746	50925	1	chr22	43824509	43862513	43804509	43882513	2471	1	0	0	0	0	0	0	0	0	3225	0.084859488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1152	0.030312599	0	0	0	0	86	5
UPK3A	yes	no	no	94964	0.960231352	138897	1	chr22	45284949	45295874	45264949	45315874	1078	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	4
FBLN1	yes	no	no	170906	0.984997896	213509	1	chr22	45502238	45601135	45482238	45621135	4794	1	0	0	0	0	0	0	0	0	1676	0.016946925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1174	0.011870936	0	0	0	0	195	7
ATXN10	yes	no	no	90834	0.974247868	133235	1	chr22	45671798	45845307	45651798	45865307	3318	1	0	0	0	0	0	0	0	0	374	0.002155508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0.002201615	0	0	0	0	235	1
PPARA	yes	no	no	26413	0.998035141	66465	1	chr22	46150521	46243756	46130521	46263756	10028	0.99791024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1013	0.010865019	0	0	0	0	96	29
TRMU	yes	no	yes	170386	0.963907086	216766	1	chr22	46330875	46357340	46310875	46377340	1640	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0.007141508	0	0	0	0	5	0
CELSR1	yes	no	no	52675	0.971343746	94229	1	chr22	46360834	46537600	46340834	46557600	11624	0.986422267	0	0	0	0	0	0	0	0	3055	0.017282735	0	0	0	0	0	0	0	0	0	0	0	0	2110	0.011936685	3727	0.021084371	0	0	0	0	345	11
BRD1	yes	no	no	18209	1	58209	1	chr22	49773283	49827512	49753283	49847512	5180	1	0	0	0	0	0	0	0	0	1231	0.022700031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1585	0.029227904	0	0	0	0	11	1
ALG12	yes	no	no	23243	0.892759746	66035	1	chr22	49900229	49918438	49880229	49938438	5320	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0.024877808	0	0	0	0	1	1
MLC1	yes	no	yes	23853	0.872649448	67334	1	chr22	50059391	50085426	50039391	50105426	3496	0.955191257	24908	0.956712118	3597	0.982786885	0	0	0	0	1751	0.067255617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0.008488573	2	0	36	2	33	2
TUBGCP6	yes	no	no	2893	1	42893	1	chr22	50217689	50245023	50197689	50265023	5974	0.988909121	25571	0.935501573	6041	1	0	0	0	0	2358	0.086266189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0.01145094	0	0	38	6	31	6
SCO2	yes	no	yes	4174	0.975233645	44280	1	chr22	50523568	50526461	50503568	50546461	1377	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4
TYMP	yes	no	yes	21728	0.965860597	62496	1	chr22	50525752	50530032	50505752	50550032	1796	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
CHKB	yes	no	no	5276	0.973611367	45419	1	chr22	50578959	50601455	50558959	50621455	1463	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0.008534851	0	0	0	0	18	0
ARSA	yes	no	yes	49254	0.836472326	147885	0.959961831	chr22	50622754	50628173	50602754	50648173	4164	0.966798235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7.38E-04	0	0	0	0	7	4
SHANK3	yes	no	yes	186861	0.878709077	252654	1	chr22	50674415	50733298	50654415	50808468	NA	NA	0	0	NA	NA	0	0	0	0	6568	0.11154323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4518	0.076728428	0	NA	0	NA	76	NA
CHL1	yes	no	no	940326	0.980378378	999146	1	chr3	196763	409417	176763	429417	6551	0.836867655	211508	0.994610964	7828	1	0	0	0	0	1317	0.006193159	0	0	22000	0.103454438	0	0	0	0	0	0	0	0	0	0	2269	0.010669915	0	0	533	13	474	13
CNTN4	yes	no	no	34861	0.99321918	75099	1	chr3	2098813	3057959	2078813	3077959	5493	1	0	0	0	0	0	0	0	0	5010	0.005223397	0	0	0	0	0	0	0	0	0	0	0	0	4106	0.004280892	22800	0.023771146	0	0	0	0	2072	16
CRBN	yes	no	no	746895	0.974474825	806459	1	chr3	3144628	3179727	3124628	3199727	2195	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	5.70E-04	0	0	0	0	90	2
SUMF1	yes	no	yes	347691	0.980806499	394495	1	chr3	3700814	4467273	3680814	4487273	2142	1	0	0	0	0	0	0	0	0	10297	0.013434509	0	0	0	0	0	0	0	0	0	0	0	0	1773	0.002313235	52595	0.068620761	0	0	0	0	2140	8
ITPR1	yes	no	no	947423	0.975184554	1011532	1	chr3	4493345	4847840	4473345	4867840	10160	0.997741334	0	0	0	0	0	0	0	0	1263	0.003562815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898	0.002533181	0	0	0	0	561	6
GRM7	yes	no	no	106219	0.983454623	148006	1	chr3	6770001	7741533	6750001	7761533	4139	1	0	0	0	0	0	0	0	0	3178	0.003271122	0	0	6000	0.006175813	0	0	0	0	0	0	0	0	2744	0.002824405	16316	0.016794094	0	0	0	0	1629	6
CAV3	yes	no	no	375988	0.983072828	422462	1	chr3	8733802	8841808	8713802	8861808	1420	1	0	0	0	0	0	0	0	0	680	0.006295947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	3.89E-04	0	0	0	0	179	3
SRGAP3	yes	yes	no	52549	0.992239426	92960	1	chr3	8980591	9363053	8960591	9383053	8931	1	0	0	0	0	0	0	0	0	981	0.002564961	0	0	0	0	0	0	0	0	0	0	0	0	1688	0.00441351	4996	0.013062736	0	0	0	0	630	4
MTMR14	yes	no	no	13052	0.963745108	53543	1	chr3	9649433	9702393	9629433	9722393	2505	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0.001680514	0	0	0	0	50	0
CIDEC	yes	no	no	11160	0.962899051	51590	1	chr3	9866711	9880254	9846711	9900254	1366	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3391	0.250387654	3524	0.260208226	0	0	0	0	28	5
CRELD1	yes	no	no	70499	0.933563748	115619	1	chr3	9933816	9945406	9913816	9965406	2890	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1245	0.10742019	0	0	0	0	5	1
FANCD2	yes	yes	no	10831	0.911010177	51889	1	chr3	10026414	10101930	10006311	10121930	5935	0.981803143	0	0	0	0	0	0	0	0	1374	0.01819482	0	0	0	0	0	0	0	0	0	0	0	0	33249	0.440290799	34083	0.451334816	0	0	0	0	15	2
VHL	yes	yes	yes	7177	0.985716248	47281	1	chr3	10141778	10153667	10121778	10173667	3826	0.867377012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0.019934393	0	0	0	0	32	6
GHRL	yes	no	no	377654	0.983514938	423984	1	chr3	10285666	10292947	10265666	10312947	1428	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4
ATP2B2	yes	no	no	122964	0.987559532	164513	1	chr3	10324023	10708007	10304023	10728007	9437	0.996725813	0	0	0	0	0	0	0	0	1413	0.003679841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6977	0.018170028	0	0	0	0	377	7
SLC6A11	yes	no	no	46608	0.990374195	87061	1	chr3	10816201	10940714	10796201	10960714	6262	0.983354271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0.002232699	0	0	0	0	157	13
SLC6A1	yes	no	no	275507	0.965485218	325356	1	chr3	10992186	11039247	10972186	11059247	8162	0.978539743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	0.01298315	0	0	0	0	66	10
ATG7	yes	no	no	184085	0.981033233	227644	1	chr3	11272309	11557665	11252309	11577665	4940	1	0	0	0	0	0	0	0	0	1592	0.005578996	0	0	0	0	0	0	0	0	0	0	0	0	7949	0.027856432	11651	0.0408297	0	0	0	0	450	1
SYN2	yes	no	no	144888	0.985713119	186988	1	chr3	12004388	12192032	11984388	12212032	5663	1	0	0	0	0	0	0	0	0	1470	0.007833984	0	0	0	0	0	0	0	0	0	0	0	0	3004	0.016009038	9001	0.047968494	0	0	0	0	256	9
PPARG	yes	yes	no	53577	0.970756102	95191	1	chr3	12287368	12434356	12267368	12454356	2347	0.985306465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1919	0.013055488	0	0	0	0	85	1
TSEN2	yes	no	no	75706	0.938989147	120625	1	chr3	12484432	12539623	12464432	12559623	2732	0.981674452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0.006975775	0	0	0	0	83	4
RAF1	yes	yes	yes	86399	0.967546502	129297	1	chr3	12583601	12664226	12563601	12684226	3342	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1066	0.013221705	3073	0.038114729	0	0	0	0	157	1
FBLN2	no	yes	no	61863	0.969441963	103813	1	chr3	13549125	13638422	13529125	13658422	4646	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1390	0.015566032	0	0	0	0	110	11
WNT7A	yes	no	no	18628	0.99801768	58665	1	chr3	13816258	13880071	13796258	13900071	3885	0.974416855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	6.74E-04	0	0	0	0	88	10
TMEM43	yes	no	yes	33031	0.986765848	73474	1	chr3	14125015	14143680	14105015	14163680	3218	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1
XPC	yes	yes	yes	85488	0.985191246	126773	1	chr3	14145147	14178621	14125147	14198621	3634	1	0	0	0	0	0	0	0	0	420	0.012547051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0.005616299	0	0	0	0	21	3
SLC6A6	yes	no	no	70337	0.982113435	111618	1	chr3	14402576	14489349	14382576	14509349	6887	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0.002385535	0	0	0	0	85	8
COLQ	yes	no	no	119447	0.987410102	160970	1	chr3	15450133	15521751	15430133	15541751	3275	0.98259826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4217	0.058881845	0	0	0	0	139	4
BTD	yes	no	yes	67759	0.811348995	151782	1	chr3	15601341	15722311	15581341	15742311	11041	0.988805302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2392	0.019773498	0	0	0	0	145	2
DAZL	yes	no	no	373306	0.986009091	418603	1	chr3	16586792	16670306	16538524	16690306	570	0.172049502	83180	0.996000671	3313	1	0	0	0	0	13845	0.165780588	0	0	0	0	0	0	0	0	0	0	0	0	20257	0.242558134	20371	0.243923175	0	0	212	5	168	2
THRB	yes	no	no	67917	0.955299247	111095	1	chr3	24117153	24495756	24097153	24515756	8388	0.986823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11467	0.030287663	0	0	0	0	398	9
NGLY1	no	no	yes	108969	0.975559316	151699	1	chr3	25718944	25790039	25698944	25810039	2777	0.975755446	0	0	0	0	0	0	0	0	387	0.005443421	0	0	1000	0.014065687	0	0	0	0	0	0	0	0	1988	0.027962585	2182	0.030691329	0	0	0	0	78	0
SLC4A7	yes	no	no	6610	0.977521443	46762	1	chr3	27372721	27484420	27352721	27504420	8168	1	0	0	0	0	0	0	0	0	428	0.003831726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0.0047628	0	0	0	0	155	10
EOMES	yes	no	no	85397	0.975508619	127541	1	chr3	27715949	27722711	27695949	27742711	3548	0.972054795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFBR2	yes	yes	yes	103543	0.986330469	144978	1	chr3	30606601	30694142	30586601	30714142	4597	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0.002261797	0	0	0	0	156	0
STT3B	yes	no	no	59348	0.941732783	103020	1	chr3	31532638	31637616	31512638	31657616	4091	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0.002981577	0	0	0	0	121	1
GPD1L	yes	no	no	4644	0.987035069	44705	1	chr3	32105689	32168709	32085689	32188709	3939	1	0	0	0	0	0	0	0	0	3083	0.048920977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0.003665503	0	0	0	0	160	11
CCR4	no	yes	no	95384	0.948217073	140593	1	chr3	32951644	32956349	32931644	32976349	2923	0.966920278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0.003400638	0	0	0	0	1	1
