gene	ref	chrom	start	end	mandelker	cosmic	high_priority	ClinGen	CPIC	Counsyl	ACMG	HTD	NCCN_ESMO	ACOG
ATRX	GRCh37	X	76760356	77041702	yes	yes	yes	1	0	0	0	0	0	0
MAGT1	GRCh37	X	77081861	77151090	yes	no	no	0	0	0	0	0	0	0
COX7B	GRCh37	X	77154935	77162870	yes	no	no	0	0	0	0	0	0	0
ATP7A	GRCh37	X	77166194	77305892	yes	no	yes	1	0	1	0	0	0	0
PGK1	GRCh37	X	77320685	77384793	yes	no	no	0	0	0	0	0	0	0
TBX22	GRCh37	X	79270255	79287268	yes	no	no	0	0	0	0	0	0	0
BRWD3	GRCh37	X	79926353	80065187	yes	no	yes	1	0	0	0	0	0	0
POU3F4	GRCh37	X	82763269	82764775	yes	no	yes	1	0	0	0	0	0	0
HDX	GRCh37	X	83572882	83757487	yes	no	no	0	0	0	0	0	0	0
SATL1	GRCh37	X	84347293	84364054	yes	no	no	0	0	0	0	0	0	0
ZNF711	GRCh37	X	84498997	84528368	yes	no	no	0	0	0	0	0	0	0
POF1B	GRCh37	X	84532402	84634748	yes	no	no	0	0	0	0	0	0	0
CHM	GRCh37	X	85116185	85302566	yes	no	yes	0	0	1	0	0	0	0
PCDH11X	GRCh37	X	91034260	91878229	yes	no	no	0	0	0	0	0	0	0
DIAPH2	GRCh37	X	95939662	96859996	yes	no	no	0	0	0	0	0	0	0
RPA4	GRCh37	X	96138907	96140446	yes	no	no	0	0	0	0	0	0	0
PCDH19	GRCh37	X	99546642	99665271	yes	no	yes	1	0	0	0	0	0	0
SRPX2	GRCh37	X	99899215	99926296	yes	no	no	0	0	0	0	0	0	0
TIMM8A	GRCh37	X	100600649	100604184	yes	no	yes	1	0	0	0	0	0	0
BTK	GRCh37	X	100604435	100641183	yes	yes	no	0	0	0	0	0	0	0
GLA	GRCh37	X	100652791	100662913	yes	no	yes	1	0	1	1	0	0	0
NXF5	GRCh37	X	101087085	101112549	yes	no	no	0	0	0	0	0	0	0
RAB40AL	GRCh37	X	102192200	102193228	yes	no	no	0	0	0	0	0	0	0
PLP1	GRCh37	X	103028647	103047548	yes	no	yes	1	0	0	0	0	0	0
SERPINA7	GRCh37	X	105277197	105282729	yes	no	no	0	0	0	0	0	0	0
PRPS1	GRCh37	X	106871737	106894256	yes	no	yes	1	0	0	0	0	0	0
MID2	GRCh37	X	107068985	107170423	yes	no	no	0	0	0	0	0	0	0
COL4A5	GRCh37	X	107683074	107940775	yes	no	yes	1	0	1	0	0	0	0
IRS4	GRCh37	X	107975712	107979651	yes	yes	no	0	0	0	0	0	0	0
GUCY2F	GRCh37	X	108616135	108725301	yes	no	no	0	0	0	0	0	0	0
KCNE1L	GRCh37	X	108866929	108868393	yes	no	no	0	0	0	0	0	0	0
ACSL4	GRCh37	X	108867473	108976632	yes	no	yes	1	0	0	0	0	0	0
CHRDL1	GRCh37	X	109917084	110039286	yes	no	no	0	0	0	0	0	0	0
PAK3	GRCh37	X	110187513	110470589	yes	no	yes	1	0	0	0	0	0	0
DCX	GRCh37	X	110537007	110655603	yes	no	no	0	0	0	0	0	0	0
ALG13	GRCh37	X	110909043	111003877	yes	no	yes	1	0	0	0	0	0	0
HTR2C	GRCh37	X	113818551	114144624	yes	no	yes	0	3	0	0	0	0	0
PLS3	GRCh37	X	114795501	114885181	yes	no	no	0	0	0	0	0	0	0
AGTR2	GRCh37	X	115301975	115306225	yes	no	no	0	0	0	0	0	0	0
SLC6A14	GRCh37	X	115567790	115592625	yes	no	no	0	0	0	0	0	0	0
ZCCHC12	GRCh37	X	117957753	117960931	yes	no	no	0	0	0	0	0	0	0
PGRMC1	GRCh37	X	118370216	118378429	yes	no	no	0	0	0	0	0	0	0
UBE2A	GRCh37	X	118708501	118718381	yes	no	yes	1	0	0	0	0	0	0
UPF3B	GRCh37	X	118967985	118986961	yes	no	yes	1	0	0	0	0	0	0
RNF113A	GRCh37	X	119004497	119005791	yes	no	no	0	0	0	0	0	0	0
NDUFA1	GRCh37	X	119005450	119010625	yes	no	yes	1	0	0	0	0	0	0
LAMP2	GRCh37	X	119561682	119603220	yes	no	yes	1	0	0	0	0	0	0
CUL4B	GRCh37	X	119658464	119709649	yes	no	yes	1	0	0	0	0	0	0
C1GALT1C1	GRCh37	X	119759648	119764005	yes	no	no	0	0	0	0	0	0	0
GRIA3	GRCh37	X	122318006	122624766	yes	no	yes	1	0	0	0	0	0	0
THOC2	GRCh37	X	122734412	122866906	yes	no	no	0	0	0	0	0	0	0
XIAP	GRCh37	X	122993574	123047829	yes	no	no	0	0	0	0	0	0	0
STAG2	GRCh37	X	123094062	123556514	no	yes	no	0	0	0	0	0	0	0
SH2D1A	GRCh37	X	123480194	123507005	yes	no	no	0	0	0	0	0	0	0
DCAF12L2	GRCh37	X	125298337	125300080	no	yes	no	0	0	0	0	0	0	0
SMARCA1	GRCh37	X	128580480	128657477	no	no	yes	1	0	0	0	0	0	0
OCRL	GRCh37	X	128673826	128726538	yes	no	yes	1	0	0	0	0	0	0
XPNPEP2	GRCh37	X	128872950	128903514	yes	no	no	0	0	0	0	0	0	0
ZDHHC9	GRCh37	X	128937264	128977885	yes	no	yes	1	0	0	0	0	0	0
BCORL1	GRCh37	X	129115083	129192058	yes	yes	no	0	0	0	0	0	0	0
ELF4	GRCh37	X	129198849	129244691	yes	yes	no	0	0	0	0	0	0	0
AIFM1	GRCh37	X	129263337	129299861	yes	no	yes	1	0	0	0	0	0	0
IGSF1	GRCh37	X	130407480	130533677	yes	no	no	0	0	0	0	0	0	0
FRMD7	GRCh37	X	131211021	131262048	yes	no	no	0	0	0	0	0	0	0
GPC4	GRCh37	X	132434131	132549518	yes	no	no	0	0	0	0	0	0	0
GPC3	GRCh37	X	132669773	133119922	yes	yes	yes	1	0	0	0	0	0	0
PHF6	GRCh37	X	133507283	133562820	yes	yes	yes	1	0	0	0	0	0	0
HPRT1	GRCh37	X	133594183	133654543	yes	no	yes	1	1	0	0	0	0	0
ZNF75D	GRCh37	X	134382867	134478012	yes	no	no	0	0	0	0	0	0	0
SAGE1	GRCh37	X	134971374	134995220	yes	no	no	0	0	0	0	0	0	0
SLC9A6	GRCh37	X	135067598	135129423	yes	no	yes	1	0	0	0	0	0	0
FHL1	GRCh37	X	135229559	135293518	yes	no	no	0	0	0	0	0	0	0
MIR934	GRCh37	X	135633037	135633119	yes	no	no	0	0	0	0	0	0	0
CD40LG	GRCh37	X	135730352	135742549	yes	no	no	0	0	0	0	0	0	0
ARHGEF6	GRCh37	X	135747706	135864247	yes	no	no	0	0	0	0	0	0	0
ZIC3	GRCh37	X	136648301	136659850	yes	no	no	0	0	0	0	0	0	0
F9	GRCh37	X	138612917	138645617	yes	no	yes	1	0	0	0	0	0	0
SOX3	GRCh37	X	139585152	139587225	yes	no	no	0	0	0	0	0	0	0
UBE2NL	GRCh37	X	142967173	142968355	yes	no	no	0	0	0	0	0	0	0
MIR890	GRCh37	X	145075793	145075869	yes	no	no	0	0	0	0	0	0	0
MIR892B	GRCh37	X	145078716	145078792	yes	no	no	0	0	0	0	0	0	0
MIR510	GRCh37	X	146353853	146353926	yes	no	no	0	0	0	0	0	0	0
FMR1	GRCh37	X	146993469	147032645	yes	no	yes	1	0	1	0	0	0	1
AFF2	GRCh37	X	147582139	148082193	yes	no	yes	1	0	0	0	0	0	0
IDS	GRCh37	X	148558521	148615470	yes	no	yes	1	0	1	0	0	0	0
IDS	GRCh37	X	148564074	148615470	yes	no	yes	1	0	1	0	0	0	0
MAMLD1	GRCh37	X	149529689	149682448	yes	no	no	0	0	0	0	0	0	0
MTM1	GRCh37	X	149737069	149841795	yes	no	yes	1	0	1	0	0	0	0
VMA21	GRCh37	X	150564987	150577836	yes	no	no	0	0	0	0	0	0	0
CSAG1	GRCh37	X	151903228	151909518	yes	no	no	0	0	0	0	0	0	0
NSDHL	GRCh37	X	151999511	152038273	yes	no	no	0	0	0	0	0	0	0
BGN	GRCh37	X	152760397	152775012	yes	no	no	0	0	0	0	0	0	0
ATP2B3	GRCh37	X	152783134	152848397	yes	yes	no	0	0	0	0	0	0	0
FAM58A	GRCh37	X	152853377	152865500	yes	no	no	0	0	0	0	0	0	0
SLC6A8	GRCh37	X	152953554	152962048	yes	no	yes	1	0	0	0	0	0	0
BCAP31	GRCh37	X	152965947	152990152	yes	no	no	0	0	0	0	0	0	0
ABCD1	GRCh37	X	152990323	153010216	yes	no	yes	1	0	1	0	0	0	0
L1CAM	GRCh37	X	153126969	153174677	yes	no	yes	1	0	0	0	0	0	0
AVPR2	GRCh37	X	153167985	153172620	yes	no	no	0	0	0	0	0	0	0
NAA10	GRCh37	X	153194695	153200676	yes	no	no	0	0	0	0	0	0	0
HCFC1	GRCh37	X	153213004	153237258	yes	no	no	0	0	0	0	0	0	0
TMEM187	GRCh37	X	153237778	153248646	yes	no	no	0	0	0	0	0	0	0
MECP2	GRCh37	X	153287024	153363212	yes	no	yes	1	0	0	0	0	0	0
OPN1LW	GRCh37	X	153409698	153424507	yes	no	yes	0	0	0	0	1	0	0
OPN1MW	GRCh37	X	153448107	153461633	yes	no	yes	0	0	0	0	1	0	0
FLNA	GRCh37	X	153576892	153603006	yes	yes	no	0	0	0	0	0	0	0
EMD	GRCh37	X	153607557	153609883	yes	no	no	0	0	0	0	0	0	0
RPL10	GRCh37	X	153618315	153637504	yes	yes	no	0	0	0	0	0	0	0
TAZ	GRCh37	X	153639854	153650065	yes	no	no	0	0	0	0	0	0	0
GDI1	GRCh37	X	153665266	153671814	yes	no	yes	1	0	0	0	0	0	0
G6PD	GRCh37	X	153759606	153775787	yes	no	yes	0	36	1	0	0	0	0
IKBKG	GRCh37	X	153769414	153796782	yes	no	yes	0	0	0	0	1	0	0
DKC1	GRCh37	X	153991031	154005964	yes	no	no	0	0	0	0	0	0	0
F8	GRCh37	X	154064063	154255215	yes	no	yes	1	0	0	0	0	0	0
MTCP1	GRCh37	X	154289897	154376212	no	yes	no	0	0	0	0	0	0	0
BRCC3	GRCh37	X	154299695	154351349	yes	no	no	0	0	0	0	0	0	0
RAB39B	GRCh37	X	154487526	154493874	yes	no	yes	1	0	0	0	0	0	0
CLIC2	GRCh37	X	154505500	154563966	yes	no	no	0	0	0	0	0	0	0
TMLHE	GRCh37	X	154719776	154899605	yes	no	no	0	0	0	0	0	0	0
VAMP7	GRCh37	X	155110956	155173433	yes	no	no	0	0	0	0	0	0	0
IL9R	GRCh37	X	155227246	155240482	yes	no	no	0	0	0	0	0	0	0
SRY	GRCh37	Y	2654896	2655740	yes	no	no	0	0	0	0	0	0	0
ZFY	GRCh37	Y	2803112	2850547	yes	no	no	0	0	0	0	0	0	0
AMELY	GRCh37	Y	6733959	6742068	yes	no	no	0	0	0	0	0	0	0
TBL1Y	GRCh37	Y	6778727	6959724	yes	no	no	0	0	0	0	0	0	0
TSPY1	GRCh37	Y	9236076	9307357	yes	no	no	0	0	0	0	0	0	0
USP9Y	GRCh37	Y	14813160	14972764	yes	no	no	0	0	0	0	0	0	0
DDX3Y	GRCh37	Y	15016019	15032390	yes	no	no	0	0	0	0	0	0	0
VCY	GRCh37	Y	16097652	16098393	yes	no	no	0	0	0	0	0	0	0
NLGN4Y	GRCh37	Y	16634518	16957530	yes	no	no	0	0	0	0	0	0	0
CDY2A	GRCh37	Y	20137667	20140477	yes	no	no	0	0	0	0	0	0	0
HSFY1	GRCh37	Y	20708557	20750849	yes	no	no	0	0	0	0	0	0	0
KDM5D	GRCh37	Y	21865751	21906825	yes	no	no	0	0	0	0	0	0	0
RPS4Y2	GRCh37	Y	22918050	22942918	yes	no	no	0	0	0	0	0	0	0
RBMY1A1	GRCh37	Y	23673258	23711212	yes	no	no	0	0	0	0	0	0	0
TTTY13	GRCh37	Y	23745486	23756552	yes	no	no	0	0	0	0	0	0	0
PRY2	GRCh37	Y	24217903	24242154	yes	no	no	0	0	0	0	0	0	0
PRY	GRCh37	Y	24636544	24660784	yes	no	no	0	0	0	0	0	0	0
BPY2	GRCh37	Y	25119966	25151612	yes	no	no	0	0	0	0	0	0	0
DAZ1	GRCh37	Y	25275502	25345241	yes	no	no	0	0	0	0	0	0	0
DAZ2	GRCh37	Y	25365594	25437503	yes	no	no	0	0	0	0	0	0	0
GOLGA2P2Y	GRCh37	Y	26356114	26360978	yes	no	no	0	0	0	0	0	0	0
DAZ3	GRCh37	Y	26909216	26959626	yes	no	no	0	0	0	0	0	0	0
CDY1	GRCh37	Y	27768264	27771049	yes	no	no	0	0	0	0	0	0	0
OR4F5	GRCh38	chr1	65419	71585	yes	no	no	0	0	0	0	0	0	0
AGRN	GRCh38	chr1	1020120	1056118	yes	no	no	0	0	0	0	0	0	0
B3GALT6	GRCh38	chr1	1232237	1235041	yes	no	no	0	0	0	0	0	0	0
TAS1R3	GRCh38	chr1	1331280	1335314	yes	no	no	0	0	0	0	0	0	0
GABRD	GRCh38	chr1	2019329	2030758	yes	no	no	0	0	0	0	0	0	0
SKI	GRCh38	chr1	2228319	2310213	yes	yes	yes	1	0	0	0	0	0	0
PEX10	GRCh38	chr1	2403964	2413797	yes	no	yes	1	0	1	0	0	0	0
TNFRSF14	GRCh38	chr1	2555639	2565382	no	yes	no	0	0	0	0	0	0	0
MMEL1	GRCh38	chr1	2590639	2633016	yes	no	no	0	0	0	0	0	0	0
PRDM16	GRCh38	chr1	3069168	3438621	no	yes	no	0	0	0	0	0	0	0
TP73	GRCh38	chr1	3652516	3736201	yes	no	no	0	0	0	0	0	0	0
NPHP4	GRCh38	chr1	5862811	5992473	yes	no	no	0	0	0	0	0	0	0
KCNAB2	GRCh38	chr1	5990927	6101193	yes	no	no	0	0	0	0	0	0	0
RPL22	GRCh38	chr1	6185020	6209389	no	yes	no	0	0	0	0	0	0	0
ESPN	GRCh38	chr1	6424776	6461367	yes	no	yes	1	0	0	0	0	0	0
PLEKHG5	GRCh38	chr1	6466092	6520061	yes	no	no	0	0	0	0	0	0	0
TAS1R1	GRCh38	chr1	6555307	6579755	yes	no	no	0	0	0	0	0	0	0
CAMTA1	GRCh38	chr1	6785454	7769706	yes	yes	no	0	0	0	0	0	0	0
TNFRSF9	GRCh38	chr1	7915871	7943165	yes	no	no	0	0	0	0	0	0	0
PARK7	GRCh38	chr1	7954291	7985505	yes	no	no	0	0	0	0	0	0	0
ERRFI1	GRCh38	chr1	8004404	8026309	yes	no	no	0	0	0	0	0	0	0
H6PD	GRCh38	chr1	9234774	9271337	yes	no	no	0	0	0	0	0	0	0
PIK3CD	GRCh38	chr1	9651731	9729114	yes	no	no	0	0	0	0	0	0	0
NMNAT1	GRCh38	chr1	9943428	9985501	yes	no	no	0	0	0	0	0	0	0
KIF1B	GRCh38	chr1	10210805	10381603	yes	no	no	0	0	0	0	0	0	0
PEX14	GRCh38	chr1	10472288	10630758	yes	no	yes	1	0	0	0	0	0	0
TARDBP	GRCh38	chr1	11012344	11025739	yes	no	no	0	0	0	0	0	0	0
MASP2	GRCh38	chr1	11026523	11047239	yes	no	no	0	0	0	0	0	0	0
MTOR	GRCh38	chr1	11106535	11262551	no	yes	no	0	0	0	0	0	0	0
UBIAD1	GRCh38	chr1	11273206	11296049	yes	no	no	0	0	0	0	0	0	0
MTHFR	GRCh38	chr1	11785723	11806455	yes	no	yes	1	7	1	0	0	0	0
NPPA	GRCh38	chr1	11845709	11848345	yes	no	no	0	0	0	0	0	0	0
PLOD1	GRCh38	chr1	11934205	11975538	yes	no	no	0	0	0	0	0	0	0
MFN2	GRCh38	chr1	11980181	12013514	yes	no	no	0	0	0	0	0	0	0
TNFRSF1B	GRCh38	chr1	12166991	12209228	yes	no	no	0	0	0	0	0	0	0
PRDM2	GRCh38	chr1	13700198	13825079	no	yes	no	0	0	0	0	0	0	0
CTRC	GRCh38	chr1	15438442	15449242	yes	no	yes	0	0	0	0	0	1	0
CASP9	GRCh38	chr1	15490832	15526534	no	yes	no	0	0	0	0	0	0	0
RSC1A1	GRCh38	chr1	15659869	15661722	yes	no	no	0	0	0	0	0	0	0
SPEN	GRCh38	chr1	15836095	15940456	no	yes	no	0	0	0	0	0	0	0
HSPB7	GRCh38	chr1	16014028	16019594	yes	no	no	0	0	0	0	0	0	0
CLCNKA	GRCh38	chr1	16018875	16034050	yes	no	no	0	0	0	0	0	0	0
CLCNKB	GRCh38	chr1	16043736	16057308	yes	no	no	0	0	0	0	0	0	0
EPHA2	GRCh38	chr1	16124337	16156069	yes	no	no	0	0	0	0	0	0	0
SPATA21	GRCh38	chr1	16387117	16437424	yes	no	no	0	0	0	0	0	0	0
ATP13A2	GRCh38	chr1	16985958	17011928	yes	no	no	0	0	0	0	0	0	0
SDHB	GRCh38	chr1	17018722	17054032	yes	yes	yes	0	0	0	1	0	1	0
PADI4	GRCh38	chr1	17308195	17364004	yes	no	no	0	0	0	0	0	0	0
ARHGEF10L	GRCh38	chr1	17539698	17697874	no	yes	no	0	0	0	0	0	0	0
PAX7	GRCh38	chr1	18630846	18748866	yes	yes	no	0	0	0	0	0	0	0
ALDH4A1	GRCh38	chr1	18871430	18902724	yes	no	yes	1	0	0	0	0	0	0
AKR7A2	GRCh38	chr1	19303965	19312146	yes	no	no	0	0	0	0	0	0	0
PLA2G2A	GRCh38	chr1	19975431	19980416	yes	no	no	0	0	0	0	0	0	0
PLA2G5	GRCh38	chr1	20028179	20091911	yes	no	no	0	0	0	0	0	0	0
CDA	GRCh38	chr1	20589086	20618903	yes	no	no	0	0	0	0	0	0	0
PINK1	GRCh38	chr1	20633458	20651511	yes	no	no	0	0	0	0	0	0	0
DDOST	GRCh38	chr1	20651767	20661544	yes	no	no	0	0	0	0	0	0	0
ECE1	GRCh38	chr1	21217247	21345572	yes	no	no	0	0	0	0	0	0	0
ALPL	GRCh38	chr1	21509397	21578410	yes	no	yes	0	0	1	0	0	0	0
HSPG2	GRCh38	chr1	21822244	21937310	yes	no	no	0	0	0	0	0	0	0
CDC42	GRCh38	chr1	22025511	22101360	yes	no	no	0	0	0	0	0	0	0
WNT4	GRCh38	chr1	22117313	22143969	yes	no	no	0	0	0	0	0	0	0
ZBTB40	GRCh38	chr1	22428838	22531157	yes	no	no	0	0	0	0	0	0	0
C1QA	GRCh38	chr1	22636628	22639678	yes	no	no	0	0	0	0	0	0	0
C1QC	GRCh38	chr1	22643633	22648110	yes	no	no	0	0	0	0	0	0	0
C1QB	GRCh38	chr1	22652762	22661637	yes	no	yes	1	0	0	0	0	0	0
EPHB2	GRCh38	chr1	22710839	22921500	yes	no	no	0	0	0	0	0	0	0
ID3	GRCh38	chr1	23557926	23559501	yes	yes	no	0	0	0	0	0	0	0
MDS2	GRCh38	chr1	23581495	23640568	no	yes	no	0	0	0	0	0	0	0
RPL11	GRCh38	chr1	23691742	23696835	yes	no	no	0	0	0	0	0	0	0
GALE	GRCh38	chr1	23795599	23800781	yes	no	no	0	0	0	0	0	0	0
HMGCL	GRCh38	chr1	23801885	23838620	yes	no	yes	1	0	1	0	0	0	0
FUCA1	GRCh38	chr1	23845077	23868294	yes	no	no	0	0	0	0	0	0	0
CNR2	GRCh38	chr1	23870515	23913362	yes	no	no	0	0	0	0	0	0	0
RUNX3	GRCh38	chr1	24899511	24965121	yes	no	no	0	0	0	0	0	0	0
RHD	GRCh38	chr1	25272393	25330445	yes	no	no	0	0	0	0	0	0	0
RHCE	GRCh38	chr1	25362249	25430192	yes	no	yes	0	0	0	0	1	0	0
LDLRAP1	GRCh38	chr1	25543606	25568886	yes	no	no	0	0	0	0	0	0	0
STMN1	GRCh38	chr1	25884181	25906991	yes	no	no	0	0	0	0	0	0	0
EXTL1	GRCh38	chr1	26019884	26036464	yes	no	no	0	0	0	0	0	0	0
SLC30A2	GRCh38	chr1	26037252	26046118	yes	no	no	0	0	0	0	0	0	0
DHDDS	GRCh38	chr1	26432282	26471306	yes	no	yes	0	0	1	0	0	0	0
ARID1A	GRCh38	chr1	26693236	26782104	yes	yes	no	0	0	0	0	0	0	0
PIGV	GRCh38	chr1	26787054	26800659	yes	no	no	0	0	0	0	0	0	0
NUDC	GRCh38	chr1	26900238	26946871	yes	no	no	0	0	0	0	0	0	0
NR0B2	GRCh38	chr1	26911489	26913975	yes	no	no	0	0	0	0	0	0	0
FCN3	GRCh38	chr1	27369112	27374824	yes	no	no	0	0	0	0	0	0	0
PTAFR	GRCh38	chr1	28147166	28193936	yes	no	no	0	0	0	0	0	0	0
SESN2	GRCh38	chr1	28259518	28282491	yes	no	no	0	0	0	0	0	0	0
EPB41	GRCh38	chr1	28887091	29120046	yes	no	no	0	0	0	0	0	0	0
CCDC28B	GRCh38	chr1	32200386	32205387	yes	no	no	0	0	0	0	0	0	0
LCK	GRCh38	chr1	32251239	32286165	yes	yes	no	0	0	0	0	0	0	0
AK2	GRCh38	chr1	33007940	33080996	yes	no	no	0	0	0	0	0	0	0
AZIN2	GRCh38	chr1	33081104	33123492	yes	no	no	0	0	0	0	0	0	0
GJB4	GRCh38	chr1	34759740	34762327	yes	no	no	0	0	0	0	0	0	0
GJB3	GRCh38	chr1	34781214	34786369	yes	no	yes	1	0	0	0	0	0	0
DLGAP3	GRCh38	chr1	34865436	34929650	yes	no	no	0	0	0	0	0	0	0
SFPQ	GRCh38	chr1	35176378	35193145	no	yes	no	0	0	0	0	0	0	0
AGO1	GRCh38	chr1	35869808	35930532	yes	no	no	0	0	0	0	0	0	0
TEKT2	GRCh38	chr1	36084094	36088275	yes	no	no	0	0	0	0	0	0	0
COL8A2	GRCh38	chr1	36095239	36125222	yes	no	no	0	0	0	0	0	0	0
THRAP3	GRCh38	chr1	36224432	36305357	no	yes	no	0	0	0	0	0	0	0
CSF3R	GRCh38	chr1	36466043	36483278	yes	yes	no	0	0	0	0	0	0	0
SNIP1	GRCh38	chr1	37534449	37554293	yes	no	no	0	0	0	0	0	0	0
RSPO1	GRCh38	chr1	37611350	37634892	yes	no	no	0	0	0	0	0	0	0
INPP5B	GRCh38	chr1	37860697	37947057	yes	no	no	0	0	0	0	0	0	0
NDUFS5	GRCh38	chr1	39026318	39034636	yes	no	no	0	0	0	0	0	0	0
MYCL	GRCh38	chr1	39895426	39902256	yes	yes	no	0	0	0	0	0	0	0
PPT1	GRCh38	chr1	40071461	40097727	yes	no	yes	0	0	1	0	0	0	0
ZMPSTE24	GRCh38	chr1	40258236	40294180	yes	no	no	0	0	0	0	0	0	0
COL9A2	GRCh38	chr1	40300489	40317813	yes	no	no	0	0	0	0	0	0	0
ZFP69	GRCh38	chr1	40477290	40496343	yes	no	no	0	0	0	0	0	0	0
RIMS3	GRCh38	chr1	40620680	40665682	yes	no	no	0	0	0	0	0	0	0
KCNQ4	GRCh38	chr1	40783787	40840452	yes	no	yes	1	0	0	0	0	0	0
CLDN19	GRCh38	chr1	42733093	42740254	yes	no	no	0	0	0	0	0	0	0
ERMAP	GRCh38	chr1	42817122	42844991	yes	no	no	0	0	0	0	0	0	0
SLC2A1	GRCh38	chr1	42925375	42958868	yes	no	yes	1	0	0	0	0	0	0
CFAP57	GRCh38	chr1	43172149	43254358	yes	no	no	0	0	0	0	0	0	0
MPL	GRCh38	chr1	43337818	43354466	yes	yes	yes	0	0	1	0	0	0	0
ST3GAL3	GRCh38	chr1	43705824	43931165	yes	no	yes	1	0	0	0	0	0	0
B4GALT2	GRCh38	chr1	43978943	43991170	yes	no	no	0	0	0	0	0	0	0
SLC6A9	GRCh38	chr1	43991500	44031467	yes	no	no	0	0	0	0	0	0	0
PTCH2	GRCh38	chr1	44819844	44843253	yes	no	no	0	0	0	0	0	0	0
EIF2B3	GRCh38	chr1	44850522	44986722	yes	no	no	0	0	0	0	0	0	0
UROD	GRCh38	chr1	45010950	45015575	yes	no	no	0	0	0	0	0	0	0
MUTYH	GRCh38	chr1	45329163	45340893	yes	yes	yes	2	0	0	1	0	1	0
MMACHC	GRCh38	chr1	45500300	45513382	yes	no	yes	1	0	1	0	0	0	0
POMGNT1	GRCh38	chr1	46188682	46220305	yes	no	yes	1	0	1	0	0	0	0
RAD54L	GRCh38	chr1	46246461	46278480	yes	no	no	0	0	0	0	0	0	0
FAAH	GRCh38	chr1	46394317	46413848	yes	no	no	0	0	0	0	0	0	0
CYP4A22	GRCh38	chr1	47137435	47149735	yes	no	no	0	0	0	0	0	0	0
TAL1	GRCh38	chr1	47216290	47232220	yes	yes	no	0	0	0	0	0	0	0
STIL	GRCh38	chr1	47250139	47314147	yes	yes	no	0	0	0	0	0	0	0
CMPK1	GRCh38	chr1	47333797	47378839	yes	no	no	0	0	0	0	0	0	0
FOXE3	GRCh38	chr1	47416285	47418052	yes	no	yes	1	0	0	0	0	0	0
AGBL4	GRCh38	chr1	48532854	50023954	yes	no	no	0	0	0	0	0	0	0
CDKN2C	GRCh38	chr1	50960745	50974634	yes	yes	no	0	0	0	0	0	0	0
RNF11	GRCh38	chr1	51236273	51273447	yes	no	no	0	0	0	0	0	0	0
EPS15	GRCh38	chr1	51354263	51519266	no	yes	no	0	0	0	0	0	0	0
ORC1	GRCh38	chr1	52372829	52404423	yes	no	no	0	0	0	0	0	0	0
SCP2	GRCh38	chr1	52927276	53051698	yes	no	no	0	0	0	0	0	0	0
CPT2	GRCh38	chr1	53196792	53214197	yes	no	yes	1	0	1	0	0	0	0
LRP8	GRCh38	chr1	53242364	53328469	yes	no	no	0	0	0	0	0	0	0
DHCR24	GRCh38	chr1	54849627	54887195	yes	no	no	0	0	0	0	0	0	0
BSND	GRCh38	chr1	54998933	55017172	yes	no	yes	1	0	0	0	0	0	0
PCSK9	GRCh38	chr1	55039447	55064852	yes	no	yes	1	0	0	1	0	0	0
C8A	GRCh38	chr1	56854797	56918223	yes	no	no	0	0	0	0	0	0	0
C8B	GRCh38	chr1	56929207	56966140	yes	no	no	0	0	0	0	0	0	0
TACSTD2	GRCh38	chr1	58575433	58577252	yes	no	no	0	0	0	0	0	0	0
JUN	GRCh38	chr1	58780791	58784047	yes	yes	no	0	0	0	0	0	0	0
CYP2J2	GRCh38	chr1	59893308	59926773	yes	no	no	0	0	0	0	0	0	0
NFIA	GRCh38	chr1	60865259	61462788	yes	no	no	0	0	0	0	0	0	0
USP1	GRCh38	chr1	62436297	62451804	yes	no	no	0	0	0	0	0	0	0
DOCK7	GRCh38	chr1	62454298	62688386	yes	no	no	0	0	0	0	0	0	0
ANGPTL3	GRCh38	chr1	62597520	62606313	yes	no	no	0	0	0	0	0	0	0
FOXD3	GRCh38	chr1	63322567	63325128	yes	no	no	0	0	0	0	0	0	0
ALG6	GRCh38	chr1	63367575	63438553	yes	no	yes	0	0	1	0	0	0	0
PGM1	GRCh38	chr1	63593411	63660245	yes	no	no	0	0	0	0	0	0	0
JAK1	GRCh38	chr1	64833229	65067754	no	yes	no	0	0	0	0	0	0	0
DNAJC6	GRCh38	chr1	65248219	65415871	yes	no	no	0	0	0	0	0	0	0
LEPR	GRCh38	chr1	65420652	65641559	yes	no	no	0	0	0	0	0	0	0
PDE4B	GRCh38	chr1	65792514	66374579	yes	no	no	0	0	0	0	0	0	0
SLC35D1	GRCh38	chr1	66999350	67054148	yes	no	no	0	0	0	0	0	0	0
IL23R	GRCh38	chr1	67138907	67259979	yes	no	no	0	0	0	0	0	0	0
IL12RB2	GRCh38	chr1	67307364	67397090	yes	no	no	0	0	0	0	0	0	0
GADD45A	GRCh38	chr1	67685201	67688334	yes	no	no	0	0	0	0	0	0	0
DIRAS3	GRCh38	chr1	68045886	68051631	yes	no	no	0	0	0	0	0	0	0
RPE65	GRCh38	chr1	68428822	68449954	yes	no	yes	2	0	1	0	0	0	0
CTH	GRCh38	chr1	70411218	70439851	yes	no	yes	1	0	0	0	0	0	0
NEGR1	GRCh38	chr1	71395943	72282539	yes	no	no	0	0	0	0	0	0	0
