gene	ref	coords	benchmark	bench_type	region	cov
RGPD3	GRCh37	2:107021446-107084832	mrg	smallvar	gene	0.9511406
CASP10	GRCh37	2:202047604-202094129	mrg	smallvar	gene	0.9927566
MLPH	GRCh37	2:238394071-238463961	mrg	smallvar	gene	0.9332952
ANO7	GRCh37	2:242127924-242164792	mrg	smallvar	gene	0.9257079
D2HGDH	GRCh37	2:242673994-242708231	mrg	smallvar	gene	0.9282063
CHL1	GRCh37	3:238279-451090	mrg	smallvar	gene	0.9940135
DAZL	GRCh37	3:16628299-16711813	mrg	smallvar	gene	0.9960006
LZTFL1	GRCh37	3:45864808-45957534	mrg	smallvar	gene	0.9967647
RHOA	GRCh37	3:49396578-49450431	mrg	smallvar	gene	0.9405419
MST1R	GRCh37	3:49924435-49941299	mrg	smallvar	gene	0.901862
HYAL1	GRCh37	3:50337320-50349812	mrg	smallvar	gene	0.8538265
RPN1	GRCh37	3:128338817-128399918	mrg	smallvar	gene	0.9525703
BFSP2	GRCh37	3:133118839-133194066	mrg	smallvar	gene	0.9326572
PCCB	GRCh37	3:135969148-136056738	mrg	smallvar	gene	0.9035164
EIF2B5	GRCh37	3:183852826-184402546	mrg	smallvar	gene	0.0179146
KNG1	GRCh37	3:186435065-186461743	mrg	smallvar	gene	0.9888297
TM4SF19	GRCh37	3:196042953-196065244	mrg	smallvar	gene	0.8040913
TM4SF19	GRCh37	3:196046213-196065374	mrg	smallvar	gene	0.9422264
ZNF141	GRCh37	4:331603-378653	mrg	smallvar	gene	0.9932837
PDE6B	GRCh37	4:619373-664571	mrg	smallvar	gene	0.9511704
GAK	GRCh37	4:843064-926161	mrg	smallvar	gene	0.9455335
FGFRL1	GRCh37	4:1003724-1020685	mrg	smallvar	gene	0.9438123
RNF212	GRCh37	4:1050038-1107350	mrg	smallvar	gene	0.960113
UVSSA	GRCh37	4:1341054-1381837	mrg	smallvar	gene	0.9739597
DOK7	GRCh37	4:3465033-3503200	mrg	smallvar	gene	0.9812666
HMX1	GRCh37	4:8847802-8873543	mrg	smallvar	gene	1
UGT2A1	GRCh37	4:70454135-70518965	mrg	smallvar	gene	0.9120777
UGT2A2	GRCh37	4:70454135-70505360	mrg	smallvar	gene	0.8887262
UGT2A1	GRCh37	4:70454912-70518967	mrg	smallvar	gene	0.9109827
AFP	GRCh37	4:74296855-74321891	mrg	smallvar	gene	0.9900543
DSPP	GRCh37	4:88529681-88538062	mrg	smallvar	gene	0.7311777
PDLIM3	GRCh37	4:186422851-186456766	mrg	smallvar	gene	0.9213327
FAT1	GRCh37	4:187508937-187647876	mrg	smallvar	gene	0.9867424
SLC6A18	GRCh37	5:1225470-1246304	mrg	smallvar	gene	0.9212345
TERT	GRCh37	5:1253262-1295184	mrg	smallvar	gene	0.8039454
SLC6A3	GRCh37	5:1392909-1445545	mrg	smallvar	gene	0.9609963
MARVELD2	GRCh37	5:68710939-68740157	mrg	smallvar	gene	0.9377781
SMN1	GRCh37	5:70220768-70249769	mrg	smallvar	gene	0.9501742
TTC37	GRCh37	5:94799599-94890711	mrg	smallvar	gene	0.9963342
LIX1	GRCh37	5:96427574-96478576	mrg	smallvar	gene	0.9971178
SAR1B	GRCh37	5:133936834-133984961	mrg	smallvar	gene	0.9462879
MYOT	GRCh37	5:137203480-137223540	mrg	smallvar	gene	0.9929711
PCDHA10	GRCh37	5:140235595-140391929	mrg	smallvar	gene	0.9751558
NPM1	GRCh37	5:170814120-170838141	mrg	smallvar	gene	0.939095
FLT4	GRCh37	5:180028506-180076624	mrg	smallvar	gene	0.8575585
SLC17A5	GRCh37	6:74303102-74363878	mrg	smallvar	gene	0.9551139
SEC63	GRCh37	6:108188960-108279393	mrg	smallvar	gene	0.9750423
PCMT1	GRCh37	6:150070579-150132556	mrg	smallvar	gene	0.948981
SLC22A1	GRCh37	6:160542821-160579750	mrg	smallvar	gene	0.9470606
SMOC2	GRCh37	6:168841831-169073984	mrg	smallvar	gene	0.9185278
THBS2	GRCh37	6:169615875-169654139	mrg	smallvar	gene	0.9346644
SLC29A4	GRCh37	7:5314000-5346501	mrg	smallvar	gene	0.969324
NOD1	GRCh37	7:30464143-30518400	mrg	smallvar	gene	0.9965534
PPIA	GRCh37	7:44836279-44864163	mrg	smallvar	gene	0.953701
PSPH	GRCh37	7:56078744-56119297	mrg	smallvar	gene	0.9802234
GUSB	GRCh37	7:65425671-65447301	mrg	smallvar	gene	0.9938511
CLIP2	GRCh37	7:73703805-73820273	mrg	smallvar	gene	0.9517121
GTF2I	GRCh37	7:74071994-74175026	mrg	smallvar	gene	0.9766286
NCF1	GRCh37	7:74188309-74203659	mrg	smallvar	gene	0.9956352
GTF2IRD2	GRCh37	7:74210483-74267847	mrg	smallvar	gene	0.9650478
ZAN	GRCh37	7:100331249-100395419	mrg	smallvar	gene	0.8131526
LAMB1	GRCh37	7:107564244-107643700	mrg	smallvar	gene	0.9835255
KLF14	GRCh37	7:130417401-130418888	mrg	smallvar	gene	0.9623403
BRAF	GRCh37	7:140419127-140624564	mrg	smallvar	gene	0.9921582
TRBV9	GRCh37	7:142239537-142240058	mrg	smallvar	gene	1
KMT2C	GRCh37	7:151832010-152133090	mrg	smallvar	gene	0.9849774
ARHGEF10	GRCh37	8:1772142-1906807	mrg	smallvar	gene	0.8960457
IKBKB	GRCh37	8:42128820-42189973	mrg	smallvar	gene	0.9804589
IMPA1	GRCh37	8:82570196-82598928	mrg	smallvar	gene	0.9386746
CDH17	GRCh37	8:95139399-95229531	mrg	smallvar	gene	0.9939533
GPIHBP1	GRCh37	8:144295068-144299044	mrg	smallvar	gene	0.9637827
MAFA	GRCh37	8:144501352-144512576	mrg	smallvar	gene	0.9966144
KCNV2	GRCh37	9:2717502-2730037	mrg	smallvar	gene	0.9337056
GALT	GRCh37	9:34638130-34651032	mrg	smallvar	gene	0.9283057
GALT	GRCh37	9:34646642-34657110	mrg	smallvar	gene	0.4193733
FXN	GRCh37	9:71650175-71715094	mrg	smallvar	gene	0.9702553
TJP2	GRCh37	9:71736209-71870124	mrg	smallvar	gene	0.947855
MUSK	GRCh37	9:113431051-113563859	mrg	smallvar	gene	0.973488
SLC27A4	GRCh37	9:131102925-131123749	mrg	smallvar	gene	0.9427103
PKN3	GRCh37	9:131464802-131483197	mrg	smallvar	gene	0.9901603
ABO	GRCh37	9:136125788-136150617	mrg	smallvar	gene	0.9269
SOHLH1	GRCh37	9:138585253-138591374	mrg	smallvar	gene	0.9563797
INPP5E	GRCh37	9:139323071-139334274	mrg	smallvar	gene	0.9300187
MAN1B1	GRCh37	9:139981379-140003635	mrg	smallvar	gene	0.8906811
GRIN1	GRCh37	9:140032842-140063207	mrg	smallvar	gene	0.9326857
DCLRE1C	GRCh37	10:14939358-14996431	mrg	smallvar	gene	0.9810769
MRC1	GRCh37	10:18098352-18200091	mrg	smallvar	gene	0.9937684
PDSS1	GRCh37	10:26986588-27035727	mrg	smallvar	gene	0.9291805
PAPSS2	GRCh37	10:89419370-89507462	mrg	smallvar	gene	0.9823707
PTEN	GRCh37	10:89622870-89731687	mrg	smallvar	gene	0.9943851
LIPN	GRCh37	10:90521163-90537999	mrg	smallvar	gene	0.996555
BTRC	GRCh37	10:103113820-103317078	mrg	smallvar	gene	0.9817473
ECHS1	GRCh37	10:135175984-135187193	mrg	smallvar	gene	0.9355875
SPRN	GRCh37	10:135234170-135382916	mrg	smallvar	gene	0.9486709
IFITM3	GRCh37	11:319669-327537	mrg	smallvar	gene	0.7295374
DRD4	GRCh37	11:637293-640706	mrg	smallvar	gene	0.9074128
DEAF1	GRCh37	11:644233-706715	mrg	smallvar	gene	0.9421914
MUC5B	GRCh37	11:1244296-1283406	mrg	smallvar	gene	0.9825109
H19	GRCh37	11:2016406-2022700	mrg	smallvar	gene	1
HBG1	GRCh37	11:5269313-5271122	mrg	smallvar	gene	1
MDK	GRCh37	11:46402306-46405375	mrg	smallvar	gene	0.9869664
SPI1	GRCh37	11:47376411-47400127	mrg	smallvar	gene	0.9127172
B3GAT3	GRCh37	11:62382768-62389647	mrg	smallvar	gene	0.9796482
ESRRA	GRCh37	11:64073044-64084215	mrg	smallvar	gene	0.913168
SLC22A12	GRCh37	11:64358113-64369820	mrg	smallvar	gene	0.8154096
TPCN2	GRCh37	11:68816365-68858072	mrg	smallvar	gene	0.9115257
FGF3	GRCh37	11:69624992-69633792	mrg	smallvar	gene	0.9148864
CD4	GRCh37	12:6896024-6929974	mrg	smallvar	gene	0.9709867
PEX5	GRCh37	12:7341281-7371170	mrg	smallvar	gene	0.9119409
APOBEC1	GRCh37	12:7801996-7818499	mrg	smallvar	gene	0.9810337
GDF3	GRCh37	12:7842378-7848372	mrg	smallvar	gene	0.984985
COX14	GRCh37	12:50505762-50514240	mrg	smallvar	gene	0.9884407
NACA	GRCh37	12:57106212-57125412	mrg	smallvar	gene	0.924375
DPY19L2	GRCh37	12:63952693-64062719	mrg	smallvar	gene	0.9951557
HNF1A	GRCh37	12:121416346-121440315	mrg	smallvar	gene	0.9692519
KDM2B	GRCh37	12:121866900-122018920	mrg	smallvar	gene	0.970892
HPD	GRCh37	12:122277433-122301502	mrg	smallvar	gene	0.9200631
P2RX2	GRCh37	12:133195366-133198972	mrg	smallvar	gene	0.9351081
PGAM5	GRCh37	12:133287405-133299228	mrg	smallvar	gene	0.9622769
GOLGA3	GRCh37	12:133345495-133405444	mrg	smallvar	gene	0.8612154
F7	GRCh37	13:113760105-113774995	mrg	smallvar	gene	0.7930826
PROZ	GRCh37	13:113812968-113826694	mrg	smallvar	gene	0.8983681
NDUFB1	GRCh37	14:92582466-92588261	mrg	smallvar	gene	0.976359
JAG2	GRCh37	14:105607318-105635161	mrg	smallvar	gene	0.9463779
IGHV3-21	GRCh37	14:106691673-106692203	mrg	smallvar	gene	1
NDUFAF1	GRCh37	15:41679551-41694717	mrg	smallvar	gene	0.9174469
PPIP5K1	GRCh37	15:43825660-43882430	mrg	smallvar	gene	0.964453
USP8	GRCh37	15:50716577-50793280	mrg	smallvar	gene	0.9473163
MPG	GRCh37	16:127006-135852	mrg	smallvar	gene	0.9105811
HBM	GRCh37	16:203891-216767	mrg	smallvar	gene	0.7558248
AXIN1	GRCh37	16:337440-402673	mrg	smallvar	gene	0.9596677
LMF1	GRCh37	16:903634-1031318	mrg	smallvar	gene	0.8600843
SSTR5	GRCh37	16:1122756-1131454	mrg	smallvar	gene	0.933318
GNPTG	GRCh37	16:1401924-1413352	mrg	smallvar	gene	0.9944872
UNKL	GRCh37	16:1413206-1464752	mrg	smallvar	gene	0.9297909
CLCN7	GRCh37	16:1494935-1525581	mrg	smallvar	gene	0.9098414
PKD1	GRCh37	16:2138711-2185899	mrg	smallvar	gene	0.9751208
PDPK1	GRCh37	16:2587965-2653189	mrg	smallvar	gene	0.9930854
SMG1	GRCh37	16:18816175-18937776	mrg	smallvar	gene	0.9442439
SH2B1	GRCh37	16:28857921-28885526	mrg	smallvar	gene	0.9334903
PHKG2	GRCh37	16:30759591-30772490	mrg	smallvar	gene	0.9080549
VKORC1	GRCh37	16:31102163-31107301	mrg	smallvar	gene	0.8645387
ORC6	GRCh37	16:46723555-46732306	mrg	smallvar	gene	0.9894869
HSD11B2	GRCh37	16:67464555-67471456	mrg	smallvar	gene	0.9429068
HYDIN	GRCh37	16:70841281-71264625	mrg	smallvar	gene	0.9942907
GCSH	GRCh37	16:81115566-81130008	mrg	smallvar	gene	0.9567235
ZNF469	GRCh37	16:88493879-88507165	mrg	smallvar	gene	1
CDH15	GRCh37	16:89238175-89261900	mrg	smallvar	gene	0.8979557
ANKRD11	GRCh37	16:89334038-89556969	mrg	smallvar	gene	0.9542415
MC1R	GRCh37	16:89978527-89987385	mrg	smallvar	gene	1
ABR	GRCh37	17:906758-1132315	mrg	smallvar	gene	0.9209512
SERPINF2	GRCh37	17:1646130-1658562	mrg	smallvar	gene	0.91361
SRR	GRCh37	17:2206677-2228554	mrg	smallvar	gene	0.959638
P2RX5	GRCh37	17:3575493-3599698	mrg	smallvar	gene	0.8401983
GP1BA	GRCh37	17:4835592-4838325	mrg	smallvar	gene	0.8763264
ENO3	GRCh37	17:4851387-4860426	mrg	smallvar	gene	0.9340635
ALOXE3	GRCh37	17:7999218-8022365	mrg	smallvar	gene	0.9535577
HES7	GRCh37	17:8023908-8027410	mrg	smallvar	gene	1
ATPAF2	GRCh37	17:17880723-17942523	mrg	smallvar	gene	0.9809871
FOXN1	GRCh37	17:26833261-26865914	mrg	smallvar	gene	0.903776
SUZ12	GRCh37	17:30264037-30328064	mrg	smallvar	gene	0.984569
KRTAP1-1	GRCh37	17:39196811-39197713	mrg	smallvar	gene	0.5942351
G6PC3	GRCh37	17:42148103-42153709	mrg	smallvar	gene	0.8908312
HOXB8	GRCh37	17:46688739-46692478	mrg	smallvar	gene	0.9850227
GIP	GRCh37	17:47035916-47045958	mrg	smallvar	gene	0.8563035
TMC6	GRCh37	17:76106539-76128488	mrg	smallvar	gene	0.9760809
CANT1	GRCh37	17:76987799-77005949	mrg	smallvar	gene	0.9166942
RNF213	GRCh37	17:78234665-78372586	mrg	smallvar	gene	0.9350207
FSCN2	GRCh37	17:79495422-79504156	mrg	smallvar	gene	0.906343
TYMS	GRCh37	18:657604-673578	mrg	smallvar	gene	0.942469
GALR1	GRCh37	18:74962505-74980858	mrg	smallvar	gene	0.8997439
CTDP1	GRCh37	18:77439801-77514510	mrg	smallvar	gene	0.9400206
BSG	GRCh37	19:571297-583493	mrg	smallvar	gene	1
HCN2	GRCh37	19:589893-617159	mrg	smallvar	gene	0.9396685
KISS1R	GRCh37	19:917287-921015	mrg	smallvar	gene	0.9962446
STK11	GRCh37	19:1189406-1228428	mrg	smallvar	gene	0.8765056
TCF3	GRCh37	19:1609291-1652604	mrg	smallvar	gene	0.9469674
LMNB2	GRCh37	19:2427636-2456994	mrg	smallvar	gene	0.9500647
GIPC3	GRCh37	19:3585551-3593539	mrg	smallvar	gene	0.7802954
TBXA2R	GRCh37	19:3594504-3606838	mrg	smallvar	gene	0.8919247
CREB3L3	GRCh37	19:4153598-4173051	mrg	smallvar	gene	0.9038194
RFX2	GRCh37	19:5993175-6199583	mrg	smallvar	gene	0.9696378
C3	GRCh37	19:6677715-6730573	mrg	smallvar	gene	0.9607817
STXBP2	GRCh37	19:7701767-7712759	mrg	smallvar	gene	0.9175764
TYK2	GRCh37	19:10461209-10491352	mrg	smallvar	gene	0.9619812
TRMT1	GRCh37	19:13215716-13228381	mrg	smallvar	gene	0.9919463
CYP4F3	GRCh37	19:15751707-15773635	mrg	smallvar	gene	0.8941992
CYP4F12	GRCh37	19:15783567-15807984	mrg	smallvar	gene	0.8766433
CALR3	GRCh37	19:16589868-16607003	mrg	smallvar	gene	0.9401809
MYO9B	GRCh37	19:17186591-17325346	mrg	smallvar	gene	0.9692551
INSL3	GRCh37	19:17927321-17932383	mrg	smallvar	gene	0.8640853
FKBP8	GRCh37	19:18642561-18654887	mrg	smallvar	gene	0.9243063
GPI	GRCh37	19:34850385-34893061	mrg	smallvar	gene	0.9289531
COX6B1	GRCh37	19:36139125-36149763	mrg	smallvar	gene	0.8955631
IFNL3	GRCh37	19:39734246-39735646	mrg	smallvar	gene	1
CYP2G1P	GRCh37	19:41396731-41406413	mrg	smallvar	gene	0.9861599
ETHE1	GRCh37	19:44010871-44031396	mrg	smallvar	gene	0.9192204
APOC1	GRCh37	19:45417504-45422606	mrg	smallvar	gene	0.9147393
APOC4	GRCh37	19:45445495-45452820	mrg	smallvar	gene	0.9905802
APOC2	GRCh37	19:45449243-45452822	mrg	smallvar	gene	1
BLOC1S3	GRCh37	19:45682003-45685059	mrg	smallvar	gene	0.9888743
DMPK	GRCh37	19:46272975-46285810	mrg	smallvar	gene	0.8447214
FUT1	GRCh37	19:49251268-49258647	mrg	smallvar	gene	0.9952568
BAX	GRCh37	19:49458072-49465055	mrg	smallvar	gene	0.9775168
TRPM4	GRCh37	19:49660998-49715093	mrg	smallvar	gene	0.9049265
PNKP	GRCh37	19:50364461-50371166	mrg	smallvar	gene	0.9743475
SIGLEC16	GRCh37	19:50472857-50479071	mrg	smallvar	gene	1
KLK4	GRCh37	19:51409608-51413994	mrg	smallvar	gene	0.8864569
ETFB	GRCh37	19:51848423-51869672	mrg	smallvar	gene	0.9102075
NLRP12	GRCh37	19:54296857-54327648	mrg	smallvar	gene	0.9718099
PRKCG	GRCh37	19:54382444-54410906	mrg	smallvar	gene	0.9333146
MBOAT7	GRCh37	19:54677107-54693733	mrg	smallvar	gene	0.9912787
NLRP7	GRCh37	19:55434877-55477680	mrg	smallvar	gene	0.9072729
NLRP2	GRCh37	19:55464498-55512510	mrg	smallvar	gene	0.9169999
GP6	GRCh37	19:55525073-55549632	mrg	smallvar	gene	0.9403477
TNNT1	GRCh37	19:55644162-55660722	mrg	smallvar	gene	0.881099
TNNI3	GRCh37	19:55663137-55669141	mrg	smallvar	gene	0.6040972
SBK3	GRCh37	19:56052023-56056909	mrg	smallvar	gene	1
ZNF419	GRCh37	19:57999079-58006048	mrg	smallvar	gene	0.9931123
SLC27A5	GRCh37	19:58990879-59023780	mrg	smallvar	gene	0.9185131
SEMG1	GRCh37	20:43835638-43838413	mrg	smallvar	gene	0.8216216
PLTP	GRCh37	20:44527399-44540794	mrg	smallvar	gene	0.9546846
CHRNA4	GRCh37	20:61975420-62009753	mrg	smallvar	gene	0.8117263
EEF1A2	GRCh37	20:62119366-62130505	mrg	smallvar	gene	0.8574378
PTK6	GRCh37	20:62159778-62168723	mrg	smallvar	gene	0.9352711
OPRL1	GRCh37	20:62711526-62731996	mrg	smallvar	gene	0.8160723
MYT1	GRCh37	20:62783144-62873604	mrg	smallvar	gene	0.9344351
KCNE1	GRCh37	21:35818988-35884573	mrg	smallvar	gene	0.9979264
CBR3	GRCh37	21:37507210-37518864	mrg	smallvar	gene	0.9267204
NDUFV3	GRCh37	21:44299754-44333414	mrg	smallvar	gene	0.9238859
CBS	GRCh37	21:44473301-44497053	mrg	smallvar	gene	0.9938111
U2AF1	GRCh37	21:44513066-44527697	mrg	smallvar	gene	1
CRYAA	GRCh37	21:44589118-44592915	mrg	smallvar	gene	1
TRAPPC10	GRCh37	21:45432200-45526433	mrg	smallvar	gene	0.9905235
DNMT3L	GRCh37	21:45666222-45682099	mrg	smallvar	gene	0.9860805
COL18A1	GRCh37	21:46825052-46933634	mrg	smallvar	gene	0.9230812
COL6A1	GRCh37	21:47401651-47424964	mrg	smallvar	gene	0.9415777
APOBEC3H	GRCh37	22:39493229-39500072	mrg	smallvar	gene	0.9415461
NDUFA6	GRCh37	22:42481529-42486959	mrg	smallvar	gene	0.7729282
CYB5R3	GRCh37	22:43013846-43045574	mrg	smallvar	gene	0.9387607
A4GALT	GRCh37	22:43088127-43117304	mrg	smallvar	gene	0.9445797
TTLL1	GRCh37	22:43435522-43485434	mrg	smallvar	gene	0.9343645
MLC1	GRCh37	22:50497820-50524331	mrg	smallvar	gene	0.9576025
TUBGCP6	GRCh37	22:50656118-50683421	mrg	smallvar	gene	0.9358678
AGRN	GRCh37	1:955503-991496	mrg	SV	gene	0.9919707
RPL22	GRCh37	1:6241329-6269449	mrg	SV	gene	1
ESPN	GRCh37	1:6484848-6521430	mrg	SV	gene	1
MASP2	GRCh37	1:11086580-11107290	mrg	SV	gene	0.8866731
NPPA	GRCh37	1:11905766-11908402	mrg	SV	gene	1
HMGCL	GRCh37	1:24128375-24165110	mrg	SV	gene	0.9647747
CNR2	GRCh37	1:24197016-24285549	mrg	SV	gene	0.9904217
RHCE	GRCh37	1:25688740-25756683	mrg	SV	gene	0.9988226
PIGV	GRCh37	1:27113963-27124889	mrg	SV	gene	1
AGL	GRCh37	1:100315640-100389579	mrg	SV	gene	0.9981607
EXTL2	GRCh37	1:101337943-101361554	mrg	SV	gene	1
LRIG2	GRCh37	1:113615831-113674882	mrg	SV	gene	1
VANGL1	GRCh37	1:116184574-116240845	mrg	SV	gene	1
FLG	GRCh37	1:152274651-152297679	mrg	SV	gene	0.525013
FLAD1	GRCh37	1:154955814-154965587	mrg	SV	gene	1
MUC1	GRCh37	1:155158300-155162707	mrg	SV	gene	1
HCN3	GRCh37	1:155247374-155259639	mrg	SV	gene	1
FCGR3A	GRCh37	1:161511549-161600917	mrg	SV	gene	1
FCGR2B	GRCh37	1:161551101-161648444	mrg	SV	gene	1
CD247	GRCh37	1:167399877-167487847	mrg	SV	gene	0.9917472
PRG4	GRCh37	1:186265405-186283694	mrg	SV	gene	1
PTPRC	GRCh37	1:198607801-198726545	mrg	SV	gene	1
KISS1	GRCh37	1:204159469-204165614	mrg	SV	gene	1
LBR	GRCh37	1:225589204-225616627	mrg	SV	gene	1
SNTG2	GRCh37	2:946554-1371385	mrg	SV	gene	0.9247748
TPO	GRCh37	2:1377995-1547483	mrg	SV	gene	0.8781388
PXDN	GRCh37	2:1635659-1748624	mrg	SV	gene	0.9466649
KLF11	GRCh37	2:10182976-10194963	mrg	SV	gene	0.9835655
ABCG8	GRCh37	2:44066103-44105605	mrg	SV	gene	1
PCBP1	GRCh37	2:70314585-70316332	mrg	SV	gene	1
MOGS	GRCh37	2:74688184-74692537	mrg	SV	gene	1
RPIA	GRCh37	2:88991162-89050452	mrg	SV	gene	1
RGPD3	GRCh37	2:107021446-107084832	mrg	SV	gene	0.9682896
CASP10	GRCh37	2:202047604-202094129	mrg	SV	gene	1
MLPH	GRCh37	2:238394071-238463961	mrg	SV	gene	0.9430534
ANO7	GRCh37	2:242127924-242164792	mrg	SV	gene	0.9274981
D2HGDH	GRCh37	2:242673994-242708231	mrg	SV	gene	1
CHL1	GRCh37	3:238279-451090	mrg	SV	gene	0.9962878
DAZL	GRCh37	3:16628299-16711813	mrg	SV	gene	1
LZTFL1	GRCh37	3:45864808-45957534	mrg	SV	gene	1
RHOA	GRCh37	3:49396578-49450431	mrg	SV	gene	0.9700481
MST1R	GRCh37	3:49924435-49941299	mrg	SV	gene	1
HYAL1	GRCh37	3:50337320-50349812	mrg	SV	gene	1
RPN1	GRCh37	3:128338817-128399918	mrg	SV	gene	1
BFSP2	GRCh37	3:133118839-133194066	mrg	SV	gene	0.9371502
PCCB	GRCh37	3:135969148-136056738	mrg	SV	gene	1
EIF2B5	GRCh37	3:183852826-184402546	mrg	SV	gene	0.0201721
KNG1	GRCh37	3:186435065-186461743	mrg	SV	gene	1
TM4SF19	GRCh37	3:196042953-196065244	mrg	SV	gene	0.8143197
TM4SF19	GRCh37	3:196046213-196065374	mrg	SV	gene	0.9541256
ZNF141	GRCh37	4:331603-378653	mrg	SV	gene	1
PDE6B	GRCh37	4:619373-664571	mrg	SV	gene	0.9668127
GAK	GRCh37	4:843064-926161	mrg	SV	gene	0.9509489
FGFRL1	GRCh37	4:1003724-1020685	mrg	SV	gene	1
RNF212	GRCh37	4:1050038-1107350	mrg	SV	gene	0.982796
UVSSA	GRCh37	4:1341054-1381837	mrg	SV	gene	0.9934286
DOK7	GRCh37	4:3465033-3503200	mrg	SV	gene	0.9497734
HMX1	GRCh37	4:8847802-8873543	mrg	SV	gene	1
UGT2A1	GRCh37	4:70454135-70518965	mrg	SV	gene	0.9159957
UGT2A2	GRCh37	4:70454135-70505360	mrg	SV	gene	0.8936847
UGT2A1	GRCh37	4:70454912-70518967	mrg	SV	gene	0.9149481
AFP	GRCh37	4:74296855-74321891	mrg	SV	gene	1
DSPP	GRCh37	4:88529681-88538062	mrg	SV	gene	0.7311777
PDLIM3	GRCh37	4:186422851-186456766	mrg	SV	gene	1
FAT1	GRCh37	4:187508937-187647876	mrg	SV	gene	0.9955808
SLC6A18	GRCh37	5:1225470-1246304	mrg	SV	gene	0.9590573
TERT	GRCh37	5:1253262-1295184	mrg	SV	gene	0.8056629
SLC6A3	GRCh37	5:1392909-1445545	mrg	SV	gene	0.9783228
MARVELD2	GRCh37	5:68710939-68740157	mrg	SV	gene	1
SMN1	GRCh37	5:70220768-70249769	mrg	SV	gene	1
TTC37	GRCh37	5:94799599-94890711	mrg	SV	gene	1
LIX1	GRCh37	5:96427574-96478576	mrg	SV	gene	1
SAR1B	GRCh37	5:133936834-133984961	mrg	SV	gene	1
MYOT	GRCh37	5:137203480-137223540	mrg	SV	gene	1
PCDHA10	GRCh37	5:140235595-140391929	mrg	SV	gene	1
NPM1	GRCh37	5:170814120-170838141	mrg	SV	gene	1
FLT4	GRCh37	5:180028506-180076624	mrg	SV	gene	0.8774263
SLC17A5	GRCh37	6:74303102-74363878	mrg	SV	gene	0.9819995
SEC63	GRCh37	6:108188960-108279393	mrg	SV	gene	0.9893623
PCMT1	GRCh37	6:150070579-150132556	mrg	SV	gene	0.9676493
SLC22A1	GRCh37	6:160542821-160579750	mrg	SV	gene	1
SMOC2	GRCh37	6:168841831-169073984	mrg	SV	gene	0.9330829
THBS2	GRCh37	6:169615875-169654139	mrg	SV	gene	0.9577671
SLC29A4	GRCh37	7:5314000-5346501	mrg	SV	gene	1
NOD1	GRCh37	7:30464143-30518400	mrg	SV	gene	1
PPIA	GRCh37	7:44836279-44864163	mrg	SV	gene	1
PSPH	GRCh37	7:56078744-56119297	mrg	SV	gene	1
GUSB	GRCh37	7:65425671-65447301	mrg	SV	gene	1
CLIP2	GRCh37	7:73703805-73820273	mrg	SV	gene	0.9912766
GTF2I	GRCh37	7:74071994-74175026	mrg	SV	gene	1
NCF1	GRCh37	7:74188309-74203659	mrg	SV	gene	1
GTF2IRD2	GRCh37	7:74210483-74267847	mrg	SV	gene	1
ZAN	GRCh37	7:100331249-100395419	mrg	SV	gene	0.8516752
LAMB1	GRCh37	7:107564244-107643700	mrg	SV	gene	0.994412
KLF14	GRCh37	7:130417401-130418888	mrg	SV	gene	1
BRAF	GRCh37	7:140419127-140624564	mrg	SV	gene	0.9990849
TRBV9	GRCh37	7:142239537-142240058	mrg	SV	gene	1
KMT2C	GRCh37	7:151832010-152133090	mrg	SV	gene	0.999545
ARHGEF10	GRCh37	8:1772142-1906807	mrg	SV	gene	0.9273382
IKBKB	GRCh37	8:42128820-42189973	mrg	SV	gene	1
IMPA1	GRCh37	8:82570196-82598928	mrg	SV	gene	0.942886
CDH17	GRCh37	8:95139399-95229531	mrg	SV	gene	1
GPIHBP1	GRCh37	8:144295068-144299044	mrg	SV	gene	1
MAFA	GRCh37	8:144501352-144512576	mrg	SV	gene	0.9808446
KCNV2	GRCh37	9:2717502-2730037	mrg	SV	gene	0.9404069
GALT	GRCh37	9:34638130-34651032	mrg	SV	gene	0.9935669
GALT	GRCh37	9:34646642-34657110	mrg	SV	gene	0.4193733
FXN	GRCh37	9:71650175-71715094	mrg	SV	gene	1
TJP2	GRCh37	9:71736209-71870124	mrg	SV	gene	1
MUSK	GRCh37	9:113431051-113563859	mrg	SV	gene	0.9771625
SLC27A4	GRCh37	9:131102925-131123749	mrg	SV	gene	1
PKN3	GRCh37	9:131464802-131483197	mrg	SV	gene	1
ABO	GRCh37	9:136125788-136150617	mrg	SV	gene	0.9642757
SOHLH1	GRCh37	9:138585253-138591374	mrg	SV	gene	1
INPP5E	GRCh37	9:139323071-139334274	mrg	SV	gene	1
MAN1B1	GRCh37	9:139981379-140003635	mrg	SV	gene	1
GRIN1	GRCh37	9:140032842-140063207	mrg	SV	gene	0.9637082
DCLRE1C	GRCh37	10:14939358-14996431	mrg	SV	gene	1
MRC1	GRCh37	10:18098352-18200091	mrg	SV	gene	1
PDSS1	GRCh37	10:26986588-27035727	mrg	SV	gene	1
PAPSS2	GRCh37	10:89419370-89507462	mrg	SV	gene	1
PTEN	GRCh37	10:89622870-89731687	mrg	SV	gene	1
LIPN	GRCh37	10:90521163-90537999	mrg	SV	gene	1
BTRC	GRCh37	10:103113820-103317078	mrg	SV	gene	0.9978796
