gene	ref	coords	in_mrg	benchmark	region	cov	vars	svs
DMPK	GRCh37	19:46272975-46285810	TRUE	v4	exon	0.859994297	1	NA
DMPK	GRCh37	19:46272975-46285810	TRUE	mrg	gene	0.844721465	11	1
DMPK	GRCh37	19:46272975-46285810	TRUE	mrg	exon	1	2	0
DMPK	GRCh37	19:46272975-46285810	TRUE	hifi	gene	1	NA	NA
FOXA3	GRCh37	19:46367247-46377055	FALSE	v4	gene	0.938723491	5	NA
FOXA3	GRCh37	19:46367247-46377055	FALSE	v4	exon	1	1	NA
FOXA3	GRCh37	19:46367247-46377055	FALSE	mrg	gene	0	0	0
FOXA3	GRCh37	19:46367247-46377055	FALSE	mrg	exon	0	0	0
FOXA3	GRCh37	19:46367247-46377055	FALSE	hifi	gene	1	NA	NA
CCDC8	GRCh37	19:46913629-46916841	FALSE	v4	gene	1	4	NA
CCDC8	GRCh37	19:46913629-46916841	FALSE	v4	exon	1	4	NA
CCDC8	GRCh37	19:46913629-46916841	FALSE	mrg	gene	0	0	0
CCDC8	GRCh37	19:46913629-46916841	FALSE	mrg	exon	0	0	0
CCDC8	GRCh37	19:46913629-46916841	FALSE	hifi	gene	1	NA	NA
CALM3	GRCh37	19:47104331-47114050	FALSE	v4	gene	0.967280584	9	NA
CALM3	GRCh37	19:47104331-47114050	FALSE	v4	exon	0.950065703	2	NA
CALM3	GRCh37	19:47104331-47114050	FALSE	mrg	gene	0	0	0
CALM3	GRCh37	19:47104331-47114050	FALSE	mrg	exon	0	0	0
CALM3	GRCh37	19:47104331-47114050	FALSE	hifi	gene	1	NA	NA
PTGIR	GRCh37	19:47123725-47128375	FALSE	v4	gene	0.973763441	7	NA
PTGIR	GRCh37	19:47123725-47128375	FALSE	v4	exon	1	4	NA
PTGIR	GRCh37	19:47123725-47128375	FALSE	mrg	gene	0	0	0
PTGIR	GRCh37	19:47123725-47128375	FALSE	mrg	exon	0	0	0
PTGIR	GRCh37	19:47123725-47128375	FALSE	hifi	gene	1	NA	NA
FKRP	GRCh37	19:47249303-47280245	FALSE	v4	gene	0.939014931	52	NA
FKRP	GRCh37	19:47249303-47280245	FALSE	v4	exon	1	0	NA
FKRP	GRCh37	19:47249303-47280245	FALSE	mrg	gene	0	0	0
FKRP	GRCh37	19:47249303-47280245	FALSE	mrg	exon	0	0	0
FKRP	GRCh37	19:47249303-47280245	FALSE	hifi	gene	1	NA	NA
SLC1A5	GRCh37	19:47278140-47291851	FALSE	v4	gene	0.984829699	26	NA
SLC1A5	GRCh37	19:47278140-47291851	FALSE	v4	exon	1	8	NA
SLC1A5	GRCh37	19:47278140-47291851	FALSE	mrg	gene	0	0	0
SLC1A5	GRCh37	19:47278140-47291851	FALSE	mrg	exon	0	0	0
SLC1A5	GRCh37	19:47278140-47291851	FALSE	hifi	gene	1	NA	NA
C5AR2	GRCh37	19:47835404-47846606	FALSE	v4	gene	0.926530977	23	NA
C5AR2	GRCh37	19:47835404-47846606	FALSE	v4	exon	0.999645767	1	NA
C5AR2	GRCh37	19:47835404-47846606	FALSE	mrg	gene	0	0	0
C5AR2	GRCh37	19:47835404-47846606	FALSE	mrg	exon	0	0	0
C5AR2	GRCh37	19:47835404-47846606	FALSE	hifi	gene	0	NA	NA
EHD2	GRCh37	19:48216600-48246391	FALSE	v4	gene	0.95216676200000006	44	NA
EHD2	GRCh37	19:48216600-48246391	FALSE	v4	exon	1	8	NA
EHD2	GRCh37	19:48216600-48246391	FALSE	mrg	gene	0	0	0
EHD2	GRCh37	19:48216600-48246391	FALSE	mrg	exon	0	0	0
EHD2	GRCh37	19:48216600-48246391	FALSE	hifi	gene	1	NA	NA
CRX	GRCh37	19:48322703-48346587	FALSE	v4	gene	0.941969519	112	NA
CRX	GRCh37	19:48322703-48346587	FALSE	v4	exon	0.977155655	27	NA
CRX	GRCh37	19:48322703-48346587	FALSE	mrg	gene	0	0	0
CRX	GRCh37	19:48322703-48346587	FALSE	mrg	exon	0	0	0
CRX	GRCh37	19:48322703-48346587	FALSE	hifi	gene	0.738541732	NA	NA
SULT2A1	GRCh37	19:48373723-48389654	FALSE	v4	gene	0.952168728	42	NA
SULT2A1	GRCh37	19:48373723-48389654	FALSE	v4	exon	1	4	NA
SULT2A1	GRCh37	19:48373723-48389654	FALSE	mrg	gene	0	0	0
SULT2A1	GRCh37	19:48373723-48389654	FALSE	mrg	exon	0	0	0
SULT2A1	GRCh37	19:48373723-48389654	FALSE	hifi	gene	0.491929499	NA	NA
LIG1	GRCh37	19:48618702-48673860	FALSE	v4	gene	0.973748142	90	NA
LIG1	GRCh37	19:48618702-48673860	FALSE	v4	exon	0.982121573	4	NA
LIG1	GRCh37	19:48618702-48673860	FALSE	mrg	gene	0	0	0
LIG1	GRCh37	19:48618702-48673860	FALSE	mrg	exon	0	0	0
LIG1	GRCh37	19:48618702-48673860	FALSE	hifi	gene	1	NA	NA
CCDC114	GRCh37	19:48799714-48825151	FALSE	v4	gene	0.980382907	68	NA
CCDC114	GRCh37	19:48799714-48825151	FALSE	v4	exon	1	5	NA
CCDC114	GRCh37	19:48799714-48825151	FALSE	mrg	gene	0	0	0
CCDC114	GRCh37	19:48799714-48825151	FALSE	mrg	exon	0	0	0
CCDC114	GRCh37	19:48799714-48825151	FALSE	hifi	gene	1	NA	NA
SULT2B1	GRCh37	19:49055332-49102682	FALSE	v4	gene	0.912946146	125	NA
SULT2B1	GRCh37	19:49055332-49102682	FALSE	v4	exon	1	2	NA
SULT2B1	GRCh37	19:49055332-49102682	FALSE	mrg	gene	0	0	0
SULT2B1	GRCh37	19:49055332-49102682	FALSE	mrg	exon	0	0	0
SULT2B1	GRCh37	19:49055332-49102682	FALSE	hifi	gene	1	NA	NA
FUT2	GRCh37	19:49199228-49209207	FALSE	v4	gene	0.953602565	23	NA
FUT2	GRCh37	19:49199228-49209207	FALSE	v4	exon	0.916693471	17	NA
FUT2	GRCh37	19:49199228-49209207	FALSE	mrg	gene	0	0	0
FUT2	GRCh37	19:49199228-49209207	FALSE	mrg	exon	0	0	0
FUT2	GRCh37	19:49199228-49209207	FALSE	hifi	gene	1	NA	NA
FUT1	GRCh37	19:49251268-49258647	TRUE	v4	gene	0.85092831	0	NA
FUT1	GRCh37	19:49251268-49258647	TRUE	v4	exon	0.839698256	0	NA
FUT1	GRCh37	19:49251268-49258647	TRUE	mrg	gene	0.99525681	0	0
FUT1	GRCh37	19:49251268-49258647	TRUE	mrg	exon	1	0	0
FUT1	GRCh37	19:49251268-49258647	TRUE	hifi	gene	1	NA	NA
BCAT2	GRCh37	19:49298319-49314286	FALSE	v4	gene	0.966242876	24	NA
BCAT2	GRCh37	19:49298319-49314286	FALSE	v4	exon	1	1	NA
BCAT2	GRCh37	19:49298319-49314286	FALSE	mrg	gene	0	0	0
BCAT2	GRCh37	19:49298319-49314286	FALSE	mrg	exon	0	0	0
BCAT2	GRCh37	19:49298319-49314286	FALSE	hifi	gene	1	NA	NA
BAX	GRCh37	19:49458072-49465055	TRUE	v4	gene	0.887011313	13	NA
BAX	GRCh37	19:49458072-49465055	TRUE	v4	exon	1	1	NA
BAX	GRCh37	19:49458072-49465055	TRUE	mrg	gene	0.977516827	19	0
BAX	GRCh37	19:49458072-49465055	TRUE	mrg	exon	1	1	0
BAX	GRCh37	19:49458072-49465055	TRUE	hifi	gene	1	NA	NA
FTL	GRCh37	19:49468558-49470135	FALSE	v4	gene	1	0	NA
FTL	GRCh37	19:49468558-49470135	FALSE	v4	exon	1	0	NA
FTL	GRCh37	19:49468558-49470135	FALSE	mrg	gene	0	0	0
FTL	GRCh37	19:49468558-49470135	FALSE	mrg	exon	0	0	0
FTL	GRCh37	19:49468558-49470135	FALSE	hifi	gene	1	NA	NA
GYS1	GRCh37	19:49471382-49496567	FALSE	v4	gene	0.955807028	21	NA
GYS1	GRCh37	19:49471382-49496567	FALSE	v4	exon	0.984546221	0	NA
GYS1	GRCh37	19:49471382-49496567	FALSE	mrg	gene	0	0	0
GYS1	GRCh37	19:49471382-49496567	FALSE	mrg	exon	0	0	0
GYS1	GRCh37	19:49471382-49496567	FALSE	hifi	gene	1	NA	NA
LHB	GRCh37	19:49519237-49520338	FALSE	v4	gene	1	1	NA
LHB	GRCh37	19:49519237-49520338	FALSE	v4	exon	1	0	NA
LHB	GRCh37	19:49519237-49520338	FALSE	mrg	gene	0	0	0
LHB	GRCh37	19:49519237-49520338	FALSE	mrg	exon	0	0	0
LHB	GRCh37	19:49519237-49520338	FALSE	hifi	gene	1	NA	NA
CGB	GRCh37	19:49526126-49527590	FALSE	v4	gene	0.985655738	2	NA
CGB	GRCh37	19:49526126-49527590	FALSE	v4	exon	0.97597254	2	NA
CGB	GRCh37	19:49526126-49527590	FALSE	mrg	gene	0	0	0
CGB	GRCh37	19:49526126-49527590	FALSE	mrg	exon	0	0	0
CGB	GRCh37	19:49526126-49527590	FALSE	hifi	gene	1	NA	NA
NTF4	GRCh37	19:49559050-49568333	FALSE	v4	gene	0.951739739	12	NA
NTF4	GRCh37	19:49559050-49568333	FALSE	v4	exon	1	0	NA
NTF4	GRCh37	19:49559050-49568333	FALSE	mrg	gene	0	0	0
NTF4	GRCh37	19:49559050-49568333	FALSE	mrg	exon	0	0	0
NTF4	GRCh37	19:49559050-49568333	FALSE	hifi	gene	1	NA	NA
TRPM4	GRCh37	19:49660998-49715093	TRUE	v4	gene	0.668120898	65	NA
TRPM4	GRCh37	19:49660998-49715093	TRUE	v4	exon	0.751469148	0	NA
TRPM4	GRCh37	19:49660998-49715093	TRUE	mrg	gene	0.904926518	108	2
TRPM4	GRCh37	19:49660998-49715093	TRUE	mrg	exon	0.994857982	1	0
TRPM4	GRCh37	19:49660998-49715093	TRUE	hifi	gene	1	NA	NA
FCGRT	GRCh37	19:50010073-50029590	FALSE	v4	gene	0.926064457	5	NA
FCGRT	GRCh37	19:50010073-50029590	FALSE	v4	exon	1	0	NA
FCGRT	GRCh37	19:50010073-50029590	FALSE	mrg	gene	0	0	0
FCGRT	GRCh37	19:50010073-50029590	FALSE	mrg	exon	0	0	0
FCGRT	GRCh37	19:50010073-50029590	FALSE	hifi	gene	1	NA	NA
BCL2L12	GRCh37	19:50168823-50177173	FALSE	v4	gene	1	1	NA
BCL2L12	GRCh37	19:50168823-50177173	FALSE	v4	exon	1	1	NA
BCL2L12	GRCh37	19:50168823-50177173	FALSE	mrg	gene	0	0	0
BCL2L12	GRCh37	19:50168823-50177173	FALSE	mrg	exon	0	0	0
BCL2L12	GRCh37	19:50168823-50177173	FALSE	hifi	gene	1	NA	NA
FUZ	GRCh37	19:50310126-50320633	FALSE	v4	gene	0.970781384	13	NA
FUZ	GRCh37	19:50310126-50320633	FALSE	v4	exon	1	1	NA
FUZ	GRCh37	19:50310126-50320633	FALSE	mrg	gene	0	0	0
FUZ	GRCh37	19:50310126-50320633	FALSE	mrg	exon	0	0	0
FUZ	GRCh37	19:50310126-50320633	FALSE	hifi	gene	1	NA	NA
MED25	GRCh37	19:50321539-50342073	FALSE	v4	gene	0.961088926	13	NA
MED25	GRCh37	19:50321539-50342073	FALSE	v4	exon	0.995678479	0	NA
MED25	GRCh37	19:50321539-50342073	FALSE	mrg	gene	0	0	0
MED25	GRCh37	19:50321539-50342073	FALSE	mrg	exon	0	0	0
MED25	GRCh37	19:50321539-50342073	FALSE	hifi	gene	1	NA	NA
PNKP	GRCh37	19:50364461-50371166	TRUE	v4	gene	0.27606264	1	NA
PNKP	GRCh37	19:50364461-50371166	TRUE	v4	exon	0.443002257	0	NA
PNKP	GRCh37	19:50364461-50371166	TRUE	mrg	gene	0.974347502	7	1
PNKP	GRCh37	19:50364461-50371166	TRUE	mrg	exon	1	0	0
PNKP	GRCh37	19:50364461-50371166	TRUE	hifi	gene	1	NA	NA
NUP62	GRCh37	19:50410082-50433020	FALSE	v4	gene	0.962464033	31	NA
NUP62	GRCh37	19:50410082-50433020	FALSE	v4	exon	0.979839499	6	NA
NUP62	GRCh37	19:50410082-50433020	FALSE	mrg	gene	0	0	0
NUP62	GRCh37	19:50410082-50433020	FALSE	mrg	exon	0	0	0
NUP62	GRCh37	19:50410082-50433020	FALSE	hifi	gene	1	NA	NA
SIGLEC16	GRCh37	19:50472857-50479071	TRUE	v4	gene	0.888477631	54	NA
SIGLEC16	GRCh37	19:50472857-50479071	TRUE	v4	exon	0	0	NA
SIGLEC16	GRCh37	19:50472857-50479071	TRUE	mrg	gene	1	88	0
SIGLEC16	GRCh37	19:50472857-50479071	TRUE	mrg	exon	0	0	0
SIGLEC16	GRCh37	19:50472857-50479071	TRUE	hifi	gene	1	NA	NA
MYH14	GRCh37	19:50691443-50813802	FALSE	v4	gene	0.941598084	329	NA
MYH14	GRCh37	19:50691443-50813802	FALSE	v4	exon	0.977698356	6	NA
MYH14	GRCh37	19:50691443-50813802	FALSE	mrg	gene	0	0	0
MYH14	GRCh37	19:50691443-50813802	FALSE	mrg	exon	0	0	0
MYH14	GRCh37	19:50691443-50813802	FALSE	hifi	gene	1	NA	NA
KCNC3	GRCh37	19:50815194-50836772	FALSE	v4	gene	0.922050236	25	NA
KCNC3	GRCh37	19:50815194-50836772	FALSE	v4	exon	0.862188584	2	NA
KCNC3	GRCh37	19:50815194-50836772	FALSE	mrg	gene	0	0	0
KCNC3	GRCh37	19:50815194-50836772	FALSE	mrg	exon	0	0	0
KCNC3	GRCh37	19:50815194-50836772	FALSE	hifi	gene	1	NA	NA
NR1H2	GRCh37	19:50832910-50886239	FALSE	v4	gene	0.933338334	72	NA
NR1H2	GRCh37	19:50832910-50886239	FALSE	v4	exon	0.930321961	2	NA
NR1H2	GRCh37	19:50832910-50886239	FALSE	mrg	gene	0	0	0
NR1H2	GRCh37	19:50832910-50886239	FALSE	mrg	exon	0	0	0
NR1H2	GRCh37	19:50832910-50886239	FALSE	hifi	gene	1	NA	NA
POLD1	GRCh37	19:50887461-50921273	FALSE	v4	gene	0.912072637	30	NA
POLD1	GRCh37	19:50887461-50921273	FALSE	v4	exon	0.997368421	0	NA
POLD1	GRCh37	19:50887461-50921273	FALSE	mrg	gene	0	0	0
POLD1	GRCh37	19:50887461-50921273	FALSE	mrg	exon	0	0	0
POLD1	GRCh37	19:50887461-50921273	FALSE	hifi	gene	1	NA	NA
KLK1	GRCh37	19:51322404-51327043	FALSE	v4	gene	1	7	NA
KLK1	GRCh37	19:51322404-51327043	FALSE	v4	exon	1	2	NA
KLK1	GRCh37	19:51322404-51327043	FALSE	mrg	gene	0	0	0
KLK1	GRCh37	19:51322404-51327043	FALSE	mrg	exon	0	0	0
KLK1	GRCh37	19:51322404-51327043	FALSE	hifi	gene	1	NA	NA
KLK2	GRCh37	19:51364824-51383823	FALSE	v4	gene	0.966156113	61	NA
KLK2	GRCh37	19:51364824-51383823	FALSE	v4	exon	1	2	NA
KLK2	GRCh37	19:51364824-51383823	FALSE	mrg	gene	0	0	0
KLK2	GRCh37	19:51364824-51383823	FALSE	mrg	exon	0	0	0
KLK2	GRCh37	19:51364824-51383823	FALSE	hifi	gene	1	NA	NA
KLK4	GRCh37	19:51409608-51413994	TRUE	v4	gene	0.81623347	9	NA
KLK4	GRCh37	19:51409608-51413994	TRUE	v4	exon	0.477645306	2	NA
KLK4	GRCh37	19:51409608-51413994	TRUE	mrg	gene	0.886456908	10	1
KLK4	GRCh37	19:51409608-51413994	TRUE	mrg	exon	0.628912072	2	1
KLK4	GRCh37	19:51409608-51413994	TRUE	hifi	gene	1	NA	NA
KLK12	GRCh37	19:51532348-51538486	FALSE	v4	gene	0.992668622	11	NA
KLK12	GRCh37	19:51532348-51538486	FALSE	v4	exon	1	2	NA
KLK12	GRCh37	19:51532348-51538486	FALSE	mrg	gene	0	0	0
KLK12	GRCh37	19:51532348-51538486	FALSE	mrg	exon	0	0	0
KLK12	GRCh37	19:51532348-51538486	FALSE	hifi	gene	1	NA	NA
ETFB	GRCh37	19:51848423-51869672	TRUE	v4	gene	0.672878724	60	NA
ETFB	GRCh37	19:51848423-51869672	TRUE	v4	exon	0.64239307	5	NA
ETFB	GRCh37	19:51848423-51869672	TRUE	mrg	gene	0.910207539	98	1
ETFB	GRCh37	19:51848423-51869672	TRUE	mrg	exon	0.991878722	7	0
ETFB	GRCh37	19:51848423-51869672	TRUE	hifi	gene	1	NA	NA
LIM2	GRCh37	19:51883163-51891214	FALSE	v4	gene	0.965470128	19	NA
LIM2	GRCh37	19:51883163-51891214	FALSE	v4	exon	1	0	NA
LIM2	GRCh37	19:51883163-51891214	FALSE	mrg	gene	0	0	0
LIM2	GRCh37	19:51883163-51891214	FALSE	mrg	exon	0	0	0
LIM2	GRCh37	19:51883163-51891214	FALSE	hifi	gene	1	NA	NA
SIGLEC12	GRCh37	19:51994611-52005043	FALSE	v4	gene	0.947756902	29	NA
SIGLEC12	GRCh37	19:51994611-52005043	FALSE	v4	exon	1	7	NA
SIGLEC12	GRCh37	19:51994611-52005043	FALSE	mrg	gene	0	0	0
SIGLEC12	GRCh37	19:51994611-52005043	FALSE	mrg	exon	0	0	0
SIGLEC12	GRCh37	19:51994611-52005043	FALSE	hifi	gene	1	NA	NA
SIGLEC14	GRCh37	19:52145806-52150054	FALSE	v4	gene	0.950094162	4	NA
SIGLEC14	GRCh37	19:52145806-52150054	FALSE	v4	exon	0.946745562	1	NA
SIGLEC14	GRCh37	19:52145806-52150054	FALSE	mrg	gene	0	0	0
SIGLEC14	GRCh37	19:52145806-52150054	FALSE	mrg	exon	0	0	0
SIGLEC14	GRCh37	19:52145806-52150054	FALSE	hifi	gene	1	NA	NA
MIRLET7E	GRCh37	19:52196039-52196117	FALSE	v4	gene	1	0	NA
MIRLET7E	GRCh37	19:52196039-52196117	FALSE	v4	exon	0	0	NA
MIRLET7E	GRCh37	19:52196039-52196117	FALSE	mrg	gene	0	0	0
MIRLET7E	GRCh37	19:52196039-52196117	FALSE	mrg	exon	0	0	0
MIRLET7E	GRCh37	19:52196039-52196117	FALSE	hifi	gene	1	NA	NA
MIR125A	GRCh37	19:52196507-52196592	FALSE	v4	gene	1	0	NA
MIR125A	GRCh37	19:52196507-52196592	FALSE	v4	exon	0	0	NA
MIR125A	GRCh37	19:52196507-52196592	FALSE	mrg	gene	0	0	0
MIR125A	GRCh37	19:52196507-52196592	FALSE	mrg	exon	0	0	0
MIR125A	GRCh37	19:52196507-52196592	FALSE	hifi	gene	1	NA	NA
FPR1	GRCh37	19:52248425-52307363	FALSE	v4	gene	0.979045777	117	NA
FPR1	GRCh37	19:52248425-52307363	FALSE	v4	exon	1	6	NA
FPR1	GRCh37	19:52248425-52307363	FALSE	mrg	gene	0	0	0
FPR1	GRCh37	19:52248425-52307363	FALSE	mrg	exon	0	0	0
FPR1	GRCh37	19:52248425-52307363	FALSE	hifi	gene	1	NA	NA
PPP2R1A	GRCh37	19:52693292-52730687	FALSE	v4	gene	0.985907207	65	NA
PPP2R1A	GRCh37	19:52693292-52730687	FALSE	v4	exon	1	6	NA
PPP2R1A	GRCh37	19:52693292-52730687	FALSE	mrg	gene	0	0	0
PPP2R1A	GRCh37	19:52693292-52730687	FALSE	mrg	exon	0	0	0
PPP2R1A	GRCh37	19:52693292-52730687	FALSE	hifi	gene	1	NA	NA
ZNF480	GRCh37	19:52800430-52829175	FALSE	v4	gene	0.989145938	12	NA
ZNF480	GRCh37	19:52800430-52829175	FALSE	v4	exon	0.996408198	0	NA
ZNF480	GRCh37	19:52800430-52829175	FALSE	mrg	gene	0	0	0
ZNF480	GRCh37	19:52800430-52829175	FALSE	mrg	exon	0	0	0
ZNF480	GRCh37	19:52800430-52829175	FALSE	hifi	gene	1	NA	NA
ZNF331	GRCh37	19:54024235-54083523	FALSE	v4	gene	0.972237215	119	NA
ZNF331	GRCh37	19:54024235-54083523	FALSE	v4	exon	0.981212336	10	NA
ZNF331	GRCh37	19:54024235-54083523	FALSE	mrg	gene	0	0	0
ZNF331	GRCh37	19:54024235-54083523	FALSE	mrg	exon	0	0	0
ZNF331	GRCh37	19:54024235-54083523	FALSE	hifi	gene	1	NA	NA
NLRP12	GRCh37	19:54296857-54327648	TRUE	v4	gene	0.880614465	81	NA
NLRP12	GRCh37	19:54296857-54327648	TRUE	v4	exon	0.988296489	6	NA
NLRP12	GRCh37	19:54296857-54327648	TRUE	mrg	gene	0.971809944	115	1
NLRP12	GRCh37	19:54296857-54327648	TRUE	mrg	exon	0.998959688	6	0
NLRP12	GRCh37	19:54296857-54327648	TRUE	hifi	gene	1	NA	NA
PRKCG	GRCh37	19:54382444-54410906	TRUE	v4	gene	0.856018551	21	NA
PRKCG	GRCh37	19:54382444-54410906	TRUE	v4	exon	1	2	NA
PRKCG	GRCh37	19:54382444-54410906	TRUE	mrg	gene	0.933314595	30	0
PRKCG	GRCh37	19:54382444-54410906	TRUE	mrg	exon	1	2	0
PRKCG	GRCh37	19:54382444-54410906	TRUE	hifi	gene	1	NA	NA
TFPT	GRCh37	19:54610320-54619055	FALSE	v4	gene	0.289410418	1	NA
TFPT	GRCh37	19:54610320-54619055	FALSE	v4	exon	0.572143453	0	NA
TFPT	GRCh37	19:54610320-54619055	FALSE	mrg	gene	0	0	0
TFPT	GRCh37	19:54610320-54619055	FALSE	mrg	exon	0	0	0
TFPT	GRCh37	19:54610320-54619055	FALSE	hifi	gene	0.971991382	NA	NA
PRPF31	GRCh37	19:54618837-54635140	FALSE	v4	gene	0.908115071	24	NA
PRPF31	GRCh37	19:54618837-54635140	FALSE	v4	exon	0.990530303	0	NA
PRPF31	GRCh37	19:54618837-54635140	FALSE	mrg	gene	0	0	0
PRPF31	GRCh37	19:54618837-54635140	FALSE	mrg	exon	0	0	0
PRPF31	GRCh37	19:54618837-54635140	FALSE	hifi	gene	0.969912793	NA	NA
CNOT3	GRCh37	19:54641444-54659419	FALSE	v4	gene	0.994325452	28	NA
CNOT3	GRCh37	19:54641444-54659419	FALSE	v4	exon	1	5	NA
CNOT3	GRCh37	19:54641444-54659419	FALSE	mrg	gene	0	0	0
CNOT3	GRCh37	19:54641444-54659419	FALSE	mrg	exon	0	0	0
CNOT3	GRCh37	19:54641444-54659419	FALSE	hifi	gene	0.970780509	NA	NA
MBOAT7	GRCh37	19:54677107-54693733	TRUE	v4	gene	0.8599182	23	NA
MBOAT7	GRCh37	19:54677107-54693733	TRUE	v4	exon	1	5	NA
MBOAT7	GRCh37	19:54677107-54693733	TRUE	mrg	gene	0.99127872	27	0
MBOAT7	GRCh37	19:54677107-54693733	TRUE	mrg	exon	1	5	0
MBOAT7	GRCh37	19:54677107-54693733	TRUE	hifi	gene	1	NA	NA
TSEN34	GRCh37	19:54693789-54697585	FALSE	v4	gene	0.971812434	6	NA
TSEN34	GRCh37	19:54693789-54697585	FALSE	v4	exon	1	2	NA
TSEN34	GRCh37	19:54693789-54697585	FALSE	mrg	gene	0	0	0
TSEN34	GRCh37	19:54693789-54697585	FALSE	mrg	exon	0	0	0
TSEN34	GRCh37	19:54693789-54697585	FALSE	hifi	gene	1	NA	NA
KIR3DL1	GRCh37	19:55235969-55378448	FALSE	v4	gene	0	0	NA
KIR3DL1	GRCh37	19:55235969-55378448	FALSE	v4	exon	0	0	NA
KIR3DL1	GRCh37	19:55235969-55378448	FALSE	mrg	gene	0	0	0
KIR3DL1	GRCh37	19:55235969-55378448	FALSE	mrg	exon	0	0	0
KIR3DL1	GRCh37	19:55235969-55378448	FALSE	hifi	gene	0.679875493	NA	NA
KIR2DL3	GRCh37	19:55249980-55295776	FALSE	v4	gene	0	0	NA
KIR2DL3	GRCh37	19:55249980-55295776	FALSE	v4	exon	0	0	NA
KIR2DL3	GRCh37	19:55249980-55295776	FALSE	mrg	gene	0	0	0
KIR2DL3	GRCh37	19:55249980-55295776	FALSE	mrg	exon	0	0	0
KIR2DL3	GRCh37	19:55249980-55295776	FALSE	hifi	gene	1	NA	NA
KIR2DL1	GRCh37	19:55281263-55295774	FALSE	v4	gene	0	0	NA
KIR2DL1	GRCh37	19:55281263-55295774	FALSE	v4	exon	0	0	NA
KIR2DL1	GRCh37	19:55281263-55295774	FALSE	mrg	gene	0	0	0
KIR2DL1	GRCh37	19:55281263-55295774	FALSE	mrg	exon	0	0	0
KIR2DL1	GRCh37	19:55281263-55295774	FALSE	hifi	gene	1	NA	NA
NLRP7	GRCh37	19:55434877-55477680	TRUE	v4	gene	0.821648015	88	NA
NLRP7	GRCh37	19:55434877-55477680	TRUE	v4	exon	0.941114891	5	NA
NLRP7	GRCh37	19:55434877-55477680	TRUE	mrg	gene	0.907272855	104	1
NLRP7	GRCh37	19:55434877-55477680	TRUE	mrg	exon	0.946872546	5	0
NLRP7	GRCh37	19:55434877-55477680	TRUE	hifi	gene	1	NA	NA
NLRP2	GRCh37	19:55464498-55512510	TRUE	v4	gene	0.318316254	9	NA
NLRP2	GRCh37	19:55464498-55512510	TRUE	v4	exon	0.532953621	1	NA
NLRP2	GRCh37	19:55464498-55512510	TRUE	mrg	gene	0.916999917	97	2
NLRP2	GRCh37	19:55464498-55512510	TRUE	mrg	exon	0.932465419	6	0
NLRP2	GRCh37	19:55464498-55512510	TRUE	hifi	gene	1	NA	NA
GP6	GRCh37	19:55525073-55549632	TRUE	v4	gene	0.846532839	80	NA
GP6	GRCh37	19:55525073-55549632	TRUE	v4	exon	1	14	NA
GP6	GRCh37	19:55525073-55549632	TRUE	mrg	gene	0.940347734	115	0
GP6	GRCh37	19:55525073-55549632	TRUE	mrg	exon	1	14	0
GP6	GRCh37	19:55525073-55549632	TRUE	hifi	gene	1	NA	NA
TNNT1	GRCh37	19:55644162-55660722	TRUE	v4	gene	0.103321256	2	NA
TNNT1	GRCh37	19:55644162-55660722	TRUE	v4	exon	0.276749799	1	NA
TNNT1	GRCh37	19:55644162-55660722	TRUE	mrg	gene	0.881099034	28	1
TNNT1	GRCh37	19:55644162-55660722	TRUE	mrg	exon	0.967819791	2	0
TNNT1	GRCh37	19:55644162-55660722	TRUE	hifi	gene	1	NA	NA
TNNI3	GRCh37	19:55663137-55669141	TRUE	v4	gene	0.73934044	8	NA
TNNI3	GRCh37	19:55663137-55669141	TRUE	v4	exon	1	0	NA
TNNI3	GRCh37	19:55663137-55669141	TRUE	mrg	gene	0.604097268	7	0
TNNI3	GRCh37	19:55663137-55669141	TRUE	mrg	exon	0.681490385	0	0
TNNI3	GRCh37	19:55663137-55669141	TRUE	hifi	gene	1	NA	NA
DNAAF3	GRCh37	19:55670031-55678090	FALSE	v4	gene	0.936468544	15	NA
DNAAF3	GRCh37	19:55670031-55678090	FALSE	v4	exon	1	4	NA
DNAAF3	GRCh37	19:55670031-55678090	FALSE	mrg	gene	0	0	0
DNAAF3	GRCh37	19:55670031-55678090	FALSE	mrg	exon	0	0	0
DNAAF3	GRCh37	19:55670031-55678090	FALSE	hifi	gene	1	NA	NA
SBK3	GRCh37	19:56052023-56056909	TRUE	v4	gene	0.762996316	8	NA
SBK3	GRCh37	19:56052023-56056909	TRUE	v4	exon	0	0	NA
SBK3	GRCh37	19:56052023-56056909	TRUE	mrg	gene	1	14	0
SBK3	GRCh37	19:56052023-56056909	TRUE	mrg	exon	0	0	0
SBK3	GRCh37	19:56052023-56056909	TRUE	hifi	gene	1	NA	NA
ZIM2	GRCh37	19:57285920-57352097	FALSE	v4	gene	0.980083715	38	NA
ZIM2	GRCh37	19:57285920-57352097	FALSE	v4	exon	1	3	NA
ZIM2	GRCh37	19:57285920-57352097	FALSE	mrg	gene	0	0	0
ZIM2	GRCh37	19:57285920-57352097	FALSE	mrg	exon	0	0	0
ZIM2	GRCh37	19:57285920-57352097	FALSE	hifi	gene	1	NA	NA
PEG3	GRCh37	19:57321445-57352096	FALSE	v4	gene	0.970767675	25	NA
PEG3	GRCh37	19:57321445-57352096	FALSE	v4	exon	1	9	NA
