gene	ref	chrom	start	end	data_set	avg_cov	bp_cov_by_100X	bp_cov_by_20X
RAB27A	GRCh37	15	55495164	55611311	ONT	66.18	0	1
DYX1C1-CCPG1	GRCh37	15	55647446	55790558	ONT	67.18	0	1
C15orf65	GRCh37	15	55700746	55710962	ONT	67.47	0	1
DYX1C1	GRCh37	15	55702723	55800432	ONT	65.81	0	1
NEDD4	GRCh37	15	56119120	56285944	ONT	59.81	0	1
TCF12	GRCh37	15	57210821	57591479	ONT	60.79	0	1
POLR2M	GRCh37	15	57884231	58074960	ONT	58.46	0	1
ALDH1A2	GRCh37	15	58245622	58790065	ONT	58.49	0	1
LIPC	GRCh37	15	58702768	58861151	ONT	58.48	0	1
ADAM10	GRCh37	15	58887403	59042177	ONT	66.28	0	1
MYO1E	GRCh37	15	59427113	59665099	ONT	59.08	0	1
RORA	GRCh37	15	60780483	61521518	ONT	59.61	0	1
TPM1	GRCh37	15	63334831	63364114	ONT	61.09	0	1
CA12	GRCh37	15	63613577	63674360	ONT	64.64	0	1
PPIB	GRCh37	15	64448011	64455404	ONT	60.72	0	1
SPG21	GRCh37	15	65255362	65282648	ONT	151.62	0.0586006	1
MTFMT	GRCh37	15	65294845	65321977	ONT	62.08	0	1
KBTBD13	GRCh37	15	65369154	65372276	ONT	63.76	0	1
CILP	GRCh37	15	65488337	65503826	ONT	67.7	0	1
SLC24A1	GRCh37	15	65903704	65953333	ONT	73.53	0	1
MAP2K1	GRCh37	15	66679155	66784650	ONT	67.68	0	1
SNAPC5	GRCh37	15	66782473	66790151	ONT	61.74	0	1
SMAD6	GRCh37	15	66994566	67074338	ONT	45.8	0	1
SMAD3	GRCh37	15	67356101	67487533	ONT	55.44	0	1
AAGAB	GRCh37	15	67493371	67547533	ONT	59.35	0	1
CLN6	GRCh37	15	68499330	68549549	ONT	64.89	0	1
FEM1B	GRCh37	15	68570141	68588203	ONT	63.2	0	1
UACA	GRCh37	15	70946893	71055932	ONT	63.8	0	1
NR2E3	GRCh37	15	72084977	72110600	ONT	63.21	0	1
PKM	GRCh37	15	72491370	72524164	ONT	62.59	0	1
HEXA	GRCh37	15	72635775	72668817	ONT	61.06	0	1
BBS4	GRCh37	15	72978527	73030817	ONT	61.49	0	1
HCN4	GRCh37	15	73612200	73661605	ONT	59.58	0	1
LOXL1	GRCh37	15	74218330	74244478	ONT	56.71	0	1
PML	GRCh37	15	74287014	74340153	ONT	62.61	0	1
STRA6	GRCh37	15	74471807	74504608	ONT	57.12	0	1
CYP11A1	GRCh37	15	74630100	74660081	ONT	62.3	0	1
SEMA7A	GRCh37	15	74701630	74726808	ONT	57.07	0	1
CYP1A2	GRCh37	15	75041185	75048543	ONT	61.17	0	1
MPI	GRCh37	15	75182346	75191798	ONT	56.63	0	1
ETFA	GRCh37	15	76507696	76603813	ONT	55.96	0	1
PSTPIP1	GRCh37	15	77285700	77329673	ONT	42.79	0	0.976373358
CIB2	GRCh37	15	78396948	78423886	ONT	59.59	0	1
CHRNA5	GRCh37	15	78857862	78887611	ONT	51.8	0	1
CHRNA3	GRCh37	15	78885394	78913637	ONT	43	0	1
CHRNB4	GRCh37	15	78916461	79020096	ONT	46.28	0	1
MIR184	GRCh37	15	79502130	79502213	ONT	71.13	0	1
MTHFS	GRCh37	15	80125927	80189721	ONT	59.96	0	1
FAH	GRCh37	15	80444832	80479288	ONT	53.18	0	1
MESDC2	GRCh37	15	81239667	81282219	ONT	70.97	0	1
RPS17	GRCh37	15	82821158	82824972	ONT	6.95	0	0.045852924
AP3B2	GRCh37	15	83328033	83378666	ONT	63.13	0	1
ADAMTSL3	GRCh37	15	84322838	84708594	ONT	53.98	0	1
ZNF592	GRCh37	15	85291866	85349659	ONT	67.24	0	1
SLC28A1	GRCh37	15	85427885	85518876	ONT	66.97	0	1
NTRK3	GRCh37	15	88418230	88799999	ONT	52.64	0	1
ACAN	GRCh37	15	89346674	89418585	ONT	51.19	0	1
MFGE8	GRCh37	15	89441916	89456642	ONT	51.81	0	1
RLBP1	GRCh37	15	89753100	89764982	ONT	51.06	0	1
FANCI	GRCh37	15	89787180	89860492	ONT	53	0.002453403	1
POLG	GRCh37	15	89859534	89878092	ONT	53.9	0.00474743	1
KIF7	GRCh37	15	90152020	90198682	ONT	62.31	0	1
PLIN1	GRCh37	15	90207596	90222658	ONT	63	0	1
MESP2	GRCh37	15	90303822	90321982	ONT	61.88	0	1
IDH2	GRCh37	15	90626277	90645736	ONT	56.75	0	1
CRTC3	GRCh37	15	91073157	91188577	ONT	59.75	0	1
BLM	GRCh37	15	91260558	91358859	ONT	71.22	0	1
FES	GRCh37	15	91426925	91439006	ONT	51.3	0	1
VPS33B	GRCh37	15	91541646	91565833	ONT	67.07	0	1
SV2B	GRCh37	15	91643180	91844539	ONT	65.13	0	1
ST8SIA2	GRCh37	15	92937058	93011958	ONT	56.41	0	1
CHD2	GRCh37	15	93426526	93571237	ONT	64.37	0	1
RGMA	GRCh37	15	93586636	93632433	ONT	58.18	0	1
NR2F2	GRCh37	15	96869167	96883492	ONT	53.97	0	1
IGF1R	GRCh37	15	99192200	99507759	ONT	61.08	0	1
MEF2A	GRCh37	15	100017370	100256671	ONT	60.49	0	1
ADAMTS17	GRCh37	15	100511794	100882210	ONT	56.44	0	1
LINS	GRCh37	15	101099574	101143435	ONT	61.26	0	1
ALDH1A3	GRCh37	15	101417919	101456831	ONT	53.82	0	1
CHSY1	GRCh37	15	101715928	101792137	ONT	64.96	0	1
MPG	GRCh37	16	127006	135852	ONT	53.67	0	1
HBM	GRCh37	16	203891	216767	ONT	47.71	0	1
HBA2	GRCh37	16	222846	223709	ONT	45.32	0	1
HBA1	GRCh37	16	226679	227521	ONT	44.84	0	1
AXIN1	GRCh37	16	337440	402673	ONT	44.9	0	1
TMEM8A	GRCh37	16	420773	437113	ONT	52.15	0	1
CCDC78	GRCh37	16	772582	776954	ONT	39.27	0	1
LMF1	GRCh37	16	903634	1031318	ONT	46.14	0	1
SOX8	GRCh37	16	1031808	1036979	ONT	50.11	0	1
SSTR5	GRCh37	16	1122756	1131454	ONT	41.35	0	1
CACNA1H	GRCh37	16	1203241	1271771	ONT	45.19	0	1
GNPTG	GRCh37	16	1401924	1413352	ONT	46.08	0	0.985416505
UNKL	GRCh37	16	1413206	1464752	ONT	46.13	0	0.991807397
CLCN7	GRCh37	16	1494935	1525581	ONT	41.16	0	1
IFT140	GRCh37	16	1560428	1662111	ONT	51.5	0	1
IGFALS	GRCh37	16	1840414	1844972	ONT	55.31	0	1
GFER	GRCh37	16	2034208	2037750	ONT	47.74	0	1
NTHL1	GRCh37	16	2089816	2097867	ONT	43.41	0	1
TSC2	GRCh37	16	2097466	2138716	ONT	47.28	0	1
PKD1	GRCh37	16	2138711	2185899	ONT	50.77	0	1
TRAF7	GRCh37	16	2205699	2228130	ONT	49.6	0	1
ECI1	GRCh37	16	2289396	2302301	ONT	45.5	0	1
ABCA3	GRCh37	16	2325882	2390747	ONT	49.84	0	1
TBC1D24	GRCh37	16	2525147	2555735	ONT	52.23	0	1
PDPK1	GRCh37	16	2587965	2653189	ONT	41.86	0	1
ZNF213	GRCh37	16	3179778	3192806	ONT	57	0	1
MEFV	GRCh37	16	3292028	3306627	ONT	58.93	0	1
SLX4	GRCh37	16	3631182	3661599	ONT	63.89	0	1
DNASE1	GRCh37	16	3661729	3730144	ONT	57.65	0	1
CREBBP	GRCh37	16	3775055	3930727	ONT	63.29	0	1
ADCY9	GRCh37	16	4003388	4166186	ONT	56.22	0	1
GLIS2	GRCh37	16	4364762	4389598	ONT	58.51	0	1
ROGDI	GRCh37	16	4846969	4852951	ONT	61.52	0	1
NAGPA	GRCh37	16	5074845	5084142	ONT	54.76	0	1
ALG1	GRCh37	16	5083703	5137380	ONT	57.49	0	1
TMEM114	GRCh37	16	8619502	8622304	ONT	61.11	0.076912294	0.874234849
ABAT	GRCh37	16	8768422	8878432	ONT	49.4	0	1
PMM2	GRCh37	16	8882680	8943188	ONT	44.84	0	1
USP7	GRCh37	16	8985951	9058371	ONT	50.57	0	1
GRIN2A	GRCh37	16	9852376	10276611	ONT	58.14	0	1
CIITA	GRCh37	16	10971055	11026079	ONT	59.2	0	1
RMI2	GRCh37	16	11343476	11445619	ONT	56.94	0	1
SOCS1	GRCh37	16	11348262	11350036	ONT	57.46	0	1
PRM2	GRCh37	16	11369496	11370337	ONT	53.6	0	1
PRM1	GRCh37	16	11374693	11375207	ONT	54.21	0	1
LITAF	GRCh37	16	11641853	11730237	ONT	62.15	0	1
TNFRSF17	GRCh37	16	12058964	12061925	ONT	54.94	0	1
SNX29	GRCh37	16	12070594	12668146	ONT	56.08	1.145e-4	1
ERCC4	GRCh37	16	14014014	14046202	ONT	65.19	0	1
PLA2G10	GRCh37	16	14766405	14788526	ONT	59.86	0	1
NDE1	GRCh37	16	15737124	15820210	ONT	46.11	0	1
MYH11	GRCh37	16	15797029	15950890	ONT	48.12	0	1
ABCC1	GRCh37	16	16043434	16236931	ONT	53.68	0	1
ABCC6	GRCh37	16	16242785	16317379	ONT	56.67	0	1
XYLT1	GRCh37	16	17195626	17564738	ONT	59.19	0	1
SMG1	GRCh37	16	18816175	18937776	ONT	58.78	0	1
GPR139	GRCh37	16	20042807	20085239	ONT	52.65	0	1
UMOD	GRCh37	16	20344374	20367623	ONT	62.47	0	1
ACSM2B	GRCh37	16	20547548	20587749	ONT	65.85	0	1
ACSM3	GRCh37	16	20621565	20808903	ONT	66.16	0	1
CRYM	GRCh37	16	21250195	21314404	ONT	61.18	0	1
OTOA	GRCh37	16	21689835	21772050	ONT	63.23	0	1
UQCRC2	GRCh37	16	21963981	21994981	ONT	70.14	0	1
SCNN1G	GRCh37	16	23194036	23228204	ONT	65.78	0	1
SCNN1B	GRCh37	16	23289552	23392620	ONT	66.4	0	1
COG7	GRCh37	16	23399814	23464501	ONT	59.37	0	1
EARS2	GRCh37	16	23533335	23569052	ONT	65.39	0	1
PALB2	GRCh37	16	23614488	23652631	ONT	56.04	0	1
PRKCB	GRCh37	16	23847322	24231932	ONT	58.83	0	1
CACNG3	GRCh37	16	24266874	24374122	ONT	46.87	0	1
SLC5A11	GRCh37	16	24857162	24922949	ONT	57.67	0	1
IL4R	GRCh37	16	27324989	27376099	ONT	65.83	0	1
IL21R	GRCh37	16	27413483	27462115	ONT	57.31	0	1
CLN3	GRCh37	16	28477974	28503333	ONT	55.2	0	1
SULT1A1	GRCh37	16	28616903	28634946	ONT	79.63	0.16046724	1
TUFM	GRCh37	16	28853732	28857729	ONT	53.49	0	1
MIR4721	GRCh37	16	28855240	28855328	ONT	53.97	0	1
SH2B1	GRCh37	16	28857921	28885526	ONT	52.58	0	1
ATP2A1	GRCh37	16	28889726	28915830	ONT	47.66	0	1
CD19	GRCh37	16	28943260	28950667	ONT	48.74	0	1
KIF22	GRCh37	16	29802040	29816706	ONT	54.65	0	1
PRRT2	GRCh37	16	29823177	29827201	ONT	53.66	0	1
SEZ6L2	GRCh37	16	29882480	29910868	ONT	61.79	0	1
KCTD13	GRCh37	16	29916333	29938356	ONT	69.58	0	1
DOC2A	GRCh37	16	30016830	30034591	ONT	57.92	0	1
ALDOA	GRCh37	16	30064411	30081778	ONT	61.31	0	1
CORO1A	GRCh37	16	30194148	30200397	ONT	69.57	0.002983848	1
SRCAP	GRCh37	16	30709530	30755602	ONT	56.01	0	1
PHKG2	GRCh37	16	30759591	30772490	ONT	54.01	0	1
CTF1	GRCh37	16	30907928	30914881	ONT	63.86	0.007092199	1
HSD3B7	GRCh37	16	30996519	31000473	ONT	69.61	0	1
VKORC1	GRCh37	16	31102163	31107301	ONT	62.06	0	1
BCKDK	GRCh37	16	31117428	31124110	ONT	65.52	0	1
PRSS8	GRCh37	16	31142756	31147083	ONT	60.53	0	1
FUS	GRCh37	16	31191431	31203127	ONT	52.06	0	1
ITGAM	GRCh37	16	31271311	31344213	ONT	60.02	0	1
SLC5A2	GRCh37	16	31494323	31502181	ONT	49.78	0	1
AHSP	GRCh37	16	31539185	31540124	ONT	57.83	0	1
VPS35	GRCh37	16	46690054	46723430	ONT	68.41	0	1
ORC6	GRCh37	16	46723555	46732306	ONT	67.64	0	1
PHKB	GRCh37	16	47495034	47735434	ONT	55.74	0	1
ZNF423	GRCh37	16	49521435	49891830	ONT	56.15	0	1
NOD2	GRCh37	16	50727514	50766988	ONT	53.2	0	1
CYLD	GRCh37	16	50775961	50835846	ONT	56.35	0	1
SALL1	GRCh37	16	51169886	51185278	ONT	66.2	0	1
CASC16	GRCh37	16	52586002	52686017	ONT	52.66	0	1
RBL2	GRCh37	16	53467889	53525561	ONT	60.46	0	1
RPGRIP1L	GRCh37	16	53631595	53737850	ONT	61.24	0	1
FTO	GRCh37	16	53737875	54155853	ONT	59.35	0	1
IRX5	GRCh37	16	54964774	54968397	ONT	47.62	0	1
MMP2	GRCh37	16	55423612	55540603	ONT	52.04	0	1
SLC6A2	GRCh37	16	55689516	55740104	ONT	50.1	0	1
BBS2	GRCh37	16	56500748	56554195	ONT	59.64	0	1
SLC12A3	GRCh37	16	56899119	56949762	ONT	62.14	0	1
HERPUD1	GRCh37	16	56965960	56977798	ONT	56.96	0	1
CETP	GRCh37	16	56995762	57017757	ONT	50.32	0	1
COQ9	GRCh37	16	57481337	57495187	ONT	62.88	0	1
GPR56	GRCh37	16	57644564	57698944	ONT	48.81	0.002659462	1
CNGB1	GRCh37	16	57917503	58005020	ONT	48.64	0	1
USB1	GRCh37	16	58033450	58055522	ONT	45.11	0	1
CSNK2A2	GRCh37	16	58191811	58231824	ONT	58.33	0	1
CDH8	GRCh37	16	61681146	62070939	ONT	61.21	0	1
CDH11	GRCh37	16	64977656	65160015	ONT	54.85	0	1
CDH5	GRCh37	16	66400533	66438686	ONT	53.42	0	1
BEAN1	GRCh37	16	66461200	66527432	ONT	51.71	0	1
TK2	GRCh37	16	66541906	66586447	ONT	58.37	0	1
CES2	GRCh37	16	66968347	66978999	ONT	53.54	0	1
CBFB	GRCh37	16	67063019	67134961	ONT	48.97	0	1
TRADD	GRCh37	16	67188083	67194201	ONT	47.59	0	1
HSF4	GRCh37	16	67197288	67203848	ONT	47.4	0	1
NOL3	GRCh37	16	67204057	67209643	ONT	47.68	0	1
E2F4	GRCh37	16	67226072	67232821	ONT	49.17	0	1
PLEKHG4	GRCh37	16	67311413	67323402	ONT	51.31	0	1
HSD11B2	GRCh37	16	67464555	67471456	ONT	70.8	0	1
AGRP	GRCh37	16	67516474	67517716	ONT	61.52	0	1
CTCF	GRCh37	16	67596310	67673086	ONT	56.62	0	1
LCAT	GRCh37	16	67973653	67978034	ONT	57.03	0	1
NFATC3	GRCh37	16	68118654	68263162	ONT	60.11	0	1
PRMT7	GRCh37	16	68344877	68392466	ONT	57.16	0	1
SMPD3	GRCh37	16	68392231	68482591	ONT	53.83	0	1
ZFP90	GRCh37	16	68563993	68609975	ONT	53.42	0	1
CDH3	GRCh37	16	68670092	68756519	ONT	51.2	0	1
CDH1	GRCh37	16	68771128	68869451	ONT	55.1	0	1
COG8	GRCh37	16	69354043	69373570	ONT	59.52	0	1
NQO1	GRCh37	16	69740899	69760854	ONT	59.68	0	1
MIR140	GRCh37	16	69966984	69967083	ONT	66.78	0	1
AARS	GRCh37	16	70286198	70323446	ONT	55.26	0	1
ST3GAL2	GRCh37	16	70413338	70473140	ONT	50.06	0	1
COG4	GRCh37	16	70514471	70557468	ONT	48.87	0	1
HYDIN	GRCh37	16	70841281	71264625	ONT	57.99	0	1
TAT	GRCh37	16	71599563	71611033	ONT	58.37	0	1
PHLPP2	GRCh37	16	71671738	71758604	ONT	62.69	0	1
DHODH	GRCh37	16	72042487	72058954	ONT	57.1	0	1
HP	GRCh37	16	72088491	72094954	ONT	58.53	0	1
ZFHX3	GRCh37	16	72816784	73093597	ONT	54.77	0	1
PSMD7	GRCh37	16	74330673	74340186	ONT	51.98	0	1
RFWD3	GRCh37	16	74655292	74700779	ONT	45.67	0	1
FA2H	GRCh37	16	74746853	74808729	ONT	49.49	0	1
CHST6	GRCh37	16	75510949	75529282	ONT	64.57	0	1
TMEM231	GRCh37	16	75572015	75590184	ONT	54.97	0	1
KARS	GRCh37	16	75661622	75682541	ONT	60.22	0	1
CNTNAP4	GRCh37	16	76311176	76593135	ONT	66.98	0	1
ADAMTS18	GRCh37	16	77281710	77469011	ONT	55.63	0	1
WWOX	GRCh37	16	78133310	79246564	ONT	57.98	0	1
MAF	GRCh37	16	79619740	79634611	ONT	71.07	0	1
GCSH	GRCh37	16	81115566	81130008	ONT	59.16	0	1
GAN	GRCh37	16	81348557	81424489	ONT	59.33	0	1
PLCG2	GRCh37	16	81772702	81991899	ONT	58.47	0.002935991	1
CDH13	GRCh37	16	82660408	83830204	ONT	60.34	0	1
MLYCD	GRCh37	16	83932731	83949787	ONT	53.2	0	1
DNAAF1	GRCh37	16	84178865	84212373	ONT	60	0	1
WFDC1	GRCh37	16	84328252	84363450	ONT	66.31	0	1
GSE1	GRCh37	16	85645015	85709810	ONT	49.61	0	1
COX4I1	GRCh37	16	85832239	85840650	ONT	47.87	0	1
IRF8	GRCh37	16	85932409	85956215	ONT	52.72	0	1
FOXF1	GRCh37	16	86544133	86548076	ONT	58.26	0	1
FOXC2	GRCh37	16	86600857	86602539	ONT	52.94	0	1
JPH3	GRCh37	16	87635441	87731762	ONT	48.37	0	1
SLC7A5	GRCh37	16	87863629	87903094	ONT	45.26	0	1
ZNF469	GRCh37	16	88493879	88507165	ONT	46.53	0	1
CYBA	GRCh37	16	88709691	88717560	ONT	44.4	0	1
CDT1	GRCh37	16	88869621	88875666	ONT	46.77	0	1
APRT	GRCh37	16	88875747	88878352	ONT	47.46	0	1
GALNS	GRCh37	16	88880142	88923378	ONT	43.79	0	1
CBFA2T3	GRCh37	16	88941266	89043612	ONT	43.6	0	1
ACSF3	GRCh37	16	89154783	89222254	ONT	45.94	0	1
CDH15	GRCh37	16	89238175	89261900	ONT	49.77	0	1
ANKRD11	GRCh37	16	89334038	89556969	ONT	51.44	0	1
SPG7	GRCh37	16	89557325	89624176	ONT	52.79	0	1
CHMP1A	GRCh37	16	89710839	89724253	ONT	50.67	0	1
FANCA	GRCh37	16	89803957	89883065	ONT	53.33	0	1
MC1R	GRCh37	16	89978527	89987385	ONT	50.22	0	1
TUBB3	GRCh37	16	89985573	90002500	ONT	49.05	0	1
ABR	GRCh37	17	906758	1132315	ONT	50.86	0	1
BHLHA9	GRCh37	17	1173853	1174754	ONT	55.41	0	1
YWHAE	GRCh37	17	1247566	1303672	ONT	61.8	0	1
CRK	GRCh37	17	1323983	1366456	ONT	52.22	0	1
PITPNA	GRCh37	17	1421012	1466110	ONT	47.5	0	1
PRPF8	GRCh37	17	1553923	1588176	ONT	54.49	0	1
WDR81	GRCh37	17	1619817	1641893	ONT	57.18	0	1
SERPINF2	GRCh37	17	1646130	1658562	ONT	58.23	0	1
SERPINF1	GRCh37	17	1665253	1680868	ONT	58.49	0	1
RPA1	GRCh37	17	1732996	1803376	ONT	64.83	0	1
SRR	GRCh37	17	2206677	2228554	ONT	56.57	0	1
PAFAH1B1	GRCh37	17	2496504	2588909	ONT	50.03	0	1
OR1P1	GRCh37	17	3057183	3058176	ONT	63.57	0	1
ASPA	GRCh37	17	3375668	3406713	ONT	67.9	0	1
TRPV3	GRCh37	17	3413796	3461289	ONT	58.3	0	1
TRPV1	GRCh37	17	3468738	3500392	ONT	50.83	0	1
CTNS	GRCh37	17	3539762	3564836	ONT	52.54	0	1
P2RX5	GRCh37	17	3575493	3599698	ONT	50.74	0	1
P2RX1	GRCh37	17	3799886	3819794	ONT	53.23	0	1
ATP2A3	GRCh37	17	3827169	3867736	ONT	50.89	0	1
ALOX15	GRCh37	17	4534197	4545589	ONT	43.92	0	1
PLD2	GRCh37	17	4710391	4726729	ONT	57.15	0	1
CHRNE	GRCh37	17	4801069	4806369	ONT	49.39	0	1
GP1BA	GRCh37	17	4835592	4838325	ONT	47.52	0	1
PFN1	GRCh37	17	4848947	4852356	ONT	44.9	0	1
ENO3	GRCh37	17	4851387	4860426	ONT	44.69	0	1
SLC52A1	GRCh37	17	4935895	4955304	ONT	42	0	1
USP6	GRCh37	17	5019733	5078329	ONT	53.95	0	1
RABEP1	GRCh37	17	5185558	5289129	ONT	57.07	0	1
NLRP1	GRCh37	17	5402747	5522744	ONT	52.57	0	1
AIPL1	GRCh37	17	6297013	6338519	ONT	57.81	0	1
PITPNM3	GRCh37	17	6354584	6459814	ONT	59.49	0.007980445	1
ALOX12	GRCh37	17	6899384	6914055	ONT	55.92	0	1
DLG4	GRCh37	17	7093209	7123021	ONT	51.75	0	1
ACADVL	GRCh37	17	7120444	7128592	ONT	49.88	0	1
DVL2	GRCh37	17	7128660	7137864	ONT	48.12	0	1
SLC2A4	GRCh37	17	7184986	7191576	ONT	42.3	0	1
YBX2	GRCh37	17	7191571	7197934	ONT	41.89	0	1
NLGN2	GRCh37	17	7308193	7323179	ONT	39.47	0	1
CHRNB1	GRCh37	17	7348380	7361026	ONT	41.78	0	1
MPDU1	GRCh37	17	7486847	7496107	ONT	55.21	0	1
SHBG	GRCh37	17	7517382	7536700	ONT	49.14	0	1
TP53	GRCh37	17	7565097	7590856	ONT	48.59	0	1
WRAP53	GRCh37	17	7589389	7606820	ONT	49.85	0	1
CHD3	GRCh37	17	7788124	7816078	ONT	50.72	0	1
GUCY2D	GRCh37	17	7905912	7923657	ONT	49.04	0	1
ALOX12B	GRCh37	17	7975954	7991021	ONT	52.75	0	1
ALOXE3	GRCh37	17	7999218	8022365	ONT	52.48	0	1
HES7	GRCh37	17	8023908	8027410	ONT	52	0	1
PER1	GRCh37	17	8043790	8059824	ONT	56.85	0	1
CTC1	GRCh37	17	8130191	8151362	ONT	46.24	0	1
RANGRF	GRCh37	17	8191815	8193410	ONT	55.78	0	1
RPL26	GRCh37	17	8280838	8286531	ONT	45.65	0	1
PIK3R5	GRCh37	17	8782233	8869029	ONT	51.45	0	1
GAS7	GRCh37	17	9813926	10101868	ONT	55.95	0	1
MYH2	GRCh37	17	10424465	10453274	ONT	70.3	0	1
MYH3	GRCh37	17	10531843	10560626	ONT	63.53	0	1
SCO1	GRCh37	17	10583654	10601692	ONT	68.27	0	1
DNAH9	GRCh37	17	11501748	11873065	ONT	58.43	0	1
MAP2K4	GRCh37	17	11924141	12047147	ONT	61.08	0	1
MYOCD	GRCh37	17	12569207	12672266	ONT	46.02	0	1
ELAC2	GRCh37	17	12895708	12921504	ONT	61.51	0	1
COX10	GRCh37	17	13972813	14111994	ONT	54.44	0	1
PMP22	GRCh37	17	15133095	15168643	ONT	53.87	0	1
TTC19	GRCh37	17	15902694	15948329	ONT	64.4	0	1
NCOR1	GRCh37	17	15932471	16121499	ONT	61.15	0	1
PIGL	GRCh37	17	16120505	16252115	ONT	56.81	0	1
TNFRSF13B	GRCh37	17	16832849	16875432	ONT	48.31	0	1
FLCN	GRCh37	17	17115526	17140502	ONT	46.55	0	1
RAI1	GRCh37	17	17584787	17714767	ONT	54.76	0	1
SREBF1	GRCh37	17	17713713	17740325	ONT	57.49	0	1
ATPAF2	GRCh37	17	17880723	17942523	ONT	65.4	0	1
MYO15A	GRCh37	17	18012020	18083116	ONT	54.96	0	1
LLGL1	GRCh37	17	18128901	18148189	ONT	53.46	0	1
SHMT1	GRCh37	17	18231187	18266856	ONT	54.65	0	1
B9D1	GRCh37	17	19240867	19281495	ONT	49.26	0	1
MFAP4	GRCh37	17	19286755	19290553	ONT	45.27	0	1
SLC47A1	GRCh37	17	19398698	19482347	ONT	57.8	0	1
ALDH3A2	GRCh37	17	19551449	19580911	ONT	62.9	0	1
SLC47A2	GRCh37	17	19581601	19622292	ONT	58.63	0	1
AKAP10	GRCh37	17	19807615	19881656	ONT	60.23	0	1
SPECC1	GRCh37	17	19912657	20222339	ONT	58.52	1.51566e-4	1
MAP2K3	GRCh37	17	21187984	21218552	ONT	71.17	0.092988323	1
NOS2	GRCh37	17	26083792	26127525	ONT	61.91	0	1
SLC46A1	GRCh37	17	26721661	26734215	ONT	58.14	0	1
SLC13A2	GRCh37	17	26800311	26824799	ONT	56.61	0	1
FOXN1	GRCh37	17	26833261	26865914	ONT	58.57	0	1
UNC119	GRCh37	17	26873725	26879686	ONT	60.4	0	1
KIAA0100	GRCh37	17	26941458	26972472	ONT	58.17	0	1
NEK8	GRCh37	17	27052915	27070473	ONT	61.86	0	1
SEZ6	GRCh37	17	27281919	27333458	ONT	55.31	0	1
CRYBA1	GRCh37	17	27573881	27581512	ONT	59.58	0	1
GIT1	GRCh37	17	27900487	27921072	ONT	65.64	0	1
EFCAB5	GRCh37	17	28256218	28435470	ONT	69.94	0	1
SLC6A4	GRCh37	17	28521337	28563020	ONT	58.11	0	1
BLMH	GRCh37	17	28575218	28619074	ONT	64.35	0	1
RNF135	GRCh37	17	29295803	29326929	ONT	60.64	0	1
NF1	GRCh37	17	29421945	29709134	ONT	70.56	0	1
OMG	GRCh37	17	29599031	29624557	ONT	73.88	0	1
SUZ12	GRCh37	17	30264037	30328064	ONT	73.77	0	1
CDK5R1	GRCh37	17	30813637	30818274	ONT	63.26	0	1
CCL2	GRCh37	17	32582304	32584222	ONT	56.21	0	1
CCL11	GRCh37	17	32612687	32615353	ONT	54.09	0	1
LIG3	GRCh37	17	33307513	33332083	ONT	63.59	0	1
RAD51D	GRCh37	17	33426811	33448541	ONT	59.61	0	1
SLFN5	GRCh37	17	33570055	33600674	ONT	52.81	0	1
PEX12	GRCh37	17	33901814	33905882	ONT	48.28	0	1
GAS2L2	GRCh37	17	34071530	34079897	ONT	57.68	0	1
TAF15	GRCh37	17	34136459	34191619	ONT	52	0	1
CCL5	GRCh37	17	34198495	34207797	ONT	50.06	0	1
CCL3	GRCh37	17	34415602	34417515	ONT	52.12	0	1
CCL4L1	GRCh37	17	34538310	34540280	ONT	18.78	0	0.406075768
CCL3L1	GRCh37	17	34623842	34625731	ONT	7.35	0	0
LHX1	GRCh37	17	35294084	35301917	ONT	55.68	0	1
ACACA	GRCh37	17	35441923	35766909	ONT	58.42	0	1
HNF1B	GRCh37	17	36046435	36105237	ONT	58.42	0	1
GPR179	GRCh37	17	36481413	36499730	ONT	49.46	0	1
MLLT6	GRCh37	17	36861795	36886056	ONT	51.11	0	1
LASP1	GRCh37	17	37026112	37078023	ONT	58.4	0	1
CDK12	GRCh37	17	37617764	37721160	ONT	62.19	0	1
TCAP	GRCh37	17	37820440	37822808	ONT	58.6	0	1
PNMT	GRCh37	17	37824234	37826728	ONT	58.43	0	1
ERBB2	GRCh37	17	37844167	37886679	ONT	56.33	0	1
IKZF3	GRCh37	17	37921198	38020441	ONT	71.94	0	1
ZPBP2	GRCh37	17	38024417	38034149	ONT	67.38	0	1
THRA	GRCh37	17	38214543	38250120	ONT	51.5	0	1
CDC6	GRCh37	17	38443885	38459171	ONT	57.25	0	1
RARA	GRCh37	17	38465444	38513094	ONT	60.05	0	1
TOP2A	GRCh37	17	38544768	38574202	ONT	62.31	0	1
CCR7	GRCh37	17	38710021	38721724	ONT	54.12	0	1
SMARCE1	GRCh37	17	38781214	38804760	ONT	53.95	0	1
KRT10	GRCh37	17	38974369	38978847	ONT	55.95	0	1
TMEM99	GRCh37	17	38975358	38992522	ONT	56.12	0	1
KRT37	GRCh37	17	39577005	39580775	ONT	48.76	0	1
KRT38	GRCh37	17	39592698	39597173	ONT	52.39	0	1
KRT13	GRCh37	17	39657233	39661957	ONT	48.05	0	1
KRT9	GRCh37	17	39722096	39728310	ONT	59.06	0	1
KRT14	GRCh37	17	39738531	39743173	ONT	55.86	0	1
KRT16	GRCh37	17	39766030	39772151	ONT	40.4	0	1
KRT17	GRCh37	17	39775689	39781094	ONT	38.89	0	1
