chrom	start	end	gene	bp_overlap_v4.2.1	percent_overlap_v4.2.1	bp_flanking_plus_segdups_overlap_hifiasm	percent_flanking_plus_segdups_overlap_hifiasm	flanking_breaks_in_dip_bed
10	127408084	127452712	EDRF1	44591	0.999170924	84628	1	0
10	127477146	127511817	UROS	34248	0.987799602	74671	1	0
10	127700950	128077024	ADAM12	365538	0.971984237	416074	1	0
10	131265448	131566271	MGMT	295591	0.982607713	340823	1	0
10	135043778	135045062	UTF1	1284	1	41284	1	0
10	135175984	135187193	ECHS1	9575	0.854224284	51209	1	0
10	135234170	135382916	SPRN	133146	0.89512323	188746	1	0
10	135333910	135374724	CYP2E1	39407	0.965526535	80814	1	0
11	215458	236931	SIRT3	18141	0.844828389	60107	0.977778862	1
11	298200	299526	IFITM5	1326	1	43140	1	0
11	319669	327537	IFITM3	0	0	47868	1	0
11	532242	537287	HRAS	4865	0.96432111	45045	1	0
11	637293	640706	DRD4	2632	0.771169059	43413	1	0
11	644233	706715	DEAF1	31247	0.500096028	102482	1	0
11	694438	727727	EPS8L2	30281	0.909639821	73289	1	0
11	747329	765024	TALDO1	17092	0.965922577	57695	1	0
11	790475	798316	SLC25A22	7725	0.985205969	47841	1	0
11	818902	825573	PNPLA2	6550	0.98186179	46671	1	0
11	832843	839831	CD151	6296	0.900973097	46988	1	0
11	1244296	1283406	MUC5B	30435	0.778189721	79110	1	0
11	1773982	1785222	CTSD	10770	0.958185053	51240	1	0
11	1860219	1862910	TNNI2	2691	1	42691	1	0
11	1940792	1959936	TNNT3	16629	0.868627246	18836	0.318476938	1
11	2016406	2022700	H19	0	0	46294	1	0
11	2150342	2170833	IGF2	19734	0.963056952	55909	0.924253195	1
11	2181009	2182571	INS	1540	0.985915493	36980	0.889755065	1
11	2185159	2193107	TH	7721	0.971439356	43366	0.904438141	1
11	2397407	2418649	CD81	19543	0.920016948	61242	1	0
11	2421718	2425106	TSSC4	3388	1	43388	1	0
11	2465914	2870339	KCNQ1	397790	0.983593991	444425	1	0
11	2629558	2721224	KCNQ1OT1	90384	0.986014444	131666	1	0
11	2904443	2907111	CDKN1C	2429	0.91041979	42668	1	0
11	2920951	2946476	SLC22A18	23884	0.935710088	65925	1	0
11	2949503	2950685	PHLDA2	1135	0.960236887	41182	1	0
11	3022152	3078843	CARS	56033	0.988393219	96691	1	0
11	3108346	3187969	OSBPL5	76429	0.959885963	119623	1	0
11	3692313	3819022	NUP98	120584	0.951660892	166709	1	0
11	3848208	3862213	RHOG	13684	0.977079614	54005	1	0
11	3875757	4114439	STIM1	233056	0.976428889	278682	1	0
11	4406127	4414926	TRIM21	8581	0.975224457	48799	1	0
11	4944531	4945637	OR51G1	1106	1	45165	0.9986733	0
11	4976002	4976943	OR51A2	0	0	37150	0.907403337	1
11	5246694	5250625	HBB	3931	1	45517	1	0
11	5253908	5256600	HBD	2692	1	43233	1	0
11	5269313	5271122	HBG1	1590	0.87893864	41809	1	0
11	5274420	5667019	HBG2	379287	0.966092629	432599	1	0
11	5289582	5526847	HBE1	231798	0.976958253	278781	1	0
11	5565719	5566779	OR52H1	1060	1	41060	1	0
11	5775923	5776959	OR52N4	1036	1	41036	1	0
11	6280966	6293357	CCKBR	12047	0.972237915	52391	1	0
11	6411655	6416228	SMPD1	4440	0.970916248	44573	1	0
11	6624961	6632102	ILK	7141	1	47141	1	0
11	6634000	6640692	TPP1	6692	1	46692	1	0
11	7041677	7092539	NLRP14	50357	0.990071173	90862	1	0
11	7110165	7112379	RBMXL2	2214	1	42214	1	0
11	7686331	7698453	CYB5R2	12122	1	52122	1	0
11	8040791	8127659	TUB	86137	0.991584933	126868	1	0
11	8245851	8290263	LMO1	43983	0.990340449	84412	1	0
11	8714898	8932498	ST5	210522	0.967472426	257600	1	0
11	9041071	9159661	SCUBE2	115957	0.977797453	158590	1	0
11	9800214	10315754	SBF2	487884	0.946355278	555540	1	0
11	10326227	10328944	ADM	2513	0.924917188	42717	1	0
11	10329860	10529126	AMPD3	195239	0.979790832	239266	1	0
11	11373489	11374904	CSNK2A3	1415	1	41415	1	0
11	11984653	12031316	DKK3	46457	0.995585367	86663	1	0
11	12695969	12966298	TEAD1	264858	0.979761698	310329	1	0
11	13513602	13517728	PTH	4126	1	44126	1	0
11	14299472	14386052	RRAS2	83516	0.964610765	126567	0.999897298	1
11	14899553	14913798	CYP2R1	13923	0.977395577	54245	1	0
11	14988214	14993900	CALCA	5686	1	45686	1	0
11	15987995	16761138	SOX6	761558	0.985015709	813143	1	0
11	17407406	17410878	KCNJ11	3472	1	43472	1	0
11	17414432	17498449	ABCC8	82933	0.987097849	124017	1	0
11	17515442	17565963	USH1C	49712	0.983986857	90521	1	0
11	17568920	17668697	OTOG	97972	0.981909659	139777	1	0
11	17741115	17743678	MYOD1	2563	1	42563	1	0
11	18039111	18063973	TPH1	24433	0.982744751	64862	1	0
11	18287721	18291524	SAA1	3441	0.904811991	44664	1	0
11	18300223	18343745	HPS5	42669	0.980400717	83522	1	0
11	18415935	18429972	LDHA	12776	0.91016599	54037	1	0
11	18489883	18548779	TSG101	57461	0.975635018	98896	1	0
11	19203578	19232120	CSRP3	27714	0.97099012	68542	1	0
11	19372271	20143144	NAV2	756781	0.981719427	810873	1	0
11	20409076	20530840	PRMT3	120424	0.988995105	161764	1	0
11	20620946	20680831	SLC6A5	58716	0.980479252	99885	1	0
11	22214722	22304903	ANO5	86785	0.9623424	130181	1	0
11	22644079	22647387	FANCF	3308	1	43308	1	0
11	26210829	26684835	ANO3	461161	0.972901187	514006	1	0
11	27676440	27743605	BDNF	65952	0.981939999	107165	1	0
11	30031288	30038570	KCNA4	7071	0.971024444	47282	1	0
11	30252563	30256808	FSHB	4245	1	44245	1	0
11	30344598	30359774	ARL14EP	14644	0.964944649	55176	1	0
11	31531297	31805546	ELP4	269570	0.982938862	314249	1	0
11	31806340	31839509	PAX6	32231	0.971720582	73169	1	0
11	32409321	32457176	WT1	46088	0.963075959	87855	1	0
11	32457064	32480315	WT1-AS	22736	0.977850415	63251	1	0
11	33719807	33757991	CD59	37677	0.986722187	78184	1	0
11	33880122	33913836	LMO2	32647	0.968351427	73714	1	0
11	34460472	34493609	CAT	32698	0.986751969	73137	1	0
11	34937376	35042138	PDHX	103172	0.984822741	144762	1	0
11	35160417	35253949	CD44	91453	0.977772313	133532	1	0
11	36508577	36531822	TRAF6	21817	0.938567434	63245	1	0
11	36532259	36614706	RAG1	81775	0.991849309	122447	1	0
11	36597124	36619829	RAG2	22478	0.990002202	62705	1	0
11	44087475	44105772	ACCS	17816	0.973711537	58297	1	0
11	44117099	44266979	EXT2	147648	0.985108086	189880	1	0
11	44281994	44331716	ALX4	48309	0.971581996	89722	1	0
11	45825623	45834566	SLC35C1	8943	1	48943	1	0
11	45907202	45928016	MAPK8IP1	20703	0.994667051	60814	1	0
11	45931220	45940363	PEX16	9034	0.988078311	49143	1	0
11	45943172	45950647	GYLTL1B	7257	0.97083612	47475	1	0
11	46299212	46342972	CREB3L1	42769	0.977353748	83760	1	0
11	46402306	46405375	MDK	2596	0.845878136	43069	1	0
11	46740730	46761056	F2	19246	0.946866083	60326	1	0
11	46878419	46940193	LRP4	59305	0.960031729	101774	1	0
11	47236493	47260767	DDB2	23299	0.959833567	64274	1	0
11	47260853	47270457	ACP2	9502	0.989379425	49604	1	0
11	47269851	47290396	NR1H3	20078	0.977269409	60545	1	0
11	47352957	47374253	MYBPC3	19980	0.938204358	61296	1	0
11	47376411	47400127	SPI1	21011	0.88594198	63716	1	0
11	47428683	47438047	SLC39A13	9261	0.989000427	49364	1	0
11	47459308	47470730	RAPSN	11043	0.966818421	51422	1	0
11	47586888	47606114	NDUFS3	18753	0.975397899	59226	1	0
11	48002113	48189670	PTPRJ	181966	0.970190395	227557	1	0
11	49168187	49230222	FOLH1	59184	0.954042073	382928	1	0
11	51435459	51436403	OR4A8P	944	1	175703	1	0
11	56085783	56086721	OR8K3	938	1	40938	1	0
11	57364860	57382326	SERPING1	16401	0.93902439	57466	1	0
11	57416465	57429340	CLP1	11878	0.922563107	52875	1	0
11	57520715	57587018	CTNND1	63812	0.962430056	106303	1	0
11	57982217	57983195	OR1S1	978	1	40978	1	0
11	58390146	58393198	CNTF	3052	1	43052	1	0
11	59596741	59612974	GIF	16005	0.985954537	56233	1	0
11	59620273	59634048	TCN1	13775	1	53775	1	0
11	59855734	59863444	MS4A2	7710	1	47710	1	0
11	60223225	60238233	MS4A1	14980	0.998134328	55008	1	0
11	60260251	60274903	MS4A12	14597	0.996246246	54652	1	0
11	60869867	60895324	CD5	24620	0.967121028	65457	1	0
11	61129473	61136981	TMEM138	7402	0.985881726	47508	1	0
11	61159159	61166335	TMEM216	7176	1	47176	1	0
11	61197514	61215001	SDHAF2	17487	1	57487	1	0
11	61560109	61564716	FEN1	4607	1	44607	1	0
11	61717293	61732987	BEST1	15330	0.976806423	55694	1	0
11	61727190	61735132	FTH1	7942	1	47942	1	0
11	62172575	62190667	SCGB1A1	17713	0.979051514	58092	1	0
11	62360686	62369312	MTA2	8474	0.982378855	48626	1	0
11	62379194	62382592	ROM1	3398	1	43398	1	0
11	62382768	62389647	B3GAT3	5572	0.810001454	46879	1	0
11	62457747	62477317	BSCL2	18100	0.924885028	59570	1	0
11	62676151	62689279	CHRM1	13025	0.992154174	53128	1	0
11	62703857	62752455	SLC22A6	45411	0.93442117	88598	1	0
11	63137261	63177766	SLC22A9	40158	0.991433156	80505	1	0
11	63974150	63991354	FERMT3	16606	0.965240642	57204	1	0
11	64073044	64084215	ESRRA	9027	0.808074479	51171	1	0
11	64358113	64369820	SLC22A12	8347	0.712992227	51707	1	0
11	64373646	64490660	NRXN2	113934	0.973678363	157014	1	0
11	64494383	64512928	RASGRP2	17988	0.96996495	58545	1	0
11	64513861	64527769	PYGM	12589	0.905162496	53908	1	0
11	64570982	64578766	MEN1	7743	0.994732785	47784	1	0
11	65265233	65273940	MALAT1	8605	0.988285288	48707	1	0
11	65306276	65326401	LTBP3	19513	0.969590062	60125	1	0
11	65405568	65418401	SIPA1	12833	1	52833	1	0
11	65482367	65488418	RNASEH2C	6042	0.998512643	46051	1	0
11	65624597	65635124	MUS81	10527	1	50527	1	0
11	65633912	65641063	EFEMP2	6910	0.96629842	47151	1	0
11	65769550	65771620	BANF1	1882	0.909178744	42070	1	0
11	65779312	65780976	CST6	1542	0.926682692	41664	1	0
11	65784223	65793988	CATSPER1	9560	0.979006656	49765	1	0
11	65809423	65816651	GAL3ST3	7092	0.981184283	47228	1	0
11	65837834	66012218	PACS1	169767	0.973523947	214384	1	0
11	66112843	66115163	B3GNT1	2320	1	42320	1	0
11	66129992	66139685	SLC29A2	9586	0.988961106	49693	1	0
11	66278077	66301098	BBS1	22579	0.980800139	63021	1	0
11	66330934	66336312	CTSF	5378	1	45378	1	0
11	66452719	66496697	SPTBN2	42201	0.959593433	84228	1	0
11	66615704	66725847	PC	104476	0.948548705	150143	1	0
11	67131639	67141648	CLCF1	9587	0.957837946	50009	1	0
11	67219877	67226699	CABP4	6720	0.985048373	46822	1	0
11	67250512	67258574	AIP	7957	0.986975936	48062	1	0
11	67286383	67290899	CABP2	4516	1	44516	1	0
11	67351066	67354131	GSTP1	2850	0.929853181	43065	1	0
11	67374323	67380006	NDUFV1	5683	1	45683	1	0
11	67398774	67407031	TBX10	8047	0.974567034	48257	1	0
11	67758575	67772452	UNC93B1	13325	0.96022195	318417	1	0
11	67798084	67804111	NDUFS8	5431	0.901111664	46027	1	0
11	67801364	67801448	MIR4691	84	1	40084	1	0
11	67806483	67818362	TCIRG1	11671	0.982490109	51879	1	0
11	67922330	67981295	SUV420H1	55607	0.943050962	98965	1	0
11	68080077	68216743	LRP5	127527	0.933128942	176666	1	0
11	68522088	68611878	CPT1A	87096	0.969996659	129790	1	0
11	68671310	68708070	IGHMBP2	34648	0.942546246	76760	1	0
11	68816365	68858072	TPCN2	35359	0.847795334	81707	1	0
11	69455855	69469242	CCND1	13387	1	53387	1	0
11	69587797	69590171	FGF4	2374	1	42374	1	0
11	69624992	69633792	FGF3	7077	0.804204545	48800	1	0
11	70049269	70053496	FADD	4227	1	44227	1	0
11	70313961	70963623	SHANK2	614302	0.945571697	689622	0.999942001	1
11	71139239	71163914	DHCR7	24419	0.989625127	64675	1	0
11	71713910	71791739	NUMA1	73539	0.944879158	117829	1	0
11	71791382	71821828	LRTOMT	30173	0.991033305	70446	1	0
11	71900602	71907345	FOLR1	6743	1	46743	1	0
11	71934745	71950149	INPPL1	15281	0.992015061	55404	1	0
11	71950121	71956708	PHOX2A	6399	0.971458934	46587	1	0
11	73498361	73576178	MRPL48	75625	0.971831348	117817	1	0
11	73685712	73694352	UCP2	8490	0.982638889	48640	1	0
11	73711326	73720480	UCP3	9052	0.98885733	49154	1	0
11	74165886	74178774	KCNE3	12574	0.975636251	52888	1	0
11	74811608	74917594	SLCO2B1	103946	0.980752175	145986	1	0
11	75273101	75283828	SERPINH1	10727	1	50727	1	0
11	75297963	75380165	MAP6	81554	0.99211698	122202	1	0
11	76745385	76753096	B3GNT6	7283	0.944494877	47711	1	0
11	76839310	76926284	MYO7A	84390	0.970289972	126974	1	0
11	77811982	77850706	ALG8	37057	0.956951761	78724	1	0
11	78147007	78285919	NARS2	136019	0.979173865	178912	1	0
11	82534544	82681626	PRCP	144557	0.982832706	187082	1	0
11	85359011	85367591	TMEM126A	8455	0.985431235	48580	1	0
11	85668727	85780924	PICALM	109193	0.973225666	152197	1	0
11	85955586	85989855	EED	32415	0.945898626	74269	1	0
11	86656721	86666433	FZD4	9712	1	49712	1	0
11	86748886	87034800	TMEM135	275249	0.962698574	325914	1	0
11	88026760	88070955	CTSC	43881	0.992895124	84195	1	0
11	88237744	88799113	GRM5	528581	0.941592785	674649	1	0
11	88910620	89028927	TYR	116239	0.982520054	586344	1	0
11	92085262	92629618	FAT3	536310	0.985219232	584356	1	0
11	92702886	92718232	MTNR1B	15055	0.981037404	55346	1	0
11	93517393	93547861	MED17	29372	0.964027832	70468	1	0
11	93754527	93846917	HEPHL1	91170	0.986795108	132390	1	0
11	94152895	94227074	MRE11A	73754	0.994270616	114179	1	0
11	94695787	94706776	CWC15	10763	0.979433979	50987	0.999960776	1
11	95523129	95565857	CEP57	41705	0.976057854	82728	1	0
11	95566046	95658479	MTMR2	91117	0.985762661	132433	1	0
11	95709762	96076344	MAML2	357623	0.97556072	406582	1	0
11	100900355	101001255	PGR	98645	0.97765114	140900	1	0
11	101322295	101743293	TRPC6	400811	0.952049653	460998	1	0
11	101761405	101787253	ANGPTL5	25392	0.982358403	65848	1	0
11	102188215	102210134	BIRC3	21580	0.984533966	61919	1	0
11	102447566	102496063	MMP20	46717	0.963296699	88497	1	0
11	102582526	102597781	MMP8	14947	0.979809898	55255	1	0
11	102660651	102668891	MMP1	8240	1	48240	1	0
11	102706532	102714534	MMP3	7883	0.985128718	48002	1	0
11	102813724	102826463	MMP13	12708	0.997566528	52739	1	0
11	102980160	103350591	DYNC2H1	363994	0.982622945	410431	1	0
11	104756445	104769397	CASP12	12844	0.991661519	52952	1	0
11	104896170	104972158	CASP1	74002	0.973864294	119075	1	0
11	107879459	107978503	CUL5	98078	0.990246759	139044	1	0
11	107992243	108018503	ACAT1	24674	0.93960396	66260	1	0
11	108027942	108093369	NPAT	64356	0.983630611	105427	1	0
11	108093211	108239829	ATM	140274	0.956731097	186618	1	0
11	108179246	108338258	C11orf65	155765	0.979580157	199012	1	0
11	108376158	108464465	EXPH5	86734	0.982187143	128307	1	0
11	108535752	108811657	DDX10	270297	0.979674163	315905	1	0
11	110045605	110167447	RDX	118665	0.973925247	161842	1	0
11	111222977	111326355	POU2AF1	101237	0.979289597	143378	1	0
11	111383663	111383746	MIR34B	83	1	40083	1	0
11	111597632	111637151	PPP2R1B	39179	0.991396543	79519	1	0
11	111652919	111742305	ALG9	86147	0.9637639	129386	1	0
11	111657010	111750149	ALG9	89690	0.962969325	133139	1	0
11	111779289	111794446	CRYAB	15055	0.993270436	55157	1	0
11	111895538	111935114	DLAT	37847	0.956311906	79576	1	0
11	111957497	111990353	SDHD	32056	0.975651327	72856	1	0
11	111957627	112064528	SDHD	102391	0.957811433	146901	1	0
11	112046190	112095422	BCO2	47471	0.964230582	89232	1	0
11	112097088	112140678	PTS	41478	0.95154852	83590	1	0
11	113258513	113271140	ANKK1	12319	0.975607825	52627	1	0
11	113280318	113346413	DRD2	65281	0.987684394	106095	1	0
11	113558272	113577095	TMPRSS5	18263	0.970249163	58823	1	0
11	113775399	113817287	HTR3B	40903	0.976484912	81888	1	0
11	113845603	113861035	HTR3A	15330	0.993390358	55432	1	0
11	113930315	114121398	ZBTB16	186123	0.974042693	231083	1	0
11	115039938	115375675	CADM1	329194	0.980511531	375737	1	0
11	116660083	116663136	APOA5	3053	1	43053	1	0
11	116691419	116694022	APOA4	2603	1	42603	1	0
11	116700422	116703788	APOC3	3060	0.909090909	43366	1	0
11	116706467	116708666	APOA1	2199	1	42199	1	0
11	117014983	117047610	PAFAH1B2	31170	0.955343734	72627	1	0
11	117185273	117283984	CEP164	95028	0.962689062	138711	1	0
11	117671559	117699413	FXYD2	27555	0.989265456	67854	1	0
11	117707693	117748201	FXYD6	40107	0.990100721	80508	1	0
11	117857063	117872196	IL10RA	15133	1	55133	1	0
11	118004092	118023603	SCN4B	19286	0.988468044	59511	1	0
11	118032666	118047388	SCN2B	14251	0.968007064	54722	1	0
11	118175260	118186890	CD3E	11630	1	51630	1	0
11	118209669	118213459	CD3D	3790	1	43790	1	0
11	118215059	118225876	CD3G	10161	0.939354719	50817	1	0
11	118307205	118397539	KMT2A	87924	0.97332123	130334	1	0
11	118528026	118550399	TREH	21380	0.955616144	62373	1	0
11	118620034	118661858	DDX6	39679	0.948713657	81824	1	0
11	118764584	118796317	BCL9L	30853	0.972268616	71733	1	0
11	118842417	118852001	FOXR1	9296	0.969949917	49584	1	0
11	118894824	118901616	SLC37A4	6792	1	46792	1	0
11	118955576	118964259	HMBS	8431	0.970977773	48683	1	0
11	118967213	118979041	DPAGT1	11511	0.973199188	51828	1	0
11	119037277	119054725	NLRX1	17110	0.980628152	57448	1	0
11	119076752	119178859	CBL	98448	0.964165043	142107	1	0
11	119209652	119217383	C1QTNF5	7731	1	47731	1	0
11	119209652	119217383	MFRP	7731	1	47731	1	0
11	119209652	119217368	MFRP	7716	1	47716	1	0
11	119494120	119599794	PVRL1	103708	0.981395613	146433	1	0
11	120207787	120360645	ARHGEF12	149688	0.979261799	192858	1	0
11	120382468	120859613	GRIK4	470214	0.985474017	517145	1	0
11	120971882	121062202	TECTA	85328	0.944729849	130320	1	0
11	121163162	121179403	SC5D	16015	0.986084601	56241	1	0
11	121322912	121504402	SORL1	177407	0.977502893	221490	1	0
11	122943035	123065989	CLMP	119888	0.975063845	162954	1	0
11	123499895	123525952	SCN3B	25609	0.982806923	66057	1	0
11	124503009	124565603	SIAE	61688	0.985525769	102594	1	0
11	124735282	124751366	ROBO3	15873	0.986881373	56084	1	0
11	124789089	124806308	HEPACAM	16981	0.986178059	57219	1	0
11	125461607	125495110	STT3A	32851	0.980539056	73503	1	0
11	125753509	125770543	HYLS1	16664	0.978278737	57034	1	0
11	125773271	125793158	DDX25	19390	0.9750088	59887	1	0
11	125825691	125933230	CDON	105817	0.983987205	147539	1	0
11	126138950	126148026	FOXRED1	8741	0.963089467	49076	1	0
11	126152960	126168740	TIRAP	15286	0.96869455	55780	1	0
11	126225535	126310239	ST3GAL4	80388	0.94904609	124704	1	0
11	126293254	126873355	KIRREL3	566012	0.97571285	620101	1	0
11	128556430	128683162	FLI1	123933	0.977914023	166732	1	0
11	128706210	128737268	KCNJ1	30900	0.994912744	71058	1	0
11	128761251	128790930	KCNJ5	28500	0.960274942	69679	1	0
11	129245835	129322171	BARX2	75651	0.991026514	116336	1	0
11	130029457	130080271	ST14	49081	0.965895226	90814	1	0
11	132284871	133402414	OPCML	1094754	0.979607943	1157543	1	0
11	133938820	134021896	JAM3	80643	0.970713563	123076	1	0
11	134123389	134135749	ACAD8	12360	1	52360	1	0
11	134248398	134281812	B3GAT1	31576	0.944993117	73414	1	0
12	299243	323736	SLC6A12	22848	0.932837954	64493	1	0
12	329789	372039	SLC6A13	41001	0.97043787	82250	1	0
12	389295	498620	KDM5A	105941	0.969046421	149325	1	0
12	569530	672675	B4GALNT3	92983	0.901478501	143145	1	0
12	861759	1020618	WNK1	153373	0.965466231	198859	1	0
12	1021243	1099219	RAD52	72934	0.935339079	117976	1	0
12	1099675	1605099	ERC1	472217	0.934298727	545424	1	0
12	1901123	2028002	CACNA2D4	124780	0.983456679	166879	1	0
12	2079952	2802108	CACNA1C	702046	0.972152831	762156	1	0
12	2904119	2914576	FKBP4	10457	1	50457	1	0
12	2966847	2986206	FOXM1	18223	0.941319283	59359	1	0
12	2986389	3050306	TULP3	59910	0.937309323	103917	1	0
12	4382938	4414516	CCND2	30888	0.978149344	71578	1	0
12	4477393	4488894	FGF23	11144	0.968959221	51501	1	0
12	4758261	4798454	NDUFA9	40079	0.997163685	80193	1	0
12	4829507	4960277	GALNT8	127192	0.972638984	170770	1	0
12	4918342	4960277	KCNA6	40990	0.977465125	81935	1	0
12	5019071	5040527	KCNA1	21328	0.994034303	61456	1	0
12	5153085	5155949	KCNA5	2864	1	42864	1	0
12	5541278	5630702	NTF3	86987	0.972747808	129424	1	0
12	6058040	6233936	VWF	170520	0.969436485	208899	0.967590877	1
12	6437923	6451280	TNFRSF1A	13129	0.982930299	53357	1	0
12	6456009	6486896	SCNN1A	29804	0.964936705	70887	1	0
12	6554033	6560884	CD27	6606	0.964238797	46851	1	0
12	6602522	6641121	NCAPD2	36528	0.94634576	78599	1	0
12	6679249	6716642	CHD4	34119	0.912443505	77393	1	0
12	6775643	6798738	ZNF384	22761	0.985537995	63095	1	0
12	6896024	6929974	CD4	31086	0.915640648	73950	1	0
12	6949118	6956557	GNB3	7154	0.961688399	47439	1	0
12	6976283	6980112	TPI1	3829	1	43829	1	0
12	7033626	7051484	ATN1	17116	0.958449994	57858	1	0
12	7052141	7055166	C12orf57	3025	1	43025	1	0
12	7055631	7070479	PTPN6	14142	0.952451509	54848	1	0
12	7072408	7105520	EMG1	31751	0.958897077	73112	1	0
12	7096351	7178336	C1S	76691	0.935427212	113525	0.930647211	0
12	7187513	7245203	C1R	0	0	47690	0.488176886	1
12	7341281	7371170	PEX5	26411	0.88363612	69889	1	0
12	7801996	7818499	APOBEC1	14709	0.891292492	57067	1	0
12	7842378	7848372	GDF3	0	0	45994	1	0
12	8210898	8219067	C3AR1	7446	0.911494675	48169	1	0
12	8754762	8765467	AICDA	10345	0.966370855	50705	1	0
12	8789942	8815484	MFAP5	24928	0.975961162	65542	1	0
12	9066492	9094063	PHC1	27077	0.982082623	67571	1	0
12	9220260	9268825	A2M	48359	0.995758262	88828	1	0
12	10269376	10282857	CLEC7A	13276	0.984793413	53481	1	0
12	10310902	10324737	OLR1	13588	0.982146729	53835	1	0
12	11213964	11214893	TAS2R46	0	0	81321	0.959415297	0
12	11504757	11548500	PRB1	41634	0.951786572	118008	1	0
12	11802788	12048336	ETV6	240000	0.97740564	285548	1	0
12	12268959	12419946	LRP6	146295	0.968924477	190987	1	0
12	12867992	12875305	CDKN1B	7205	0.985231779	47313	1	0
12	13693165	14133053	GRIN2B	434285	0.987262667	479888	1	0
12	14765576	14849519	GUCY2C	82812	0.986526572	123943	1	0
12	14978503	14996429	ART4	17926	1	57926	1	0
12	15034115	15038860	MGP	4745	1	44745	1	0
12	15125956	15134799	PDE6H	8740	0.988352369	48843	1	0
12	15475331	15750333	PTPRO	270544	0.983789209	315002	1	0
12	15773092	16035263	EPS8	259440	0.989583135	302171	1	0
12	18836103	18890991	PLCZ1	53949	0.982892436	94888	1	0
12	20848289	20906320	SLCO1C1	56077	0.966328342	98031	1	0
12	20963636	21243040	SLCO1B3	274188	0.981331692	319404	1	0
12	21284136	21392180	SLCO1B1	106785	0.98834734	148044	1	0
12	21417534	21572528	SLCO1A2	153732	0.991857749	194994	1	0
12	21507893	21532912	IAPP	24790	0.990846956	65019	1	0
12	21590549	21623300	PYROXD1	30523	0.931971543	72751	1	0
12	21621845	21654603	RECQL	31726	0.968496245	72758	1	0
12	21689123	21757781	GYS2	67604	0.984648548	108658	1	0
12	21788276	21910791	LDHB	119675	0.976819165	162515	1	0
12	21917889	21928515	KCNJ8	10283	0.967720685	50626	1	0
12	21950335	22094336	ABCC9	141042	0.979451532	184001	1	0
12	22216707	22589975	ST8SIA1	348130	0.932654286	413268	1	1
12	22778009	22843599	ETNK1	64727	0.986842506	105590	1	0
12	23682440	24103966	SOX5	412846	0.97940815	461526	1	0
12	24964295	25102393	BCAT1	132643	0.960499066	178098	1	0
12	25357723	25403870	KRAS	44540	0.965176501	86147	1	0
12	26274924	26452223	SSPN	170633	0.962402495	217299	1	0
12	27396901	27478892	STK38L	79572	0.970496762	121991	1	0
12	27676364	27848497	PPFIBP1	167901	0.97541436	212133	1	0
12	28111017	28125638	PTHLH	13844	0.94685726	54621	1	0
12	31226779	31257725	DDX11	30074	0.971821883	137829	1	0
12	32552463	32798984	FGD4	237837	0.964773792	286521	1	0
12	32832134	32898486	DNM1L	62831	0.946934531	106352	1	0
12	32880424	32908836	YARS2	27969	0.984407997	68412	1	0
12	32943679	33049774	PKP2	102040	0.961779537	146095	1	0
12	34175216	34182629	ALG10	7384	0.996087954	95230	1	0
12	38710380	38717784	ALG10B	7347	0.992301459	99534	1	0
12	39687030	39837192	KIF21A	147549	0.982598793	190162	1	0
12	40590546	40763087	LRRK2	167833	0.972713732	212541	1	0
12	41086244	41466220	CNTN1	369931	0.97356412	419976	1	0
12	42852140	42984157	PRICKLE1	127642	0.966860329	172017	1	0
12	44152747	44183346	IRAK4	30266	0.989117291	70599	1	0
12	45609770	45834187	ANO6	221888	0.9887308	264417	1	0
12	46123448	46301823	ARID2	174491	0.978225648	218375	1	0
12	48235320	48336831	VDR	98147	0.966860734	141511	1	0
12	48366748	48398269	COL2A1	31315	0.993464674	71521	1	0
12	48498922	48540187	PFKM	41045	0.994668605	81265	1	0
12	49159975	49182820	ADCY6	22574	0.988137448	62845	1	0
12	49359123	49365546	WNT10B	6050	0.941927448	46423	1	0
12	49372398	49375459	WNT1	3061	1	43061	1	0
12	49412758	49453557	KMT2D	39412	0.966004069	80799	1	0
12	49483204	49488602	DHH	5296	0.981104113	45398	1	0
12	49578579	49583107	TUBA1A	4421	0.976369258	44528	1	0
12	49687035	49692465	PRPH	5430	1	45430	1	0
12	49717019	49725514	TROAP	7972	0.938434373	48495	1	0
12	49932940	49952091	KCNH3	18623	0.972429638	59151	1	0
12	49962001	50038449	PRPF40B	73268	0.958403098	116448	1	0
12	50344524	50352664	AQP2	8140	1	48140	1	0
12	50355653	50359464	AQP5	3669	0.962739438	43811	1	0
12	50478755	50494495	SMARCD1	15005	0.953303685	55740	1	0
12	50497602	50505102	GPD1	7398	0.9864	47500	1	0
12	50505762	50514240	COX14	7335	0.865180467	48478	1	0
12	50898768	51142450	DIP2B	233642	0.958798762	283682	1	0
12	51157493	51214905	ATF1	56217	0.979185536	97412	1	0
12	51373184	51422349	SLC11A2	45895	0.933489271	89165	1	0
12	51745031	51786651	GALNT6	40857	0.981667468	81620	1	0
12	51984050	52206648	SCN8A	217550	0.977322348	262598	1	0
12	52300692	52317145	ACVRL1	16247	0.987479487	56453	1	0
12	52416616	52453291	NR4A1	36188	0.9867212	76675	1	0
12	52643084	52702947	KRT86	58686	0.980338439	99863	1	0
12	52679697	52685318	KRT81	5491	0.976872443	45621	1	0
12	52753790	52761265	KRT85	7475	1	47475	1	0
12	52840435	52845910	KRT6B	5475	1	47679	1	0
